SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC50992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,6,9,14,6,3,8,9,20,33,13,25,41,38,82,115,27,33,64,78,29,104,50,27,73,68,24,93,63,9,79,43,3,49,31,5,40,66,12,73,45,0,45,19,3,17,16,0,14,32,3,30,84,9,89,11,12,22,700,308,1006
SSC50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SSC50996,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,24
SSC50997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50998,15,15,22,0,8,8,3,22,26,0,53,54,11,95,109,8,34,40,41,36,76,42,29,70,43,34,78,64,11,75,48,16,70,38,23,56,89,22,109,56,3,61,64,0,63,104,29,131,383,4,392,155,5,160,16,13,34,1186,454,1639
SSC50999,0,3,3,0,0,0,0,4,4,0,11,11,4,20,26,0,15,17,12,7,17,14,9,22,13,5,23,9,0,10,3,5,14,14,3,16,22,6,34,11,0,8,11,0,11,4,3,9,13,0,13,16,0,17,0,0,4,148,105,255
SSC51000,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,4,0,8,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,25,5,35
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SSC51003,0,0,0,0,0,3,0,4,4,0,0,0,0,6,6,4,0,4,5,0,9,3,0,3,0,0,0,3,0,3,3,0,4,5,0,5,10,0,11,3,0,3,0,0,0,3,0,3,3,0,3,9,0,11,3,3,8,50,26,76
SSC51004,0,0,0,0,0,0,0,0,0,3,3,6,4,0,4,0,0,0,10,0,13,0,3,3,14,0,14,10,0,16,9,0,6,3,0,3,7,3,10,0,0,0,3,0,3,0,0,0,3,0,3,10,0,10,0,0,3,86,13,97
SSC51005,12,16,30,7,8,21,14,35,43,10,47,59,35,94,126,30,56,83,67,30,98,43,42,87,66,62,131,71,41,110,62,43,109,85,31,120,221,92,313,192,10,197,153,10,165,172,56,227,525,17,547,210,36,241,14,21,39,1991,746,2733
SSC51006,11,4,11,7,0,5,6,10,12,7,17,24,21,39,62,19,18,38,54,12,71,35,19,58,60,13,75,41,11,59,50,14,60,42,5,49,130,17,153,98,0,98,54,0,54,36,6,40,81,0,81,120,3,123,4,8,10,887,200,1082
SSC51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,3,14
SSC51008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,19,38,66,14,19,28,12,64,72,11,79,93,37,156,196,43,111,152,88,102,183,101,122,220,135,150,288,121,110,230,112,128,234,120,105,220,282,154,435,211,29,242,188,20,212,160,100,252,630,24,656,302,87,389,26,35,55,2595,1636,4231
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,14
SSC51014,0,4,4,0,0,0,0,3,3,4,5,10,0,9,9,9,3,13,5,8,12,3,4,9,10,3,14,6,0,6,8,6,13,9,3,10,8,3,11,9,0,9,3,0,3,0,4,4,0,0,0,6,0,6,4,3,3,80,59,139
SSC51015,0,0,3,0,0,3,0,7,7,0,12,13,3,24,32,12,15,26,24,9,38,16,18,33,22,24,43,23,14,39,24,13,34,24,11,29,35,8,42,21,0,21,12,0,12,8,0,12,10,0,14,26,3,33,7,8,11,273,177,452
SSC51016,14,9,24,6,3,7,3,11,17,3,15,16,22,23,48,33,22,55,53,7,65,43,14,59,63,17,82,48,21,67,56,15,71,43,5,49,108,17,123,82,0,79,55,3,54,29,3,33,81,0,79,108,6,111,10,7,16,851,205,1061
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,31,17,50,8,11,22,10,32,44,9,29,35,23,67,95,26,51,81,55,48,105,56,38,93,97,58,158,110,37,143,66,41,110,80,34,109,178,58,234,138,3,143,114,4,122,148,45,192,515,3,521,214,28,237,18,19,35,1895,622,2514
SSC51021,8,8,13,6,3,3,3,13,12,3,13,20,21,52,69,8,35,46,56,14,77,25,18,43,54,24,79,45,9,56,25,12,34,34,3,39,68,13,79,35,0,30,32,0,32,23,0,23,50,0,50,51,3,59,11,19,23,555,231,782
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,14
SSC51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,10
SSC51026,5,9,12,0,10,10,7,12,16,13,13,29,10,30,43,23,13,40,50,27,80,42,20,64,74,25,101,62,15,76,46,20,68,58,18,80,124,14,137,81,3,82,55,3,60,27,12,42,67,0,65,115,0,123,13,15,21,883,263,1146
SSC51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,22
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,3,4,5,3,0,6,0,4,7,0,4,4,12,8,25,3,3,12,12,4,18,13,3,14,10,10,20,13,4,18,15,3,16,18,0,16,35,6,43,18,4,15,14,0,14,10,0,15,19,0,20,45,3,49,0,3,5,253,67,316
SSC51031,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,3,3,3,0,3,3,0,6,9,0,9,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,39,16,48
SSC51032,0,0,0,0,0,0,0,0,3,0,4,4,3,5,5,4,7,11,0,0,0,8,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,12,0,12,8,4,10,52,28,83
SSC51033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SSC51034,0,0,0,3,0,3,0,3,3,0,4,4,0,11,7,4,3,5,12,0,9,4,4,10,9,3,14,3,0,6,8,4,9,3,5,5,9,0,13,6,0,13,3,0,3,0,3,3,9,0,9,14,0,14,4,5,11,94,45,139
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,8
SSC51037,8,7,17,12,3,13,3,19,20,7,24,25,25,48,74,28,28,54,76,18,96,59,22,90,92,35,126,80,25,99,86,18,105,90,12,101,236,24,260,139,6,148,110,7,115,106,8,114,260,5,266,201,11,208,33,15,49,1647,330,1985
SSC51038,0,0,0,0,0,0,0,3,3,0,0,0,0,10,7,6,3,7,7,0,7,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,41,15,54
SSC51039,0,0,0,3,0,3,0,7,9,3,6,10,3,5,9,5,8,14,12,8,16,3,10,19,6,5,7,9,6,14,4,3,10,3,0,6,14,0,17,3,0,3,0,0,0,0,0,0,9,0,9,12,0,15,3,4,6,94,56,150
SSC51040,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,3,5,3,3,7,7,0,4,3,3,8,3,0,9,3,0,3,11,3,17,11,0,11,13,0,13,8,0,8,4,3,6,9,0,9,0,3,3,74,29,102
SSC51041,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,3,10,3,13,3,3,6,6,0,12,5,0,4,3,0,3,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,46,20,64
SSC51042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,28,4,26
SSC51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,0,19,3,20
SSC51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51045,10,4,12,3,6,9,0,19,20,5,22,27,25,70,93,21,42,69,80,22,102,36,19,56,57,24,85,49,11,58,49,9,55,37,7,49,107,13,126,75,0,70,53,0,53,50,3,52,76,0,76,102,7,107,10,17,30,841,307,1151
SSC51046,4,3,4,0,0,3,3,3,7,0,6,6,7,14,14,4,9,11,16,3,23,23,7,36,31,4,34,37,4,37,30,0,34,23,4,30,41,3,43,26,0,31,14,0,13,6,3,13,13,0,13,34,6,35,3,3,9,323,74,404
SSC51047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SSC51048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,4,11
SSC51049,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,5,3,0,3,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,10,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,47
SSC51050,10,12,16,5,3,8,6,13,23,5,26,35,38,51,95,16,19,37,53,17,67,46,21,69,63,29,92,66,25,90,66,19,85,69,20,94,151,30,178,124,0,127,101,5,105,78,10,87,132,3,135,151,4,149,14,6,27,1198,325,1524
SSC51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,10,3,16
SSC51052,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,3,3,3,3,0,3,5,6,0,7,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,31,10,43
SSC51053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
SSC51054,5,5,16,5,4,16,3,13,17,3,17,23,22,41,62,14,38,55,45,29,72,42,30,79,46,22,65,53,30,77,30,8,40,33,10,45,57,22,80,61,12,69,38,6,40,33,7,39,89,3,88,88,13,100,12,20,36,691,321,1014
SSC51055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7
SSC51056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51057,0,0,0,0,0,3,0,3,0,0,0,0,5,3,6,3,4,12,7,3,13,3,3,4,3,3,10,9,0,7,3,5,8,6,0,9,5,0,6,10,0,10,4,0,4,3,0,3,5,0,5,4,0,4,0,0,3,83,31,113
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,5,5,13,0,5,8,0,16,23,7,26,29,7,71,81,9,33,50,36,15,45,23,17,44,20,21,40,32,12,42,22,17,34,29,16,43,54,14,71,51,0,51,38,0,38,28,8,38,60,4,63,54,4,60,3,19,20,476,303,785
SSC51060,0,0,3,0,0,0,0,0,0,3,4,7,7,4,10,3,0,3,8,5,13,11,3,10,3,4,10,10,0,16,10,0,10,9,0,12,14,3,14,14,0,14,6,0,6,4,3,3,8,0,8,16,0,16,3,0,6,131,30,159
SSC51061,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,3,0,8,0,0,0,3,0,9,3,3,3,3,0,3,4,0,4,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,31,16,51
SSC51062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
SSC51065,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,3,14
SSC51066,0,0,0,0,0,0,0,3,6,0,0,0,3,3,8,0,3,9,3,0,3,3,0,3,4,5,10,4,0,4,0,0,3,4,0,7,16,0,18,10,0,10,0,0,0,4,0,3,7,0,7,16,3,15,0,0,0,80,29,102
SSC51067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,12
SSC51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,14
SSC51069,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,24
SSC51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
SSC51073,3,0,3,0,4,5,0,5,7,5,12,17,18,24,39,8,10,22,32,14,46,11,11,23,22,3,30,28,0,34,18,0,18,11,0,14,20,4,19,15,0,17,7,0,7,3,4,8,8,0,7,25,0,25,3,12,15,249,104,351
SSC51074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,28,5,33
SSC51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,9,3,8
SSC51076,0,0,0,0,3,3,0,0,0,0,0,0,9,3,10,0,3,3,6,4,11,8,0,11,9,0,9,4,0,8,5,4,8,7,0,8,11,0,11,4,0,4,11,0,11,0,0,0,12,0,12,8,3,11,0,0,0,81,21,103
SSC51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51078,0,0,0,0,0,0,0,3,3,0,3,3,4,11,19,5,3,4,9,4,18,3,13,12,13,8,22,8,0,10,12,3,11,5,0,5,13,0,12,12,0,12,7,0,7,3,0,3,6,0,6,12,0,15,3,3,6,120,63,179
SSC51079,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,3,0,5,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,21,0,23
SSC51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,18,4,26
SSC51081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12
SSC51082,0,0,3,0,0,3,0,3,5,0,0,0,6,6,13,5,0,8,7,6,10,11,0,10,15,4,21,12,0,7,7,0,7,7,3,12,11,0,11,9,0,9,6,0,6,4,3,6,8,0,8,21,0,21,3,3,5,134,32,172
SSC51083,0,15,19,3,10,14,9,27,33,10,59,66,43,82,127,27,45,66,93,56,143,69,38,112,101,36,137,73,40,113,71,23,93,57,23,88,130,22,153,68,3,67,43,0,43,22,12,33,53,4,58,114,6,115,26,39,61,1002,537,1545
SSC51084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,3,0,3,3,0,3,6,0,6,3,0,3,34,3,37
SSC51085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,15,7,21
SSC51086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,26,54,77,8,25,33,12,46,56,11,43,53,15,105,123,21,78,99,71,68,140,54,61,123,93,78,172,117,64,183,82,58,136,93,42,135,215,89,304,190,6,196,146,6,156,205,72,275,887,16,902,312,43,356,16,17,36,2589,965,3557
SSC51089,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,11,37
SSC51090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
SSC51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,21,4,24
SSC51092,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,0,4,0,0,0,7,0,12,0,0,0,9,0,10,4,0,4,3,0,3,4,0,4,0,0,3,3,0,3,4,0,7,11,3,10,0,0,0,52,15,66
SSC51093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,4,5,3,9,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,27,7,38
