SSC_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SSC50028,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,6,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,0,0,0,4,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SSC50031,0,0,0,0,0,4,0,0,0,5,0,5,9,7,23,5,4,0,0,48,3,4,11,5,11,9,0,0,0,48,0,0,3,3,8,0,0,0,0,9,3,12,31,18,19,20,0,0,0,97,0,0,4,3,3,7,0,0,0,18,7,3,10,7,8,7,3,0,0,45,3,3,10,8,3,4,3,0,0,39,3,6,10,11,15,19,3,0,0,60,0,5,8,0,3,0,3,0,0,16,0,0,0,0,6,8,3,0,0,23,3,0,4,3,3,3,0,0,0,13,0,0,17,12,8,7,3,0,0,47,0,6,7,3,3,0,0,0,0,17,0,3,4,10,13,5,0,0,0,37,0,0,0,3,13,8,6,0,0,27,0,0,0,10,9,3,3,0,0,32,3,0,0,4,8,15,0,0,0,39,0,3,4,8,5,3,3,0,0,28,4,0,8,13,11,7,9,3,0,53
SSC50032,0,0,0,0,0,4,0,0,0,8,0,0,16,16,18,11,0,0,0,53,3,6,12,6,14,5,4,0,0,49,0,3,0,0,3,0,0,0,0,10,3,10,45,35,25,10,5,0,0,138,0,3,7,7,7,0,0,0,0,21,10,9,9,12,7,0,4,0,0,45,12,4,5,6,0,5,0,0,0,24,0,3,9,7,12,3,0,0,0,37,0,0,4,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,15,15,7,5,0,0,0,44,0,3,3,4,7,0,0,0,0,19,0,6,6,12,8,7,0,0,0,46,0,3,9,8,3,0,3,0,0,23,0,4,5,5,3,6,0,0,0,30,0,0,0,0,0,0,0,0,0,7,3,3,5,11,8,4,0,0,0,30,3,9,10,14,9,0,3,0,0,41
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,18,0,0,5,4,8,6,4,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,18,11,12,3,0,0,0,43,0,0,3,0,0,3,0,0,0,13,3,0,4,10,3,3,0,0,0,22,3,4,5,0,0,0,0,0,0,21,0,0,4,5,10,4,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,7,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,3,7,8,0,3,3,0,0,24,0,0,0,3,0,3,0,0,0,6,0,0,8,10,0,5,0,0,0,25,0,0,3,0,3,3,0,0,0,9,0,0,3,3,0,0,0,0,0,15,0,3,0,0,3,3,0,0,0,10,0,0,3,0,3,0,0,0,0,7,0,3,8,3,8,9,0,0,0,25
SSC50035,0,0,0,0,0,3,0,0,0,8,0,0,16,34,61,20,0,0,0,136,3,4,15,18,44,18,6,6,0,115,0,0,4,3,5,3,0,0,0,19,8,20,33,48,51,25,10,0,0,192,0,4,8,14,17,13,3,0,0,58,7,15,17,15,25,14,4,0,0,103,24,17,11,11,9,9,3,0,0,79,4,0,12,13,25,12,9,0,0,73,0,0,6,0,8,0,0,0,0,11,0,0,7,18,20,11,5,0,0,51,0,5,11,14,15,16,3,3,0,71,4,13,20,34,54,39,12,3,0,173,0,3,9,3,4,7,3,0,0,36,0,3,6,15,25,13,5,0,0,75,4,6,17,16,13,21,10,0,0,88,3,8,17,22,24,19,4,0,0,99,6,3,10,8,4,4,3,0,0,32,0,4,4,4,10,4,3,0,0,33,6,5,12,19,25,11,6,4,0,90
SSC50036,0,7,4,7,5,3,0,0,0,18,0,8,36,73,46,17,0,0,0,179,3,12,40,74,64,20,8,0,0,229,0,4,15,14,13,3,3,0,0,49,22,46,86,120,87,37,4,0,0,399,4,5,16,29,38,6,3,0,0,99,34,30,28,31,37,16,3,0,0,177,55,17,23,18,18,0,0,0,0,131,4,10,17,42,53,27,3,0,0,150,0,5,3,13,3,0,3,0,0,25,0,0,13,21,15,5,0,0,0,61,0,0,3,7,11,0,3,0,0,32,0,7,48,62,30,8,5,0,0,155,0,0,17,20,12,8,3,0,0,64,0,9,30,47,50,17,3,0,0,159,3,4,16,23,30,9,7,0,0,98,0,9,21,38,32,14,3,0,0,123,7,3,5,9,3,0,0,0,0,27,3,4,16,22,21,5,0,0,0,75,6,10,26,53,37,10,3,0,0,140
SSC50037,0,0,4,5,0,0,0,0,0,7,0,5,48,66,28,6,0,0,0,148,4,8,44,49,25,8,0,0,0,144,0,0,11,9,9,0,0,0,0,32,6,23,87,92,54,18,5,0,0,276,0,3,22,19,11,7,0,0,0,60,14,17,31,31,11,11,3,0,0,118,23,9,18,14,8,0,0,0,0,80,0,3,25,32,16,14,0,0,0,99,0,0,12,9,0,0,0,0,0,27,0,5,12,30,10,0,0,0,0,55,0,0,3,12,0,0,0,0,0,22,0,5,44,53,13,3,0,0,0,127,0,3,3,17,10,3,0,0,0,35,0,10,22,43,19,8,4,0,0,110,0,7,21,28,9,3,3,0,0,66,0,4,28,30,12,9,3,0,0,82,5,0,6,5,3,0,0,0,0,22,5,8,23,20,10,6,0,0,0,61,3,3,19,29,20,9,0,0,0,86
SSC50038,3,0,6,6,3,3,0,0,0,29,0,0,4,0,4,4,0,0,0,13,0,0,0,5,7,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,15,5,0,0,47,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,12,0,0,0,27,9,0,5,6,4,9,5,0,0,33,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,0,0,0,15,0,0,0,0,8,6,0,0,0,19,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,7
SSC50039,0,4,17,18,17,17,3,4,0,85,0,22,145,157,117,50,3,0,0,496,14,43,149,155,130,69,6,0,0,574,0,5,29,38,29,26,0,0,0,127,33,56,155,143,112,67,13,0,0,578,0,4,22,22,16,9,0,0,0,76,37,46,66,38,45,31,8,0,0,265,53,21,15,9,10,4,5,0,0,118,0,12,28,45,53,35,23,0,0,193,3,3,4,7,3,0,0,0,0,17,0,0,9,9,11,0,0,0,0,26,0,4,3,3,5,5,4,0,0,24,0,5,21,25,25,11,3,0,0,95,3,6,15,15,10,4,7,4,0,59,5,10,21,36,39,30,3,0,0,147,4,3,22,19,22,34,9,0,0,114,0,4,10,17,17,26,0,0,0,78,3,0,7,0,4,11,0,0,0,28,11,12,26,26,22,10,3,0,0,110,11,7,29,39,34,28,9,0,0,149
SSC50040,0,0,0,3,4,3,0,0,0,15,3,9,104,85,73,18,3,0,0,299,12,17,70,67,38,26,6,0,0,230,0,0,12,12,8,5,0,0,0,47,16,49,147,113,61,24,8,0,0,423,0,11,32,41,24,10,3,0,0,128,19,55,77,55,33,9,7,0,0,253,34,21,44,29,3,3,0,0,0,139,3,21,82,77,59,23,6,0,0,276,0,3,11,14,3,0,0,0,0,34,0,3,10,19,10,0,0,0,0,49,0,3,13,16,8,0,0,0,0,38,0,8,49,31,25,9,3,0,0,119,0,12,22,18,5,3,0,0,0,70,0,10,60,73,52,14,7,0,0,209,4,3,24,22,20,9,0,0,0,82,0,4,25,22,15,10,0,0,0,69,0,0,18,4,3,7,0,0,0,31,6,8,46,30,12,4,3,0,0,114,9,19,33,35,19,4,3,0,0,117
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,3,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,0,9,7,17,13,9,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50049,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,0,0,0,0,0,3,0,4,0,0,6,9,7,3,0,0,0,35,0,0,6,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,3,6,11,9,6,3,0,0,48,0,0,0,6,0,8,0,0,0,12,0,3,5,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,14,0,0,4,5,6,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,10,0,0,0,26,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,15,0,4,0,3,4,4,3,0,0,19
SSC50052,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC50053,3,3,3,3,7,0,4,0,0,18,0,0,42,40,12,7,3,0,0,115,3,8,47,38,37,21,7,0,0,168,0,0,9,10,7,5,0,0,0,28,12,48,185,104,84,50,18,5,0,500,0,8,17,24,17,6,0,0,0,78,24,48,54,36,34,15,0,0,0,223,25,36,61,23,9,8,3,0,0,173,0,6,51,34,28,33,4,0,0,165,0,0,11,9,9,0,0,0,0,34,0,0,23,15,8,7,3,0,0,52,0,0,8,10,5,4,0,0,0,28,0,13,80,69,28,6,7,0,0,210,0,7,17,10,18,8,3,0,0,68,0,12,30,35,34,35,3,0,0,151,4,5,31,23,26,23,3,0,0,112,0,3,24,24,18,18,0,0,0,91,3,6,15,7,9,5,0,0,0,52,4,11,41,12,23,13,4,0,0,113,0,17,42,31,34,18,9,0,0,156
SSC50054,3,11,8,19,14,9,5,3,0,69,3,35,328,289,194,65,4,0,0,919,17,72,237,218,181,96,8,0,0,830,4,12,52,44,45,13,0,0,0,171,59,185,509,379,247,97,15,0,0,1490,4,29,82,74,60,26,6,0,0,283,77,101,132,103,63,30,5,0,0,511,122,37,67,43,25,11,4,0,0,308,9,35,145,119,129,77,9,0,0,521,6,9,21,7,17,4,0,0,0,68,0,3,39,29,20,6,3,0,0,99,0,12,23,21,31,15,4,0,0,98,5,13,133,107,76,27,8,0,0,372,3,19,43,46,41,19,11,0,0,177,4,72,248,209,166,61,7,0,0,766,10,10,49,58,38,32,6,0,0,205,4,10,47,72,40,25,8,0,0,202,8,14,24,15,11,5,3,0,0,72,14,39,91,73,48,34,8,0,0,307,12,38,119,100,66,36,7,0,0,384
