SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,13
SSC50803,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,10,6,3,3,0,32
SSC50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14
SSC50805,0,0,0,8,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,0,0,21
SSC50806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,3,0,0,3,0,0,10
SSC50807,3,0,9,6,13,10,3,0,0,39,0,3,7,6,12,7,0,0,0,33,0,0,0,11,9,3,0,0,0,25,0,0,0,4,3,0,0,0,0,11,0,3,6,7,16,10,0,0,0,39,0,0,3,6,12,4,0,0,0,19,12,3,7,13,9,21,12,4,0,82,52,23,57,89,127,90,65,26,0,542
SSC50808,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,11,3,3,5,0,0,0,24,0,3,16,10,7,11,0,0,0,48
SSC50809,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,10,0,0,3,4,0,6,0,0,0,16,0,0,3,3,3,0,0,0,0,9,0,0,5,6,3,3,0,0,0,16,0,0,21,20,12,12,0,0,0,61
SSC50810,0,9,8,8,12,9,15,0,0,59,0,0,6,8,3,4,0,0,0,27,0,0,4,8,3,6,3,0,0,17,0,0,3,3,6,5,0,0,0,19,0,0,7,4,6,0,3,0,0,23,0,0,0,0,0,3,4,0,0,7,6,0,6,15,3,7,5,5,3,51,27,19,76,76,68,70,55,40,10,433
SSC50811,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,20
SSC50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SSC50813,0,0,0,3,5,6,3,0,0,12,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,5,0,0,7,5,4,8,14,21,14,13,0,0,76
SSC50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,16
SSC50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,10,0,0,0,3,3,5,9,0,0,20
SSC50816,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,3,7,0,0,0,0,19
SSC50817,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,3,12,14,5,8,3,0,0,48
SSC50818,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,3,0,8,0,0,0,0,7
SSC50819,0,28,106,61,46,32,11,3,0,296,0,19,65,62,46,21,4,0,0,217,4,7,72,48,32,11,0,0,0,185,0,3,52,44,40,8,0,0,0,151,0,12,84,73,53,25,3,0,0,249,0,4,34,32,30,3,0,0,0,100,19,23,72,57,40,25,22,12,5,272,280,330,908,677,501,316,356,144,14,3517
SSC50820,0,14,34,27,19,13,3,0,0,108,0,10,27,33,17,8,4,0,0,99,0,17,32,32,36,14,3,0,0,134,0,6,28,18,25,16,0,3,0,101,0,6,58,75,56,37,3,3,0,244,0,0,21,33,31,15,3,0,0,97,11,10,33,20,19,17,6,3,0,121,106,118,353,340,295,198,90,61,8,1568
SSC50821,0,3,13,0,5,12,9,3,0,52,0,3,4,6,3,3,3,0,0,19,0,0,3,0,9,6,0,0,0,21,0,0,4,3,3,5,0,0,0,19,0,0,4,5,6,0,0,0,0,20,0,0,0,8,3,3,8,5,0,27,5,3,6,11,13,18,17,11,5,79,28,33,96,65,85,124,128,61,11,634
SSC50822,0,80,294,227,201,92,22,3,0,930,0,39,245,161,151,75,14,0,0,690,0,16,216,163,164,73,6,0,0,640,0,3,150,125,119,49,10,0,0,457,0,8,186,242,209,80,6,4,0,730,0,3,61,99,67,31,4,0,0,268,68,50,104,101,105,61,31,24,0,535,946,840,2170,1945,1755,974,447,204,26,9312
SSC50823,0,3,0,3,3,7,0,0,0,14,0,0,3,3,4,0,0,0,0,16,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,9,7,0,17,10,12,26,18,33,34,54,39,0,219
SSC50824,3,33,137,99,83,41,18,4,0,421,0,10,66,72,60,26,5,0,0,243,0,3,45,41,23,25,6,0,0,144,0,0,23,36,19,10,3,0,0,91,0,0,26,32,27,10,3,0,0,94,0,4,8,8,6,4,0,0,0,25,20,18,75,45,38,34,31,15,4,286,364,437,1048,820,651,538,433,183,55,4524
SSC50825,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,4,6,11,6,11,0,0,43
SSC50826,0,17,80,41,53,34,20,10,3,259,0,9,53,37,32,32,7,0,0,170,0,6,30,46,25,23,0,3,0,131,0,0,30,24,36,21,0,0,0,114,0,3,51,83,75,39,5,0,0,250,0,0,18,62,55,23,4,0,0,158,9,16,57,42,19,15,13,18,7,193,185,275,616,507,459,366,189,124,73,2787
SSC50827,0,4,4,11,0,9,0,0,0,32,0,5,9,10,6,15,0,0,0,46,0,4,18,8,19,9,0,0,0,59,0,6,16,7,20,5,0,0,0,60,0,3,55,21,47,22,5,0,0,152,0,0,8,7,12,9,3,0,0,45,3,16,67,34,27,34,8,3,0,179,19,59,215,118,162,130,36,17,0,766
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SSC50829,0,16,59,38,61,27,12,0,0,211,0,0,56,33,36,16,0,0,0,150,0,4,39,28,19,14,0,0,0,106,0,3,25,23,20,11,0,0,0,73,0,0,25,26,29,19,3,0,0,97,0,3,8,7,12,3,0,0,0,35,27,13,61,44,34,16,22,5,0,218,242,232,563,459,430,270,163,45,0,2404
SSC50830,0,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,8,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,9,7,9,9,6,0,33,8,7,20,34,31,46,48,21,8,206
SSC50831,0,21,106,43,39,24,9,5,0,242,0,18,117,42,26,13,10,0,0,232,0,8,127,39,23,18,6,3,0,214,0,0,85,38,13,22,4,0,0,164,0,5,126,89,64,34,8,0,0,327,0,0,53,85,50,32,3,3,0,225,54,34,79,32,31,15,20,3,8,275,149,265,964,506,333,258,174,87,60,2795
SSC50832,0,0,3,0,0,10,0,0,0,18,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,9,0,0,0,0,6,4,0,0,0,15,0,0,0,0,3,0,3,0,0,7,0,0,3,8,3,14,3,3,0,40,16,11,28,34,48,99,48,14,3,296
SSC50833,3,79,154,108,141,161,64,5,3,720,0,35,108,84,120,144,49,0,0,548,0,15,107,109,130,145,29,0,0,535,0,6,93,85,115,111,24,5,0,432,0,5,97,231,230,220,42,0,0,837,0,7,33,119,169,130,11,7,0,481,27,35,58,58,57,58,37,17,13,351,778,781,1189,1291,1513,1882,1004,356,147,8926
SSC50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50835,0,0,3,8,4,7,0,0,0,25,0,0,9,11,3,4,6,0,0,27,0,3,9,4,10,4,0,0,0,32,0,0,18,9,11,3,0,0,0,38,0,0,30,20,23,9,3,0,0,93,0,0,3,10,8,0,0,0,0,23,3,9,50,31,30,11,3,0,0,145,9,18,152,113,105,48,19,0,0,468
SSC50836,0,3,4,3,3,3,0,0,0,17,0,0,0,0,7,0,3,0,0,5,0,0,3,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,15,9,9,32,20,27,15,27,6,0,152
SSC50837,0,0,10,3,7,6,0,0,0,27,3,5,10,3,12,3,4,0,0,33,0,0,12,10,8,6,0,0,0,40,0,6,17,12,3,4,0,0,0,48,0,3,31,21,16,9,3,0,0,80,0,0,15,15,3,9,0,0,0,46,8,16,51,28,25,19,14,6,3,159,27,56,185,124,119,81,45,14,5,666
SSC50838,4,9,22,22,39,43,26,0,0,165,0,6,16,19,44,40,9,0,0,131,0,5,16,20,45,48,9,3,0,147,0,0,12,22,47,31,3,0,0,113,0,3,22,48,88,37,7,0,0,210,0,0,6,21,28,31,8,0,0,92,19,4,14,26,44,26,28,8,0,163,224,117,194,318,571,548,332,94,10,2406
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,0,47,73,98,120,104,67,17,3,533,0,12,71,74,107,100,41,9,0,408,0,4,51,75,102,70,25,0,0,333,0,3,34,64,107,81,18,4,0,306,0,7,55,138,188,101,23,7,0,513,0,0,25,79,105,62,13,0,0,298,45,25,37,48,61,69,62,46,48,442,786,401,618,970,1265,1078,955,471,191,6738
SSC50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,9,7,4,0,27
SSC50842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,8
SSC50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,0,5,12,5,12,7,0,3,49
SSC50844,0,3,22,18,24,25,3,6,0,99,0,5,5,10,26,19,5,8,0,72,0,0,9,18,20,12,6,0,0,70,0,3,3,12,21,20,7,0,0,58,0,0,11,15,20,22,0,0,0,71,0,0,3,9,4,7,0,0,0,24,10,4,5,6,18,11,18,12,0,69,89,53,127,167,227,232,202,102,15,1204
SSC50845,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,13
SSC50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5
SSC50847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SSC50848,0,5,71,65,54,27,11,3,0,242,0,4,46,30,22,20,6,0,0,131,0,0,19,21,21,4,3,0,0,71,0,0,14,18,13,8,0,0,0,48,0,0,5,21,13,3,0,0,0,47,0,0,3,3,3,4,0,0,0,10,37,30,42,57,51,35,27,26,8,315,243,239,500,509,444,372,309,126,28,2783
SSC50849,0,4,20,25,23,7,4,4,0,82,3,3,4,7,8,0,0,0,0,25,0,0,5,3,12,4,0,0,0,20,0,0,0,3,0,4,0,0,0,7,0,0,6,0,6,3,0,0,0,15,3,0,0,3,0,0,0,0,0,10,9,12,21,18,9,15,27,6,3,127,96,88,170,160,164,129,139,53,21,1014
SSC50850,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,3,0,0,13
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,6,4,0,10,3,12,5,0,0,0,28
SSC50853,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,7,4,14,24,37,20,3,0,111
SSC50854,0,0,23,38,51,31,8,0,0,155,0,0,20,26,35,28,6,3,0,108,0,0,11,32,28,15,3,0,0,88,0,0,0,20,21,12,3,0,0,60,0,0,9,34,61,23,0,0,0,129,0,0,9,25,30,14,0,0,0,75,13,12,26,29,47,28,7,3,0,165,170,73,176,325,408,284,169,53,3,1661
SSC50855,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,5,3,0,7,0,23
SSC50856,0,17,13,18,27,29,12,3,0,115,0,0,18,15,17,23,3,0,0,78,0,0,10,20,21,22,3,0,0,77,0,0,13,14,25,19,0,0,0,66,0,0,3,7,29,24,0,0,0,68,0,0,4,15,14,3,3,0,0,41,13,11,17,14,26,21,13,11,6,131,134,69,165,188,274,292,210,90,31,1457
SSC50857,0,0,0,0,3,8,3,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,3,0,4,21,9,3,12,14,25,52,17,3,4,133
SSC50858,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,3,5,0,3,0,0,19,6,3,5,20,21,14,11,3,0,85
SSC50859,0,0,3,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,6,0,6,16,9,14,8,3,0,0,55
SSC50860,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,11
SSC50861,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,3,3,7,3,3,0,0,0,17,4,10,10,9,10,8,0,0,0,55
SSC50862,0,9,76,56,47,31,9,3,3,226,0,8,55,41,25,22,0,0,0,160,0,3,47,34,25,23,3,0,0,137,0,3,29,28,15,12,3,0,0,94,0,0,35,28,25,17,0,0,0,104,0,0,4,8,3,5,0,0,0,26,19,20,64,35,36,34,16,25,10,253,198,243,658,478,369,363,257,176,69,2808
SSC50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,5,0,4,6,7,0,14,3,0,31
SSC50864,0,58,256,232,162,131,30,4,10,884,0,16,151,135,110,54,17,0,0,483,0,6,90,111,80,34,8,0,0,336,0,5,52,56,35,27,8,0,0,189,0,4,46,57,39,22,9,0,0,185,0,0,22,29,14,13,6,0,0,87,72,69,119,123,102,105,71,65,40,770,700,814,1926,1639,1280,1105,848,500,206,9026
SSC50865,3,27,104,109,82,71,29,3,8,433,0,22,90,78,81,56,11,3,0,350,0,9,94,87,66,38,5,3,0,304,0,3,38,79,45,25,3,0,0,195,0,0,78,157,105,52,9,0,0,403,0,0,12,75,43,22,5,3,0,165,25,20,40,61,32,27,42,37,44,337,371,324,820,1050,756,547,436,319,129,4750
SSC50866,3,11,32,28,37,29,3,0,0,146,0,12,30,36,26,24,3,0,0,127,0,3,24,28,49,15,0,0,0,122,0,4,21,37,37,16,4,0,0,115,0,0,45,53,58,31,0,0,0,187,0,0,16,50,41,13,3,0,0,122,18,12,22,36,22,20,9,0,7,141,232,146,328,429,415,326,155,69,25,2112
SSC50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,6,0,0,3,0,0,0,17
SSC50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,11,3,4,0,0,21
SSC50870,0,3,3,8,9,12,6,3,0,56,0,0,7,3,9,9,4,0,0,32,0,0,9,4,14,17,0,0,0,49,0,0,4,4,11,5,0,0,0,29,0,0,3,9,18,19,0,0,0,53,0,0,0,4,16,12,0,0,0,33,15,7,16,10,25,29,24,6,0,127,70,43,76,81,161,164,106,41,11,747
SSC50871,0,3,15,9,19,5,7,0,0,54,0,4,3,9,14,8,0,0,0,41,0,0,8,11,6,7,0,0,0,37,0,0,5,11,4,10,0,0,0,29,0,0,9,9,12,3,0,0,0,32,0,0,0,3,0,3,0,0,0,11,6,8,11,14,12,10,10,0,3,68,47,54,102,122,135,103,62,35,12,666
SSC50872,4,27,66,71,76,65,26,4,3,348,0,17,49,40,67,50,15,0,0,238,0,8,53,57,52,42,13,3,0,247,0,0,26,34,48,31,8,4,0,160,0,7,39,58,59,65,10,0,0,244,0,3,18,35,35,38,3,4,0,142,21,15,40,20,35,34,35,10,0,216,288,281,526,565,660,628,426,206,54,3642
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50874,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,3,7,11,15,4,0,45
SSC50875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
SSC50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,7,0,0,7,0,0,6,3,3,9,13,0,0,34
SSC50877,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,3,4,0,0,26
