SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,3,3,0,0,0,10,5,17
SSC51274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,15,10,30
SSC51275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16
SSC51276,4,12,17,73,63,137,0,0,0,0,0,0,4,3,7,807,649,1452,64,59,122,9,3,11,9,0,9,16,3,21,22,3,31,22,16,38,1032,813,1847,3,11,15,0,0,0,0,0,0,10,3,15,0,0,0,0,0,0,9,17,34,0,0,0,0,0,0,6,13,17,4,8,16,0,0,3,8,19,29,12,3,12,29,43,75,0,3,3,0,0,3,0,0,0,4,3,7,14,28,46,86,116,205,21,8,27,1190,1023,2205
SSC51277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,7,3,12,0,0,0,27,23,43
SSC51278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,55,4,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,3,5,38,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,12,10,15,4,3,9,0,0,0,58,46,106
SSC51279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,4,0,0,3,15,14,24
SSC51280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,9,6,15
SSC51282,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,42,37,78,3,3,7,3,0,3,0,3,3,0,0,0,3,0,3,3,0,4,54,47,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,7,6,0,0,3,58,58,112
SSC51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,29,40,68,23,13,33,0,0,0,0,0,3,7,0,7,702,527,1225,50,47,99,18,0,17,13,0,9,4,3,7,25,3,27,7,12,19,873,644,1521,25,24,45,0,0,0,0,0,0,16,20,30,0,0,4,0,0,5,39,41,82,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,9,8,3,9,54,52,106,4,6,14,0,0,0,0,0,0,7,6,13,15,34,51,85,135,223,17,12,32,1055,879,1933
SSC51286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,6,0,0,0,29,25,51
SSC51287,17,19,39,36,24,59,0,0,0,0,0,0,3,0,3,886,741,1626,46,67,113,6,0,6,12,0,7,28,7,38,21,9,33,8,22,28,1069,886,1948,53,39,96,0,0,0,0,0,0,21,13,30,0,3,3,0,0,0,72,56,127,0,0,0,0,0,0,3,3,6,8,3,5,0,0,0,11,8,19,7,3,15,94,65,155,9,11,23,0,0,0,0,0,5,9,12,23,38,57,93,113,145,256,10,10,18,1332,1166,2501
SSC51288,35,30,69,260,264,522,0,0,0,0,0,0,16,7,25,1850,1349,3200,90,155,252,17,0,17,35,3,42,57,7,69,54,17,72,45,32,78,2469,1872,4345,26,31,53,0,0,0,0,0,0,7,9,19,3,5,6,0,0,0,33,45,82,0,0,0,0,0,0,10,3,13,3,4,13,6,3,8,25,15,40,18,14,40,77,77,153,8,12,18,3,6,4,0,0,5,9,18,31,66,55,120,214,231,449,27,21,52,2875,2268,5146
SSC51289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,116,220,4,5,13,8,0,10,0,3,4,0,0,0,6,0,4,0,0,0,123,129,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,30,19,13,35,0,3,3,156,160,323
SSC51290,65,90,155,109,43,151,3,0,3,0,0,0,8,7,12,1942,1684,3626,142,147,287,36,0,36,24,8,26,37,17,52,104,27,129,53,86,138,2524,2097,4620,34,39,81,0,0,0,0,0,0,19,32,48,3,5,13,3,0,7,67,80,143,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,3,9,11,24,7,36,98,91,188,16,21,41,0,0,0,0,0,0,16,21,40,54,79,124,305,362,663,38,35,71,3025,2686,5707
SSC51291,0,0,0,33,9,38,0,0,0,0,0,0,0,0,0,17,0,16,9,0,8,3,0,3,0,0,0,0,0,0,10,0,11,4,6,12,74,17,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,87,22,111
SSC51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17,0,3,3,0,0,0,16,18,34
SSC51294,0,0,0,8,6,11,0,0,0,0,0,0,0,0,0,47,41,89,9,15,24,0,0,0,0,0,0,0,0,0,0,0,3,18,20,39,85,78,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,3,3,90,88,174
SSC51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,57,121,3,3,4,0,0,0,0,3,4,0,0,0,3,4,7,10,17,27,83,84,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,18,12,11,29,3,0,3,111,106,220
SSC51296,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,145,128,270,19,9,21,8,0,8,0,0,0,0,0,0,0,0,3,0,4,3,179,142,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,16,32,31,33,59,7,3,9,228,202,428
SSC51297,37,23,58,28,9,33,0,0,0,0,0,0,0,0,0,1150,1057,2207,67,76,135,34,3,37,19,0,25,9,5,14,36,7,47,20,14,29,1402,1189,2587,9,14,27,0,0,0,0,0,0,26,31,54,3,5,11,0,0,0,37,48,91,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,16,3,19,57,57,113,4,14,18,0,0,0,0,0,0,7,14,17,88,114,202,168,222,393,20,12,34,1747,1599,3339
SSC51298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,41,38,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,5,10,15,4,0,4,60,55,113
SSC51299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,23,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,21,7,16,21,0,0,0,46,44,90
SSC51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC51301,28,13,44,14,8,18,0,0,0,0,0,0,3,0,3,437,378,807,33,42,77,7,0,7,4,0,4,17,5,22,10,3,9,8,12,20,549,466,1014,22,18,39,0,0,0,0,0,0,9,5,12,0,0,0,3,0,3,31,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,40,30,64,10,4,10,0,0,0,0,0,0,10,4,10,49,56,105,67,87,151,3,3,6,716,637,1355
SSC51302,0,0,0,43,3,51,0,0,0,0,0,0,0,0,0,27,0,27,18,4,19,0,0,0,0,0,0,0,0,0,17,0,22,4,7,13,113,15,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7,119,18,131
SSC51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,25,0,3,5,27,11,40,47,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,53,25,85
SSC51304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,29,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,29,20,46
SSC51305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,78,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,37,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,5,7,7,0,0,0,50,50,102
SSC51306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,3,5,0,0,0,15,9,22
SSC51307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,14,33
SSC51308,44,48,90,53,16,67,0,0,0,0,0,0,0,0,0,1036,918,1955,73,47,119,20,0,20,12,0,12,14,3,21,48,8,56,26,16,37,1321,1061,2383,17,16,33,0,0,0,0,0,0,17,28,43,5,4,3,3,0,6,34,45,81,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,7,21,3,25,57,49,113,11,8,24,0,0,0,0,0,0,11,8,24,36,64,98,193,202,393,18,21,32,1637,1404,3041
SSC51309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,33,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,5,4,15,37,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,28,0,3,7,3,0,3,55,38,91
SSC51310,28,4,34,29,20,47,0,0,0,0,0,0,0,0,0,371,352,719,26,36,60,7,0,7,9,0,9,21,4,21,9,3,16,16,5,23,498,429,931,7,3,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,3,14,0,0,0,0,0,0,3,4,6,0,0,0,3,0,3,3,4,10,4,5,3,15,10,27,0,3,3,0,0,0,0,0,0,0,3,3,32,37,62,41,63,105,10,3,15,598,543,1141
SSC51311,7,6,14,18,10,32,0,0,0,0,0,0,3,0,4,318,298,615,18,25,45,7,0,7,3,0,6,0,0,5,8,3,9,4,6,14,387,357,738,12,4,21,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,18,12,27,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,4,3,9,0,3,8,23,23,44,0,3,4,0,0,0,0,0,0,0,3,4,6,14,23,47,71,116,4,3,5,459,476,936
SSC51312,6,8,13,5,0,8,0,0,0,0,0,0,0,0,0,138,130,273,4,11,19,3,0,3,0,0,0,0,0,0,9,0,7,0,7,8,169,157,327,4,4,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,12,6,15,0,5,5,0,0,0,0,0,0,0,5,5,7,6,13,28,26,55,0,0,0,215,204,425
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,13,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,3,3,0,3,25,17,40
SSC51316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,5,0,3,4,17,23,39
SSC51317,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,179,131,318,12,5,15,7,0,7,0,0,0,0,0,3,7,0,9,0,3,4,215,144,362,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,3,0,3,0,0,0,0,0,0,3,0,3,7,25,33,25,27,53,9,3,16,260,211,473
SSC51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,33,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,0,0,3,0,0,0,46,27,70
SSC51319,58,99,161,157,101,255,0,0,0,3,0,4,9,3,13,3018,2931,5950,158,165,320,25,0,25,60,11,73,93,19,110,99,25,129,70,93,164,3756,3445,7201,136,140,276,0,0,0,0,0,0,60,67,126,3,7,17,4,0,4,204,214,421,0,0,0,0,0,0,8,6,12,0,4,3,6,0,6,12,12,25,37,17,57,257,239,500,14,22,41,0,0,0,0,0,5,20,27,44,138,217,357,349,461,806,47,32,77,4569,4423,8991
SSC51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,41,99,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,67,49,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,20,53,14,21,35,0,0,0,118,89,207
SSC51322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,3,3,3,3,3,14,12,29
SSC51323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,12,7,11
SSC51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,0,3,3,0,0,0,24,13,34
SSC51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,13,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,9,26
SSC51326,74,72,152,126,36,160,0,0,0,0,0,0,5,0,5,1978,1781,3754,158,133,291,35,0,35,19,0,26,8,3,10,122,12,138,34,28,65,2560,2074,4628,25,20,41,0,0,0,0,0,0,77,43,119,3,4,9,0,0,0,106,68,174,0,0,0,0,0,0,3,4,7,3,3,6,6,0,5,11,9,13,25,8,31,141,82,221,20,17,35,3,3,4,0,0,0,21,15,40,55,136,186,373,354,727,37,18,53,3184,2672,5860
SSC51327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,67,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,47,32,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,0,0,0,51,46,91
