SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC50780,18,10,32,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,21,31,23,53
SSC50781,88,84,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,31,0,0,0,0,0,0,0,0,0,0,0,0,15,13,31,0,0,0,0,0,0,12,14,27,0,6,4,105,106,211
SSC50782,36,38,72,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,11,14,0,7,7,45,45,98
SSC50783,16,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,20,14,37
SSC50784,23,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,10,19,41,33,68
SSC50785,48,42,93,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,8,4,9,58,53,113
SSC50786,147,140,279,7,11,15,0,0,0,0,0,0,0,0,0,0,0,0,8,17,30,0,0,0,0,0,0,0,0,0,0,0,0,8,17,30,0,0,0,0,0,0,19,29,43,17,15,34,178,180,364
SSC50787,35,38,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,35,43,80
SSC50788,12,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18
SSC50789,28,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,6,11,10,5,11,47,12,54
SSC50790,18,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,14,38
SSC50791,27,21,42,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,6,4,8,3,4,4,34,23,54
SSC50792,1711,1713,3425,258,310,568,19,22,39,20,21,41,29,29,57,4,8,9,107,140,246,3,5,4,18,18,39,0,3,6,0,0,0,206,241,453,45,34,74,12,18,30,525,597,1125,335,319,657,2581,2629,5209
SSC50793,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SSC50794,11,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,29
SSC50795,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,8,16
SSC50796,3,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,6,14,3,17
SSC50797,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6
SSC50798,45,58,102,15,14,30,0,0,0,0,0,0,0,0,0,0,0,0,35,39,75,0,0,0,0,0,0,0,0,0,0,0,0,35,40,78,0,6,5,0,0,0,55,61,114,10,12,25,112,131,241
SSC50799,11,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,18
SSC50800,265,303,564,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,15,27,0,0,0,3,0,0,0,0,0,0,0,0,14,17,29,0,0,0,3,5,6,22,30,50,4,7,12,291,330,620
SSC50801,87,49,134,10,4,12,4,0,7,4,0,3,7,3,9,0,0,0,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,19,8,30,0,0,4,0,3,5,36,16,54,18,15,33,136,80,222
SSC50802,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,8,13
SSC50803,19,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,14,37
SSC50804,3,5,12,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,7,15
SSC50805,13,17,27,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,15,18,32
SSC50806,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,3,0,3,10,4,13
SSC50807,243,241,488,3,3,7,0,0,3,0,0,0,3,3,5,0,0,0,52,36,92,0,0,0,0,0,0,0,0,0,0,0,0,55,43,94,0,0,0,0,3,3,59,54,109,39,46,86,339,333,674
SSC50808,15,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,8,15,6,25,32,15,48
SSC50809,29,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,13,0,10,14,5,16,57,11,61
SSC50810,210,191,397,11,19,24,0,0,0,0,0,0,5,4,10,0,0,3,18,23,41,0,0,0,0,0,0,0,0,0,0,0,0,28,30,56,0,0,3,0,0,0,33,43,81,22,36,59,270,266,539
SSC50811,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,13,10,23
SSC50812,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6,11
SSC50813,43,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,4,4,7,6,3,5,12,54,43,95
SSC50814,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,21
SSC50815,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,11,11,20
SSC50816,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,19
SSC50817,25,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,4,8,35,30,63
SSC50818,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,3,0,7
SSC50819,1640,1764,3407,107,103,210,3,4,6,4,5,9,6,9,15,3,0,8,326,327,652,0,5,5,0,0,0,0,0,0,0,0,0,345,349,696,13,20,30,5,0,8,463,473,939,208,185,389,2316,2420,4736
SSC50820,793,793,1590,63,71,135,3,3,12,5,0,3,0,3,3,0,3,3,70,58,128,0,0,0,0,0,0,0,0,0,0,0,0,80,75,152,7,12,17,3,7,12,150,161,314,84,77,163,1030,1036,2066
SSC50821,263,218,478,18,31,47,0,0,0,0,0,0,0,0,0,0,0,0,32,37,68,0,0,0,0,0,0,0,0,0,0,0,0,32,37,70,4,42,42,0,0,4,57,104,158,45,37,82,358,362,720
SSC50822,4676,4681,9363,187,218,403,7,13,22,4,4,8,0,0,0,0,3,3,661,710,1370,0,0,0,3,0,4,0,0,0,3,0,7,681,733,1416,62,70,129,3,4,7,933,1032,1961,358,315,671,5961,6025,11993
SSC50823,78,93,171,14,7,24,0,0,0,0,0,0,0,0,0,0,0,0,9,14,28,0,0,0,0,0,0,0,0,0,0,0,0,11,14,26,0,5,8,3,0,3,29,30,57,8,4,18,111,137,248
SSC50824,2206,2136,4344,88,89,170,12,5,19,7,7,11,0,3,3,4,0,3,271,231,501,0,0,0,0,0,0,0,0,0,0,0,0,300,246,539,91,71,159,4,0,8,473,403,879,194,175,375,2880,2719,5600
SSC50825,25,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,28,56
SSC50826,1279,1276,2558,51,51,101,4,3,8,0,0,5,3,4,8,0,0,0,168,140,308,0,0,0,0,4,4,0,0,0,0,0,0,178,152,328,33,44,74,3,4,6,262,243,508,139,110,249,1680,1633,3316
SSC50827,351,161,508,15,19,31,0,3,4,3,0,0,3,3,6,3,0,3,59,32,92,0,0,0,0,0,0,0,0,0,0,0,0,75,37,110,3,4,8,0,7,9,92,65,162,145,50,189,586,273,865
SSC50828,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,3,5,10
SSC50829,1245,1271,2515,44,38,78,0,3,3,0,0,0,0,0,0,10,0,5,143,143,288,0,0,0,0,0,0,0,0,0,0,0,0,154,153,302,9,16,27,3,4,8,210,205,420,157,150,309,1618,1623,3243
SSC50830,83,75,151,10,12,18,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,12,7,21,0,0,0,0,0,0,21,16,42,29,19,44,130,111,240
SSC50831,1010,1016,2027,48,32,80,3,6,10,4,12,16,4,4,10,5,0,5,223,271,490,0,0,0,0,0,4,0,0,0,0,0,0,242,290,536,54,52,106,4,3,5,341,382,724,165,196,367,1524,1594,3119
SSC50832,147,116,263,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,18,14,33,0,0,0,0,0,0,0,0,0,0,0,0,18,14,33,0,0,0,0,0,0,25,18,41,19,22,40,190,154,343
SSC50833,4490,4627,9118,96,67,160,12,3,12,7,10,17,3,13,15,3,0,3,344,318,663,0,0,0,0,0,0,3,0,5,0,0,5,381,349,729,64,78,147,4,3,7,544,503,1043,254,234,490,5290,5360,10648
SSC50834,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50835,137,103,242,9,12,19,10,3,12,0,0,3,7,3,6,3,0,7,78,50,130,0,0,0,0,0,0,0,0,0,0,0,0,95,54,155,0,0,0,0,0,0,109,71,179,118,33,149,366,204,569
SSC50836,75,71,145,4,4,6,0,0,0,0,0,0,0,0,3,0,0,0,10,8,23,0,0,0,0,0,0,0,0,0,0,0,0,11,10,27,3,0,3,0,0,0,16,16,36,7,3,11,104,88,194
SSC50837,294,172,467,30,27,58,0,0,0,0,0,0,0,0,0,3,0,3,42,30,67,0,0,0,0,0,0,0,0,0,0,0,0,45,32,79,3,6,9,0,0,0,86,59,143,105,66,167,476,297,774
SSC50838,1255,1193,2443,57,47,105,3,0,4,4,0,3,4,3,8,0,0,0,79,64,143,0,0,0,3,3,3,0,0,0,0,3,3,92,69,167,0,14,14,3,4,7,155,137,290,101,81,182,1509,1408,2916
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,3512,3546,7058,62,69,127,10,6,20,6,4,14,3,6,5,0,0,0,259,308,560,0,0,0,0,0,0,0,0,0,0,0,0,277,328,605,18,29,54,4,6,12,364,433,794,269,235,508,4144,4220,8361
SSC50841,14,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,10,29
SSC50842,14,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,16
SSC50843,26,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,34,31,63
SSC50844,625,608,1233,21,20,40,0,0,0,3,5,9,0,0,0,0,0,0,62,52,116,0,3,3,0,0,0,0,0,0,0,0,0,67,62,121,0,0,0,0,0,0,84,85,167,51,36,86,760,729,1486
SSC50845,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13
SSC50846,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10
SSC50847,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
SSC50848,1330,1315,2645,26,42,61,3,3,3,0,0,0,0,3,7,0,0,0,153,134,293,0,0,0,0,0,0,0,0,0,0,0,0,161,141,302,11,15,30,7,4,10,202,209,405,197,178,372,1726,1697,3427
SSC50849,444,485,932,29,35,61,3,0,3,0,3,3,0,0,5,0,0,0,52,63,114,0,0,0,0,0,0,0,0,0,0,0,0,58,69,122,5,3,11,0,0,3,91,110,195,70,79,152,602,673,1277
SSC50850,9,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,18
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,13,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,19,16,39
SSC50853,49,45,98,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,3,7,10,3,7,6,55,61,120
SSC50854,811,819,1630,11,17,36,0,0,5,0,0,0,0,0,0,0,0,0,118,122,236,0,0,0,0,0,0,0,0,4,0,0,0,119,129,247,3,4,10,0,0,0,140,152,292,98,87,189,1048,1058,2107
SSC50855,14,10,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,16,17,26
SSC50856,745,736,1485,12,8,21,5,8,10,0,0,0,0,0,0,0,0,0,84,74,162,0,0,0,0,0,0,0,0,0,0,0,0,89,84,174,6,3,7,3,0,3,110,94,206,60,71,129,915,904,1817
SSC50857,63,58,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,0,3,3,0,0,0,10,13,22,8,6,15,86,67,155
SSC50858,33,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,0,3,3,11,7,14,11,7,20,50,62,108
SSC50859,30,32,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,8,4,11,3,3,4,40,36,80
SSC50860,10,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16
SSC50861,15,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,3,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,9,3,12,22,7,24,46,21,59
SSC50862,1252,1233,2481,45,44,87,9,4,11,3,3,8,3,0,3,0,0,0,194,195,388,0,0,0,0,0,0,0,0,0,0,0,0,208,204,412,43,51,100,0,0,3,295,305,601,171,135,307,1718,1674,3389
SSC50863,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,4,0,6,23,11,37
SSC50864,4404,4172,8579,174,139,313,9,5,18,11,8,22,9,11,20,9,3,13,521,518,1043,0,0,0,10,6,13,0,0,0,0,0,0,561,559,1117,150,165,318,17,20,32,896,884,1777,447,388,835,5750,5434,11185
SSC50865,2274,2473,4744,83,90,179,0,8,10,0,3,3,8,11,20,3,0,4,304,312,616,0,3,3,0,0,0,0,0,0,0,0,0,321,333,649,40,49,88,0,5,6,448,478,920,166,165,330,2880,3118,6000
SSC50866,966,1029,1997,59,77,140,3,6,9,0,3,3,3,0,3,3,3,7,129,139,269,0,0,0,0,0,5,0,0,0,0,0,0,143,154,292,16,19,34,6,5,5,221,254,468,123,92,221,1309,1372,2688
SSC50867,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,8,12,18
SSC50868,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SSC50869,14,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,18,12,28
SSC50870,345,350,688,3,7,11,0,0,0,4,3,9,0,0,0,0,0,0,10,18,29,0,0,0,0,0,0,0,0,0,0,0,0,17,19,38,0,3,3,3,4,6,27,28,60,75,69,139,448,444,887
SSC50871,309,291,599,14,22,36,0,0,0,0,0,0,0,0,0,0,0,0,46,49,93,0,0,0,0,0,0,0,0,0,0,0,0,48,46,93,0,5,6,0,0,0,62,74,139,45,43,84,417,409,827
SSC50872,1872,1902,3780,28,24,48,0,3,5,3,0,4,0,0,0,4,0,3,151,145,298,0,0,0,0,0,0,0,0,0,0,0,0,160,149,307,16,16,34,9,4,16,215,188,402,136,129,268,2229,2222,4453
SSC50873,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC50874,17,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,6,27,21,45
SSC50875,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,3,6
SSC50876,17,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,20,13,35
SSC50877,11,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,3,0,0,0,8,15,25
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,12,8,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,12,29
SSC50880,16,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,3,0,0,0,12,0,7,9,4,10,32,24,55
SSC50881,2468,2710,5177,184,186,375,8,10,20,5,4,13,17,18,29,3,3,8,530,545,1070,3,0,3,0,3,3,0,0,0,0,0,0,567,579,1149,59,62,113,17,5,20,821,837,1657,459,469,933,3749,4015,7769
SSC50882,1633,1664,3294,153,163,311,3,3,4,4,3,7,0,0,3,4,0,3,108,130,236,0,0,0,0,0,0,0,0,0,0,0,0,122,139,259,16,3,24,5,3,8,291,306,603,172,229,403,2107,2202,4302
SSC50883,12,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,28
SSC50884,1586,1664,3244,30,30,67,0,3,4,4,3,7,0,0,3,6,3,14,225,200,423,0,0,0,0,0,0,0,0,0,0,0,0,240,218,458,26,27,53,4,3,7,302,277,579,132,129,261,2019,2074,4088
SSC50885,65,54,121,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,6,9,12,11,8,15,82,63,152
SSC50886,4231,4387,8620,71,84,154,0,3,8,3,3,4,5,6,13,4,6,9,406,365,777,0,0,0,0,0,0,0,0,0,0,0,0,419,386,808,48,63,104,12,24,38,552,553,1109,355,377,725,5135,5322,10458
SSC50887,25,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,6,0,3,7,28,31,59
SSC50888,148,133,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,52,0,0,0,0,0,0,0,0,0,0,0,0,25,26,52,0,0,0,0,0,0,25,23,52,6,6,14,178,166,342
SSC50889,258,179,437,10,4,14,0,0,0,3,3,5,8,3,6,0,0,0,39,27,71,3,0,3,0,0,0,0,0,0,0,0,0,53,32,84,0,3,5,12,14,35,79,52,135,44,17,60,377,251,627
SSC50890,20,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,37
SSC50891,219,213,436,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,0,0,0,14,15,28,12,7,24,245,232,479
SSC50892,444,55,493,5,0,4,4,0,4,0,0,0,10,0,11,3,0,3,121,16,135,0,0,0,3,0,6,0,0,0,0,0,0,145,19,158,28,0,28,0,0,0,175,19,190,265,19,286,873,95,967
SSC50893,2732,2744,5478,325,342,669,5,12,22,14,9,26,16,5,22,7,4,12,241,270,516,0,3,3,0,3,3,0,0,0,0,0,0,282,312,600,79,92,170,12,4,13,696,755,1448,320,299,618,3747,3796,7548
SSC50894,375,334,707,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,15,38,0,0,0,0,0,0,0,0,0,0,0,0,25,15,38,0,0,0,0,0,0,28,15,45,46,36,78,447,383,832
SSC50895,885,938,1826,20,26,52,3,0,0,0,0,3,0,0,0,0,0,0,91,100,193,0,0,0,0,0,0,0,0,0,0,0,0,92,109,199,14,8,19,0,0,0,134,142,273,87,80,167,1106,1152,2264
