SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC50809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11
SSC50810,11,0,0,0,0,0,0,3,12,7,4,0,0,0,0,0,0,11,10,6,3,0,0,0,0,0,18,10,7,3,7,0,0,0,3,23,0,0,3,3,0,0,0,0,15,3,0,7,3,0,3,0,0,13,0,3,8,3,0,0,0,4,16,7,3,6,3,0,0,0,3,22,0,0,0,5,0,3,0,0,17,0,0,3,6,0,0,0,0,12,0,0,3,8,7,0,0,0,15,0,0,0,0,4,0,0,0,11,0,0,0,3,3,0,4,0,12,0,0,0,0,4,0,0,3,6,0,0,0,3,3,0,3,0,9,40,19,45,44,22,9,13,24,215
SSC50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6
SSC50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50813,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,3,3,0,0,3,30
SSC50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC50816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10
SSC50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,3,0,0,0,19
SSC50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50819,114,3,0,0,0,0,0,15,136,114,28,14,0,0,0,0,12,170,106,50,57,15,3,3,0,17,246,52,48,67,37,14,0,3,15,239,21,26,77,40,10,3,0,10,188,22,23,57,34,11,3,0,5,164,8,16,55,37,11,3,4,13,141,12,14,39,23,12,3,0,5,111,0,15,31,18,4,0,0,6,79,14,6,30,30,14,3,0,9,102,3,6,42,21,18,3,4,10,103,5,9,30,38,6,6,0,3,90,0,0,20,15,9,4,3,4,57,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,5,462,248,525,304,119,30,19,125,1838
SSC50820,49,0,0,0,0,0,0,6,51,40,4,3,0,0,0,0,3,55,38,17,14,3,0,0,0,5,80,27,17,31,10,6,0,0,10,108,13,15,36,14,7,3,0,5,87,5,12,33,23,3,0,3,3,78,16,12,26,23,9,3,0,5,83,4,3,16,15,11,3,0,3,60,3,3,17,15,4,3,0,3,54,3,5,12,4,3,0,0,0,33,3,0,10,4,3,0,0,3,23,3,3,4,7,0,0,0,0,15,0,0,0,6,0,0,0,5,18,0,0,3,9,3,0,4,0,13,0,3,0,0,0,0,0,0,5,204,104,204,130,50,19,14,58,785
SSC50821,11,0,0,0,0,0,0,3,14,11,0,0,0,0,0,0,0,18,28,4,5,0,0,0,0,0,39,10,3,5,0,0,0,0,3,25,4,0,3,3,0,0,0,0,13,0,4,9,0,0,0,0,0,17,3,3,4,4,0,0,0,3,20,4,0,3,5,3,0,0,0,19,6,0,9,7,0,0,0,4,30,3,5,11,6,4,0,0,0,29,4,0,6,13,3,0,0,4,34,3,3,8,8,3,3,0,4,25,0,3,5,7,3,0,0,0,18,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,6,93,30,72,62,25,11,7,30,316
SSC50822,425,0,0,0,0,0,0,45,473,353,29,4,3,0,0,0,42,426,310,94,76,16,3,0,0,26,524,166,159,190,39,13,7,0,22,593,72,87,212,82,36,3,0,16,513,42,64,234,90,29,6,3,21,484,37,55,209,99,21,9,7,20,462,27,48,190,100,30,12,4,23,426,11,33,110,61,29,3,6,10,272,3,29,85,34,18,6,6,9,192,5,8,62,39,17,0,7,3,139,3,11,34,25,8,3,0,3,93,0,5,20,30,10,4,0,5,72,3,0,10,11,8,4,5,3,43,0,0,5,5,4,3,0,0,13,1454,622,1447,635,221,56,47,248,4732
SSC50823,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,4,0,0,0,0,0,9,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,12,3,0,5,0,0,0,0,0,14,0,0,8,6,4,0,0,0,16,0,0,4,4,5,0,0,0,13,0,0,3,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,33,10,39,22,14,3,0,5,119
SSC50824,145,6,0,0,0,0,0,15,165,153,12,9,0,0,0,0,16,188,130,44,22,8,3,3,0,13,234,81,52,53,31,9,9,0,16,251,44,38,58,40,7,4,4,16,209,24,29,56,26,23,3,6,12,179,24,30,50,32,14,9,4,7,172,21,21,58,33,11,7,0,8,158,19,23,46,27,8,0,8,8,139,14,17,48,24,17,12,5,10,142,15,9,47,30,18,3,8,4,145,4,5,26,17,17,0,8,9,88,9,4,16,13,13,4,4,10,63,0,0,3,9,4,3,11,3,34,5,3,9,5,6,4,0,0,32,686,300,492,300,148,61,69,141,2189
SSC50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,18
SSC50826,90,0,0,0,0,0,0,6,96,113,3,0,0,0,0,0,16,135,95,19,3,0,0,0,0,10,136,82,30,34,3,3,0,0,12,169,28,27,52,11,0,0,0,3,127,21,21,46,16,3,0,0,11,123,21,12,45,16,3,0,0,0,96,33,14,44,18,11,0,0,7,127,18,14,35,16,8,6,0,5,100,8,7,34,12,3,4,0,0,71,4,3,26,9,4,5,0,3,55,3,3,13,4,3,0,0,6,35,0,3,11,8,5,3,0,5,40,4,3,11,7,5,0,0,0,28,3,4,11,17,5,0,3,3,45,538,170,359,147,57,16,11,85,1382
SSC50827,7,0,0,0,0,0,0,4,10,11,0,3,0,0,0,0,6,22,16,0,3,3,0,0,0,8,33,12,0,0,3,0,3,0,5,26,9,3,0,0,0,0,0,5,17,10,3,0,0,0,0,5,3,22,4,3,0,3,3,0,0,0,14,10,0,3,7,0,3,0,0,18,0,3,3,9,3,3,0,4,26,0,0,6,7,3,0,0,3,19,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,14,21,30,11,6,9,44,227
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50829,106,5,0,0,0,0,0,18,131,85,16,8,3,0,0,0,12,125,44,22,33,6,5,0,0,14,127,33,26,49,24,11,3,0,19,159,13,13,33,21,3,5,3,8,103,11,20,34,28,17,3,5,6,128,10,9,38,26,4,10,4,7,118,16,11,28,28,16,6,0,10,109,5,5,20,18,15,0,4,4,75,7,6,15,16,3,3,0,3,53,0,5,17,26,4,3,0,0,57,0,0,7,9,0,0,3,3,28,0,0,3,3,5,3,0,0,17,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,331,137,289,204,80,43,34,111,1227
SSC50830,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,5,3,3,0,0,0,13,0,0,7,3,0,0,0,3,7,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,31,10,16,0,0,12,96
SSC50831,57,0,0,0,0,0,0,43,102,120,9,0,0,0,0,0,25,145,226,4,0,0,0,0,0,24,254,156,38,5,3,0,0,0,11,213,61,23,32,6,0,0,0,11,141,47,19,26,6,3,0,0,4,116,50,3,22,3,0,0,0,11,94,19,11,16,12,0,3,0,6,75,25,4,24,4,0,0,0,8,66,14,5,17,8,4,0,0,10,63,15,8,13,13,0,0,0,7,61,3,3,7,7,4,0,0,0,28,7,3,9,12,3,0,3,0,41,3,0,3,3,4,3,3,0,19,5,5,7,8,3,3,3,3,40,813,138,197,104,27,15,6,166,1456
SSC50832,4,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,12,0,0,0,0,3,0,0,0,10,0,3,3,3,0,0,0,0,15,0,0,12,3,0,0,0,3,19,3,6,4,3,0,0,0,7,27,0,0,0,4,3,0,0,0,14,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,14,31,32,20,0,3,16,130
SSC50833,342,0,0,0,0,0,0,29,369,323,6,0,0,0,0,0,28,359,218,24,13,3,0,0,0,16,277,116,74,70,17,3,0,0,21,298,39,51,124,60,8,0,0,16,304,35,46,181,66,23,6,0,11,363,38,46,186,81,15,4,3,14,381,34,48,206,108,34,3,3,10,445,19,47,238,115,46,9,3,14,493,34,42,212,143,31,10,0,6,482,22,25,142,78,27,3,0,6,309,6,9,73,43,14,9,3,8,161,4,6,39,27,24,4,0,3,113,0,4,27,25,12,5,0,3,69,0,13,20,25,17,3,5,4,89,1241,453,1529,794,245,55,27,179,4509
SSC50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50835,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,10,3,3,3,0,0,0,7,27,3,4,3,4,0,0,0,9,26,3,3,4,3,4,0,0,0,19,3,0,9,0,0,0,0,0,15,4,0,3,3,0,0,0,0,15,3,0,3,0,7,0,0,0,12,0,4,3,0,0,0,0,3,11,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,34,21,16,4,0,26,153
SSC50836,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,3,0,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,11,0,0,3,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,25,17,8,3,0,8,74
SSC50837,3,0,0,0,0,0,0,3,10,13,4,5,0,0,0,0,5,23,21,8,0,0,0,0,0,11,38,6,6,3,0,0,0,0,8,22,3,0,0,4,0,0,3,4,15,0,3,0,3,0,5,3,7,18,3,3,5,3,7,0,0,8,30,5,0,7,0,0,3,0,6,24,0,0,3,8,3,0,0,4,27,4,0,0,0,0,0,0,3,11,4,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,26,32,28,18,8,10,61,244
SSC50838,85,0,0,0,0,0,0,7,91,44,0,0,0,0,0,0,3,51,22,13,8,0,0,0,0,3,44,11,8,13,12,0,0,0,0,48,11,3,26,14,10,0,0,4,65,11,15,44,31,9,0,0,5,110,19,11,54,40,11,3,3,9,148,12,8,61,34,16,4,0,9,144,8,7,56,47,23,0,3,7,151,8,10,52,34,13,4,3,8,127,9,7,39,36,10,0,0,9,99,3,6,12,18,8,0,4,0,54,0,0,6,0,0,0,3,5,19,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,9,236,87,379,269,108,17,16,65,1175
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,360,0,0,0,0,0,0,25,387,134,11,3,0,0,0,0,15,166,92,14,15,3,3,0,0,7,129,52,30,46,33,4,0,0,9,175,31,26,81,57,13,3,3,8,221,30,39,125,68,17,3,6,10,290,36,46,146,86,20,3,7,7,354,28,35,142,63,29,7,0,17,323,13,26,102,70,16,17,5,14,269,22,23,116,70,23,3,3,15,269,25,19,109,67,21,6,8,13,263,19,8,85,72,26,6,7,7,233,3,22,34,47,24,6,9,13,148,4,6,25,26,21,3,0,7,86,7,4,36,27,17,10,4,17,117,856,305,1055,686,236,65,52,180,3429
SSC50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10
SSC50842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,8,0,0,0,3,29
SSC50844,33,0,0,0,0,0,0,3,34,18,3,0,0,0,0,0,0,22,15,3,6,3,0,0,0,0,33,8,4,8,7,3,0,0,0,30,5,6,13,10,0,0,0,0,33,4,10,21,9,3,3,0,0,51,4,7,19,12,3,0,0,0,52,4,9,26,9,5,0,0,7,59,6,3,25,13,3,0,0,4,55,14,3,25,9,5,3,3,0,60,7,3,23,14,11,0,0,3,61,6,3,16,14,6,0,0,0,50,3,3,11,4,3,4,0,0,29,0,0,5,3,0,0,0,0,13,3,0,0,3,0,0,0,0,9,128,58,204,120,37,13,6,25,592
SSC50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
