SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC50082,1112,1192,2310,483,260,742,150,341,488,34,32,69,42,37,81,709,668,1378,336,473,806,5.9,5.5,5.9,63.8,56,59.7,60,53.1,56.2,17,19,35,12,33,38,69,135,200,75,139,215,320,169,491,21,39,59,22,39,61,366,248,613,1092,1156,2246,231,242,472,692,719,1410,593,635,1229
SSC50083,5844,6118,11967,2893,1855,4748,797,1552,2351,149,175,322,333,233,562,4170,3814,7983,1311,1855,3169,8,6.1,7,71.4,62.3,66.7,65.7,58.5,62,297,354,652,146,213,357,1073,1387,2456,553,644,1204,1206,514,1724,47,63,111,70,147,220,1323,727,2055,5402,5686,11087,1080,1061,2140,3408,3616,7025,2827,2871,5693
SSC50084,597,593,1194,239,153,384,67,129,197,19,14,32,45,17,59,361,308,675,178,234,408,12.5,5.5,8.7,60.5,51.9,56.5,54.4,49.9,51.3,10,14,19,7,14,29,56,66,120,28,50,80,150,69,222,12,14,24,7,14,17,176,91,264,503,521,1020,133,109,246,297,312,615,311,290,602
SSC50085,59,59,116,40,27,68,0,18,21,3,3,5,3,0,5,52,48,98,8,4,12,5.8,0,5.1,88.1,81.4,84.5,72.9,81.4,81,0,0,0,0,0,0,8,9,17,0,7,8,17,4,21,3,3,6,0,3,3,20,10,30,68,57,121,14,11,26,53,44,97,23,19,41
SSC50086,1983,2131,4112,831,494,1324,275,527,800,70,73,148,112,83,199,1289,1175,2461,565,837,1399,8.7,7.1,8.1,65,55.1,59.8,59.3,51.3,55.3,134,150,287,30,101,136,360,472,829,160,179,342,382,165,544,17,17,30,37,40,70,431,215,646,1843,1960,3801,359,364,723,1228,1281,2506,897,968,1860
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,26,27,52,16,5,23,0,4,9,3,3,3,0,0,0,19,15,35,4,8,16,0,0,0,73.1,55.6,67.3,73.1,44.4,67.3,0,0,3,0,0,0,3,4,9,0,3,3,5,0,4,0,0,0,0,0,0,5,3,7,24,29,53,3,4,5,20,23,41,3,3,10
SSC50089,20,15,38,13,6,20,0,3,3,0,3,5,0,0,0,14,8,24,0,3,3,0,0,0,70,53.3,63.2,65,80,73.7,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,0,0,0,0,0,0,3,4,7,19,13,32,0,0,0,14,16,29,3,0,4
SSC50090,3168,2948,6118,1380,727,2110,461,674,1141,92,86,183,218,171,387,2154,1655,3812,823,1140,1959,10.1,10.3,10.2,68,56.1,62.3,61,50.4,56.1,128,139,270,33,41,74,418,526,943,223,240,463,739,293,1030,19,37,52,38,71,110,800,397,1196,2778,2593,5373,777,698,1474,1769,1655,3423,1628,1480,3112
SSC50091,2119,2309,4421,1068,635,1704,290,588,874,54,82,129,94,84,179,1505,1382,2890,474,770,1246,6.2,6.1,6.2,71,59.9,65.4,66.6,56.5,61.2,107,118,227,43,94,140,418,487,909,192,249,440,393,181,572,16,26,46,21,47,73,433,253,683,2001,2116,4120,387,389,776,1316,1440,2757,956,985,1947
SSC50092,1145,1098,2239,603,266,875,113,314,432,45,39,86,61,25,88,821,647,1473,252,383,634,7.4,3.9,6,71.7,58.9,65.8,66.5,56.4,62.2,27,26,55,16,21,38,93,171,258,106,127,233,400,136,531,15,16,34,19,39,56,428,192,613,1196,1142,2339,131,124,247,776,727,1504,507,496,1008
SSC50093,3652,3638,7298,1605,832,2435,465,903,1367,106,80,189,257,188,442,2438,2004,4440,966,1433,2403,10.5,9.4,10,66.8,55.1,60.8,59.6,49.9,54.7,48,55,106,23,35,55,271,375,649,242,308,549,914,417,1327,44,58,100,54,98,153,1007,575,1581,3662,3647,7308,470,479,947,2724,2725,5445,1209,1222,2432
SSC50094,57,56,114,36,10,44,4,14,21,3,3,3,4,5,5,46,31,80,10,16,27,8.7,16.1,6.3,80.7,55.4,70.2,75.4,48.2,59.6,0,0,0,0,0,0,3,6,4,0,6,6,27,8,32,0,0,0,0,3,5,28,8,33,72,62,139,0,5,10,53,45,104,16,20,37
SSC50095,26,15,38,9,3,11,3,7,10,0,0,0,0,0,0,12,10,19,0,4,9,0,0,0,46.2,66.7,50,46.2,66.7,55.3,0,0,3,0,0,0,3,0,3,3,0,3,3,0,7,0,0,0,0,0,0,3,0,7,15,13,26,3,3,6,9,9,17,10,6,11
SSC50096,11,15,27,7,4,8,0,3,3,3,0,4,0,0,0,4,12,16,3,4,12,0,0,0,36.4,80,59.3,90.9,46.7,55.6,0,0,0,0,0,0,3,3,4,0,0,0,5,3,7,0,0,0,0,0,0,5,3,7,17,19,33,0,0,0,9,10,20,5,5,11
SSC50097,56,57,108,27,13,39,7,11,14,0,3,3,3,0,7,40,27,62,17,25,38,7.5,0,11.3,71.4,47.4,57.4,60.7,47.4,51.9,0,0,3,0,3,3,3,3,12,4,3,9,11,9,19,0,0,0,0,0,0,11,12,22,52,54,105,7,4,6,41,40,74,18,22,39
SSC50098,2773,2921,5694,1611,879,2492,295,874,1170,107,116,220,178,122,300,2185,1993,4179,432,786,1217,8.1,6.1,7.2,78.8,68.2,73.4,72.6,64,68.2,86,88,175,42,64,104,306,500,803,241,320,558,802,371,1181,21,61,81,52,72,117,873,501,1379,2753,2848,5603,607,616,1224,1587,1628,3216,1580,1673,3247
SSC50099,11,10,19,8,3,15,0,0,0,0,0,3,0,0,0,8,6,18,0,0,0,0,0,0,72.7,60,94.7,72.7,30,94.7,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,10,10,17,0,0,0,11,6,19,0,0,0
SSC50100,49,43,89,32,17,47,7,10,21,0,3,3,0,0,0,44,23,65,6,12,20,0,0,0,89.8,53.5,73,79.6,69.8,79.8,0,3,3,0,0,0,3,6,9,0,0,0,13,0,16,0,0,0,0,0,3,11,10,19,35,40,79,19,9,27,24,31,56,24,17,42
SSC50101,64,69,131,26,16,45,12,17,28,4,0,3,3,4,9,44,39,81,17,22,46,6.8,10.3,11.1,68.8,56.5,61.8,65.6,47.8,58,0,0,0,0,0,5,0,4,5,8,3,8,18,6,27,0,3,3,0,3,3,18,17,31,75,78,151,10,0,13,45,50,98,27,27,55
SSC50102,1518,1621,3137,782,463,1245,183,456,647,70,66,139,105,69,173,1139,1061,2203,300,488,783,9.2,6.5,7.9,75,65.5,70.2,68.2,60.8,64.7,31,35,64,14,41,55,151,250,397,109,179,292,503,214,715,13,26,41,22,47,69,530,290,822,1563,1608,3167,215,240,457,1126,1152,2271,562,614,1179
SSC50103,114,117,223,45,23,68,14,25,40,3,3,4,6,4,7,68,58,127,33,52,86,8.8,6.9,5.5,59.6,49.6,57,54.4,43.6,50.2,3,5,10,6,8,13,11,14,30,17,15,29,22,3,21,0,0,0,0,3,3,22,11,32,111,117,222,15,10,30,87,100,188,32,26,66
SSC50104,654,613,1267,278,150,425,86,165,243,24,21,41,58,46,106,434,373,809,158,193,350,13.4,12.3,13.1,66.4,60.8,63.9,59.3,54.8,56,7,8,15,8,16,16,31,63,92,40,52,91,190,95,282,10,13,27,8,16,20,209,122,327,596,574,1167,110,114,221,416,395,809,257,250,505
SSC50105,2987,2792,5780,1326,773,2097,400,570,970,106,79,183,171,129,300,1999,1554,3553,666,987,1650,8.6,8.3,8.4,66.9,55.7,61.5,61.3,50.9,56.2,97,99,199,30,58,81,374,464,838,248,257,508,676,268,951,27,29,55,38,60,93,743,359,1100,2316,2231,4549,710,647,1362,1353,1389,2745,1545,1387,2925
SSC50106,107,84,192,56,22,80,6,21,24,9,3,6,0,0,4,75,45,118,21,36,52,0,0,3.4,70.1,53.6,61.5,66.4,54.8,57.3,0,0,0,0,3,3,3,6,12,3,10,10,11,7,19,0,7,7,3,4,5,14,19,33,89,84,175,19,11,31,62,59,122,40,29,69
SSC50107,86,83,170,43,13,60,10,24,33,6,6,19,3,3,4,61,50,116,15,24,35,4.9,6,3.4,70.9,60.2,68.2,68.6,51.8,65.9,0,0,0,0,0,0,5,6,15,5,12,14,25,8,33,0,3,3,0,4,3,27,12,36,89,84,178,7,4,11,61,55,112,28,35,65
SSC50108,8,6,20,6,3,10,0,3,3,0,0,0,0,0,0,6,3,8,3,5,9,0,0,0,75,50,40,75,100,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,3,5,11,7,18,0,0,0,6,7,12,0,0,0
SSC50109,57,54,114,28,7,31,10,22,35,0,3,3,0,3,4,40,31,72,6,13,23,0,9.7,5.6,70.2,57.4,63.2,66.7,59.3,60.5,0,3,3,0,0,0,3,9,13,7,3,7,10,7,22,0,0,0,0,0,0,10,7,22,61,57,115,4,0,4,48,43,91,12,12,22
SSC50110,2021,1957,3976,989,521,1514,274,531,809,82,61,143,141,105,244,1493,1221,2711,411,642,1048,9.4,8.6,9,73.9,62.4,68.2,66.6,56.9,62,38,38,78,9,26,37,216,278,491,162,156,320,432,230,659,17,38,52,26,64,93,473,327,805,2192,2121,4320,291,304,596,1513,1483,2995,802,805,1607
SSC50111,4014,4045,8060,962,581,1541,737,647,1387,99,92,192,388,271,658,2182,1587,3772,1496,2048,3537,17.8,17.1,17.4,54.4,39.2,46.8,44.8,32.6,38.7,270,197,468,34,67,106,701,667,1372,378,316,701,430,191,622,39,26,67,40,68,102,510,286,790,2479,2656,5138,1412,1094,2510,1134,1375,2504,2633,2221,4860
SSC50112,609,623,1237,260,158,410,78,149,225,37,30,67,27,19,41,397,349,753,144,213,362,6.8,5.4,5.4,65.2,56,60.9,61.6,54.1,56.8,18,13,26,8,22,22,48,98,141,43,46,90,153,54,211,12,9,15,11,16,26,177,80,254,542,562,1100,102,93,191,351,350,701,268,289,556
SSC50113,10,9,25,15,3,12,0,6,6,0,0,0,0,0,0,10,5,19,0,3,3,0,0,0,100,55.6,76,150,100,72,0,0,0,0,0,0,0,4,3,0,3,3,3,3,3,0,0,0,0,0,0,3,0,4,14,9,25,3,3,4,12,10,20,3,3,7
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,2138,2206,4343,1250,632,1882,229,596,827,68,98,165,170,175,345,1715,1498,3220,310,599,906,9.9,11.7,10.7,80.2,67.9,74.1,72.4,60.1,66.2,67,58,124,17,37,49,241,348,587,187,247,436,559,311,869,26,47,74,25,54,80,614,409,1024,2370,2316,4683,502,528,1027,1278,1186,2463,1332,1410,2749
SSC50116,489,504,988,158,71,233,39,96,140,14,9,23,22,11,35,235,192,425,191,247,439,9.4,5.7,8.2,48.1,38.1,43,43.1,34.9,40.1,0,8,7,0,0,0,24,38,64,25,40,65,111,53,165,5,6,8,10,9,20,124,67,196,463,457,917,40,43,83,314,306,615,171,183,361
SSC50117,2363,2526,4890,1158,630,1785,296,707,1009,79,77,161,128,101,232,1668,1517,3180,589,894,1479,7.7,6.7,7.3,70.6,60.1,65,64.9,56,60.4,90,82,173,48,79,125,306,447,746,205,238,449,654,216,872,18,23,47,42,88,128,711,334,1049,2326,2476,4803,280,288,569,1714,1855,3564,871,874,1743
SSC50118,274,292,567,125,60,184,38,80,123,6,4,13,9,6,18,177,152,328,81,125,206,5.1,3.9,5.5,64.6,52.1,57.8,61.7,49.3,56.4,20,14,29,3,8,11,52,63,114,26,32,58,72,24,91,0,8,4,9,16,23,80,40,119,295,282,575,25,22,48,219,223,442,88,86,171
SSC50119,2552,2938,5484,1129,697,1821,364,784,1153,72,86,159,130,109,245,1697,1675,3370,675,1058,1738,7.7,6.5,7.3,66.5,57,61.5,61.3,53.3,57.1,185,149,333,60,142,209,507,693,1206,255,295,550,512,180,693,15,23,43,27,76,107,556,286,838,2406,2623,5032,396,480,879,1582,1739,3323,1139,1322,2462
SSC50120,4,6,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,75,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,8,0,9,0,3,4
SSC50121,102,76,179,25,8,34,17,22,35,8,0,4,3,0,4,50,30,85,37,42,81,6,0,4.7,49,39.5,47.5,49,39.5,40.8,3,0,3,0,8,7,8,12,17,3,5,12,32,7,36,0,0,0,3,4,5,33,10,44,83,61,147,16,15,30,60,49,104,41,30,68
SSC50122,7,5,18,7,0,12,0,3,3,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,100,80,66.7,100,60,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,20,0,0,0,13,3,14,0,3,3
SSC50123,494,514,1013,269,222,488,68,113,184,25,29,55,22,15,37,389,380,769,58,80,138,5.7,3.9,4.8,78.7,73.9,75.9,73.3,70.8,71.8,10,17,23,6,14,14,49,109,165,39,77,116,176,77,258,3,9,10,13,8,27,194,100,296,389,369,753,194,215,408,105,73,180,421,475,895
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,24,28,51,20,3,23,0,13,10,0,3,3,0,3,3,23,19,40,3,4,7,0,15.8,7.5,95.8,67.9,78.4,83.3,67.9,70.6,0,0,0,0,0,0,0,4,8,0,0,0,7,3,9,0,0,0,0,0,0,7,4,9,26,31,60,0,0,0,22,19,39,9,7,19
SSC50126,483,476,956,180,93,274,58,100,160,22,14,36,22,16,33,282,228,507,174,207,381,7.8,7,6.5,58.4,47.9,53,53.8,43.5,49.2,9,3,8,0,8,8,23,34,56,18,45,69,142,55,192,5,14,14,5,8,16,153,75,227,466,463,924,78,88,167,305,307,605,227,212,440
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0
SSC50129,487,488,976,226,82,315,49,141,192,22,29,49,22,17,38,323,270,593,126,182,308,6.8,6.3,6.4,66.3,55.3,60.8,61,51.6,57,3,8,10,0,9,9,19,59,79,39,47,82,178,80,256,11,11,24,17,9,28,198,104,305,486,465,948,102,106,204,282,268,548,270,279,552
SSC50130,36,30,58,25,12,33,0,6,6,0,0,0,0,0,0,25,19,40,0,6,9,0,0,0,69.4,63.3,69,69.4,60,67.2,0,0,0,0,0,0,0,3,3,0,3,3,9,3,14,0,0,0,0,0,0,14,3,15,28,27,56,7,0,6,24,17,42,7,6,11
SSC50131,23,30,61,9,3,11,3,9,19,0,0,0,0,0,0,18,17,34,8,14,23,0,0,0,78.3,56.7,55.7,52.2,40,49.2,0,0,0,0,0,0,3,3,4,5,3,8,4,3,12,0,0,0,0,0,0,5,5,13,35,35,67,0,4,3,19,20,36,17,21,32
SSC50132,532,619,1148,196,128,324,43,133,169,19,12,34,32,16,49,284,294,582,155,221,383,11.3,5.4,8.4,53.4,47.5,50.7,48.5,44.1,45.9,11,6,15,3,10,18,28,74,102,36,63,102,138,59,199,4,10,16,10,13,19,149,84,231,453,532,983,92,118,210,293,346,640,223,258,476
SSC50133,27,28,53,16,4,18,3,17,18,0,0,0,0,0,0,22,18,40,4,5,14,0,0,0,81.5,64.3,75.5,70.4,75,67.9,0,0,0,0,0,0,0,3,3,3,0,6,5,4,11,0,0,0,0,0,0,5,4,11,26,25,51,5,8,13,21,26,44,9,8,19
SSC50134,20,18,37,11,3,16,0,3,3,0,0,0,0,0,0,12,6,23,4,9,14,0,0,0,60,33.3,62.2,55,33.3,51.4,0,0,0,0,0,0,0,3,3,0,3,9,3,0,6,0,0,0,0,0,0,3,3,9,21,23,47,0,0,0,15,18,29,4,5,17
SSC50135,14,11,22,7,5,11,0,5,5,0,0,0,0,0,0,7,9,14,0,3,3,0,0,0,50,81.8,63.6,50,90.9,72.7,0,0,0,0,0,0,0,3,3,0,0,0,4,3,8,0,0,0,0,0,0,4,4,8,19,15,30,0,0,0,15,12,24,0,0,0
SSC50136,29,20,50,15,8,24,3,3,6,0,0,0,0,0,3,20,13,33,6,3,6,0,0,9.1,69,65,66,62.1,55,60,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,0,0,0,0,0,4,0,4,15,17,32,4,3,9,14,9,27,10,8,13
SSC50137,450,459,906,222,99,321,33,105,146,37,25,57,22,19,39,316,250,561,88,172,265,7,7.6,7,70.2,54.5,61.9,64.9,49.9,57.8,9,7,20,3,7,9,34,45,79,20,43,62,131,45,173,3,7,5,3,11,11,136,60,195,415,431,850,118,117,229,218,224,439,263,278,542
SSC50138,12,9,17,3,3,10,0,3,6,0,0,0,0,0,0,7,4,11,0,7,8,0,0,0,58.3,44.4,64.7,25,66.7,94.1,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,3,0,3,6,0,6,8,12,21,0,0,3,6,8,17,4,3,7
SSC50139,15,15,31,9,6,16,0,6,4,0,0,0,3,0,3,15,9,24,0,3,4,20,0,12.5,100,60,77.4,60,80,64.5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,5,18,16,29,3,0,3,16,17,29,3,0,3
SSC50140,68,68,139,30,15,47,12,18,26,3,3,9,5,0,5,48,36,81,17,29,51,10.4,0,6.2,70.6,52.9,58.3,66.2,52.9,59,0,0,0,0,0,0,0,5,6,0,3,7,12,8,21,0,0,0,0,0,0,12,8,21,71,67,137,6,6,9,60,50,106,17,22,38
SSC50141,9,12,21,9,4,12,0,3,3,0,0,0,0,0,0,9,10,18,0,6,6,0,0,0,100,83.3,85.7,100,58.3,71.4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,21,12,33,0,5,3,12,16,28,0,3,4
SSC50142,78,74,155,34,18,55,11,22,28,3,3,6,0,0,0,49,39,95,23,26,53,0,0,0,62.8,52.7,61.3,61.5,58.1,57.4,0,0,0,0,0,0,4,7,15,3,8,11,34,6,43,0,0,0,0,0,3,36,14,44,88,74,160,10,10,23,71,64,137,23,21,42
SSC50143,77,56,134,36,20,52,6,9,14,3,4,4,0,0,0,44,37,81,18,10,21,0,0,0,57.1,66.1,60.4,58.4,58.9,52.2,0,0,0,0,0,0,0,4,11,3,9,13,32,3,36,0,5,5,0,0,4,27,7,38,53,40,99,21,22,39,26,19,44,50,39,87
SSC50144,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0
SSC50145,48,47,99,22,7,34,4,15,20,0,0,0,0,0,0,29,23,55,16,24,38,0,0,0,60.4,48.9,55.6,54.2,46.8,54.5,0,0,0,0,0,0,3,5,13,8,5,13,11,3,13,0,0,0,0,0,0,11,3,13,54,47,103,4,3,6,45,36,81,11,16,23
SSC50146,15,14,30,10,9,17,0,0,0,0,0,3,0,0,0,16,10,25,0,0,0,0,0,0,106.7,71.4,83.3,66.7,64.3,66.7,0,0,0,0,0,0,3,7,6,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,14,12,28,5,6,12,11,10,17,7,6,15
SSC50147,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0
SSC50148,2134,2402,4537,914,499,1416,329,621,956,49,59,111,120,75,202,1420,1256,2678,628,1034,1666,8.5,6,7.5,66.5,52.3,59,60.5,49.1,54.7,195,154,350,59,90,154,545,596,1140,239,273,515,292,157,448,12,25,41,33,46,79,336,232,565,2076,2292,4372,371,374,747,1426,1602,3021,987,1009,1999
SSC50149,4,3,12,5,3,5,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,175,100,41.7,125,100,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,3,4,3,0,4
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,54,52,103,20,6,24,4,9,16,0,0,0,0,0,3,27,16,42,27,26,49,0,0,7.1,50,30.8,40.8,44.4,28.8,38.8,0,0,0,0,0,3,4,7,13,0,3,9,10,0,17,0,0,0,0,0,0,10,5,14,52,45,99,8,11,13,43,40,80,11,8,21
SSC50152,17,14,26,5,5,10,0,0,3,0,3,3,0,0,0,11,8,19,9,3,14,0,0,0,64.7,57.1,73.1,29.4,57.1,61.5,0,0,0,0,0,0,0,0,0,0,6,6,3,3,5,0,0,0,0,0,0,7,3,4,19,22,37,0,0,0,18,16,28,3,0,4
SSC50153,15,8,27,11,8,12,0,0,0,0,0,0,0,0,0,15,6,20,0,4,4,0,0,0,100,75,74.1,73.3,100,44.4,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,10,5,17,0,0,3,8,9,18,0,0,4
SSC50154,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0
SSC50155,27,17,49,17,4,19,3,10,11,0,0,0,0,0,0,16,12,28,4,9,16,0,0,0,59.3,70.6,57.1,74.1,82.4,61.2,0,0,0,0,0,0,0,3,4,0,0,4,4,4,9,0,0,0,0,0,0,4,4,9,22,14,40,10,5,16,11,9,26,19,13,29
SSC50156,15,12,33,11,3,15,0,4,3,0,0,3,0,0,0,14,6,21,4,7,9,0,0,0,93.3,50,63.6,73.3,58.3,63.6,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,14,12,33,0,0,3,12,14,26,3,7,7
SSC50157,43,48,92,17,11,21,10,16,20,0,0,3,3,5,6,21,30,50,11,15,28,14.3,16.7,12,48.8,62.5,54.3,62.8,56.3,47.8,0,0,3,0,0,0,3,11,17,0,7,7,7,3,13,0,0,0,0,0,0,13,4,15,42,44,90,4,7,12,34,30,61,17,21,35
SSC50158,27,24,52,20,7,33,0,3,4,0,0,0,0,0,0,25,14,40,5,8,11,0,0,0,92.6,58.3,76.9,74.1,41.7,71.2,0,0,0,0,0,0,3,4,9,3,4,6,5,3,7,0,0,0,0,0,0,13,3,9,31,19,51,3,0,7,24,16,36,7,4,10
SSC50159,1958,1781,3742,1052,510,1558,157,377,528,82,66,150,92,95,183,1387,1037,2422,335,556,889,6.6,9.2,7.6,70.8,58.2,64.7,65.9,53.5,59.8,15,11,29,4,14,15,57,98,152,57,123,180,610,224,834,21,33,57,24,37,65,657,302,956,1798,1651,3457,368,341,707,1115,993,2112,931,867,1799
SSC50160,15,24,42,10,4,18,0,4,4,0,0,0,0,0,0,12,16,26,0,10,11,0,0,0,80,66.7,61.9,66.7,33.3,52.4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,0,0,4,0,3,21,23,44,0,3,7,10,16,25,9,7,17
SSC50161,374,341,720,102,52,151,39,78,121,16,17,33,26,19,42,184,166,348,177,161,339,14.1,11.4,12.1,49.2,48.7,48.3,42,43.1,42.4,4,5,9,3,4,4,18,39,61,35,50,83,115,36,145,6,3,6,10,19,27,125,50,178,356,308,665,42,42,87,253,218,468,144,137,282
SSC50162,178,185,362,79,26,110,30,71,98,11,5,15,3,4,14,126,114,232,43,67,109,2.4,3.5,6,70.8,61.6,64.1,67.4,55.1,61.6,5,3,7,3,8,11,21,37,56,12,17,29,56,20,75,0,3,3,3,7,10,61,32,91,190,198,392,24,29,51,130,125,253,90,95,182
SSC50163,33,23,59,9,9,23,4,4,11,0,0,0,0,0,0,23,13,34,5,9,15,0,0,0,69.7,56.5,57.6,39.4,56.5,57.6,0,0,0,0,0,0,0,5,3,3,5,9,4,0,4,0,0,0,0,0,0,10,0,10,31,27,65,3,0,4,29,30,62,0,4,3
