SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC50947,125,248,0,0,11,60,6,33,48,199,60,284,4,28,11,26,12,49,32,101,93,389,0,0,0,4,0,0,10,20,8,19,0,3,0,4,13,22,12,27,26,52,0,0,243,680
SSC50948,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC50949,7,9,0,0,0,0,0,0,7,23,7,23,0,0,0,0,0,3,0,3,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,4,6,0,0,19,46
SSC50950,746,1441,25,125,178,781,48,213,455,1812,704,2922,105,429,184,602,227,697,521,1722,1222,4646,3,15,24,69,8,18,52,156,87,258,10,39,37,81,50,106,96,230,185,488,20,40,2171,6619
SSC50951,5,10,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
SSC50952,9,15,0,0,0,0,0,0,5,17,5,17,0,3,0,0,0,0,0,3,3,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,9,37
SSC50953,43,80,0,0,0,0,0,0,13,62,13,62,0,4,3,6,3,16,11,27,26,85,0,0,0,6,0,7,0,3,3,16,0,4,0,0,4,6,9,14,13,32,0,4,76,201
SSC50954,10,17,0,0,0,6,0,0,4,21,5,28,0,0,0,3,0,0,0,3,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45
SSC50955,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50956,4,8,0,0,0,3,0,0,7,21,4,25,0,0,0,3,3,4,3,10,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35
SSC50957,8,15,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,5,3,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24
SSC50958,16,29,0,0,0,0,0,0,3,4,3,4,0,0,0,0,3,10,3,5,4,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,7,0,7,3,4,0,0,26,50
SSC50959,185,363,3,21,18,83,3,15,83,341,112,462,10,45,5,27,30,92,46,164,160,628,0,3,8,24,4,16,22,65,35,110,3,10,3,8,30,60,39,78,77,185,10,19,430,1202
SSC50960,477,975,37,227,133,747,50,236,460,1985,674,3194,67,296,80,285,184,592,329,1169,1006,4365,14,71,38,148,21,72,153,503,223,788,26,84,23,66,169,384,222,529,440,1316,59,132,1979,6784
SSC50961,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,3,0,9,0,0,0,0,0,0,0,0,0,9,0,0,6,21
SSC50962,4,10,0,0,0,0,0,0,3,10,3,10,0,6,0,0,3,6,4,8,6,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,3,5,0,0,16,35
SSC50963,10,12,0,0,4,10,0,0,9,29,9,38,0,0,0,0,4,10,4,10,14,47,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,10,0,0,26,72
SSC50964,14,19,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,14,3,14,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,20,43
SSC50965,32,62,3,9,0,13,0,8,9,39,14,67,0,0,0,0,6,8,6,8,21,73,0,0,0,3,0,0,0,3,3,7,0,0,0,0,3,11,5,14,7,16,0,0,57,151
SSC50966,14,22,0,0,0,7,0,0,3,13,4,13,0,3,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,16,45
SSC50967,0,7,0,0,0,11,0,0,3,6,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22
SSC50968,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,3,36,75
SSC50969,3,7,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
SSC50970,53,107,0,0,8,49,3,8,17,63,30,122,0,3,10,25,10,18,17,50,48,177,0,3,0,0,0,0,3,11,4,18,0,3,5,3,6,15,12,25,14,42,0,0,117,323
SSC50971,9,18,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,0,0,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,29
SSC50972,4,5,0,0,0,0,0,0,4,25,4,25,0,0,0,0,0,4,0,4,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28
SSC50973,25,53,3,11,3,6,0,0,8,19,6,34,3,8,0,0,3,12,5,22,18,55,0,0,3,6,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,8,0,0,47,119
SSC50974,3,14,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,9,29
SSC50975,8,17,0,5,0,0,0,0,0,3,3,12,0,0,0,0,0,5,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30
SSC50976,4,6,0,0,0,0,0,0,5,14,5,14,0,0,0,0,0,3,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
SSC50977,25,46,0,0,7,31,0,7,15,49,20,86,0,3,4,14,5,26,11,46,34,140,0,0,0,4,0,0,5,5,6,13,0,0,0,0,0,3,3,3,6,14,0,3,66,199
SSC50978,173,342,3,10,13,62,14,54,97,373,121,504,6,28,14,33,37,116,52,176,177,685,0,5,0,10,3,13,37,106,47,139,0,0,3,4,30,58,28,63,73,201,7,10,430,1239
SSC50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,3,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
SSC50981,12,23,0,0,0,3,0,0,3,9,4,15,0,0,0,0,0,4,0,4,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45
SSC50982,128,248,3,16,7,41,3,12,39,132,51,207,3,25,8,18,15,52,32,99,83,305,0,0,0,4,0,0,3,14,9,12,0,4,7,11,7,19,14,29,19,45,0,3,232,601
SSC50983,52,96,4,18,5,28,0,6,17,79,28,131,0,8,3,7,4,14,8,26,40,162,0,0,0,0,0,0,18,47,18,47,0,3,0,0,8,9,4,14,27,62,5,6,115,331
SSC50984,7,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18
SSC50985,4,11,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
SSC50986,111,214,8,46,11,41,5,15,63,243,84,343,8,35,11,27,25,58,39,125,127,466,0,0,0,0,0,0,3,15,7,17,0,0,4,6,10,22,13,25,22,43,3,3,258,734
SSC50987,56,117,0,11,3,12,0,6,38,151,46,175,3,14,4,16,15,37,22,65,65,237,0,4,0,0,0,3,25,68,28,75,0,0,3,4,9,15,8,23,39,96,3,3,166,461
SSC50988,2321,4617,33,193,227,1070,55,243,1301,4872,1614,6377,142,589,197,683,521,1669,851,2940,2470,9323,11,36,61,202,30,98,293,775,393,1117,56,165,99,227,369,783,526,1177,915,2295,148,319,5847,16546
SSC50989,5,14,0,0,0,5,0,0,0,4,4,6,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,14,27
SSC50990,864,1676,4,29,143,665,8,16,512,1989,663,2700,54,220,144,521,120,348,323,1100,991,3796,0,0,34,99,4,23,79,198,117,323,17,46,51,107,87,180,155,333,269,653,36,75,2161,6201
SSC50991,3,8,0,0,0,0,0,0,9,28,9,28,0,0,0,0,0,4,0,3,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38
SSC50992,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,8
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,324,639,3,25,24,115,12,46,148,587,186,767,6,37,17,54,45,139,71,235,261,1004,0,0,9,33,3,14,48,137,65,189,3,20,12,22,27,58,44,104,112,293,11,22,705,1949
SSC50995,0,0,0,0,0,4,0,5,0,7,3,16,0,0,0,0,0,3,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SSC50996,3,8,0,0,0,0,0,0,6,28,6,28,0,3,0,0,0,3,3,8,11,38,0,0,0,0,0,5,4,19,3,30,0,0,0,0,0,0,0,0,3,30,0,0,20,74
SSC50997,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,6
SSC50998,385,753,5,37,91,400,10,28,314,1260,417,1733,42,180,114,399,88,256,243,829,661,2568,3,12,15,36,3,14,38,100,54,155,9,25,27,61,44,105,84,194,137,349,22,42,1203,3711
SSC50999,76,151,0,0,6,22,0,5,34,131,36,155,0,0,9,20,4,21,11,37,52,196,0,8,0,0,0,0,9,24,15,30,0,0,4,9,7,13,14,21,26,55,0,0,155,405
SSC51000,12,32,0,5,0,3,0,0,4,29,6,37,0,4,0,0,0,4,3,12,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25,83
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51002,5,3,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,5,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
SSC51003,27,58,0,5,0,3,0,0,12,39,9,51,0,0,4,5,0,3,3,10,16,63,0,3,0,4,0,0,0,3,3,7,0,0,0,0,3,3,3,3,8,15,0,3,54,136
SSC51004,22,57,0,11,7,36,6,20,31,156,41,214,0,0,0,0,3,13,3,13,43,224,0,0,0,0,0,0,25,74,25,74,0,0,0,0,4,15,4,15,34,91,5,22,111,395
SSC51005,650,1259,10,66,103,441,3,14,733,2775,853,3295,49,189,86,304,113,346,242,842,1096,4136,0,0,15,53,4,8,94,253,112,323,8,35,30,65,64,146,105,244,219,567,37,81,2007,6040
SSC51006,355,696,5,20,49,210,11,59,208,844,270,1129,24,100,41,125,83,258,146,491,418,1622,3,15,15,58,4,27,48,121,70,213,10,31,7,11,37,78,54,124,128,340,9,13,911,2668
SSC51007,3,11,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,7,0,0,7,29
SSC51008,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51009,0,3,0,0,0,0,0,8,3,16,4,26,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,1187,2305,6,37,85,374,9,36,605,2259,707,2713,68,267,150,507,158,488,372,1258,1081,3971,0,0,13,35,5,14,100,234,118,289,15,49,40,79,115,229,163,354,286,640,60,130,2613,7047
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,4,7,0,0,0,0,0,0,4,21,4,21,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23
SSC51014,37,75,0,0,6,27,4,18,18,70,22,111,0,0,0,4,3,14,6,14,27,126,0,0,0,4,0,7,8,22,11,35,0,0,0,0,3,6,3,6,13,40,3,3,80,246
SSC51015,149,289,0,0,12,40,3,23,49,191,58,258,0,5,10,20,19,54,27,86,87,342,0,0,0,7,3,8,17,46,20,64,0,4,0,3,18,33,23,42,42,103,5,7,280,737
SSC51016,404,795,13,58,37,154,14,48,147,573,203,831,24,104,29,103,92,291,149,500,351,1329,0,3,8,45,0,11,46,111,61,168,4,13,11,35,42,83,58,127,118,294,8,12,879,2434
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,801,1577,5,31,89,409,4,19,432,1633,531,2098,71,277,124,437,169,506,365,1226,897,3319,0,0,13,35,7,13,52,130,70,182,11,29,28,70,66,141,110,238,177,423,45,99,1924,5421
SSC51021,310,613,4,25,15,82,10,37,90,350,117,492,16,55,11,45,49,149,78,247,196,742,0,0,3,18,4,4,15,44,23,66,4,12,3,13,25,60,36,79,59,149,4,9,567,1514
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51024,8,11,0,0,0,3,0,0,3,8,0,8,0,0,0,0,0,5,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29
SSC51025,4,6,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,4,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19
SSC51026,377,725,4,33,35,153,17,80,211,832,274,1103,12,34,28,80,59,185,95,295,367,1404,0,4,18,60,4,19,63,159,83,239,3,12,14,33,47,84,66,128,142,365,13,25,903,2515
SSC51027,7,14,0,0,0,0,0,0,7,21,7,21,0,0,0,0,0,4,0,4,4,23,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,14,48
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,116,229,4,16,17,69,6,38,49,190,78,309,8,46,4,20,27,81,46,149,118,456,0,4,0,3,0,4,7,28,14,45,3,4,0,3,13,25,17,35,30,73,0,0,264,756
SSC51031,16,41,0,0,5,23,0,6,3,20,13,45,0,3,0,3,5,15,6,26,20,68,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,5,0,3,38,113
SSC51032,13,30,0,19,3,25,6,30,17,56,23,129,0,4,0,3,3,11,6,21,31,152,0,10,0,3,0,8,10,32,16,48,0,0,0,0,3,12,3,12,16,65,0,4,64,258
SSC51033,0,3,0,0,0,0,0,6,0,6,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
SSC51034,54,98,0,0,5,23,0,0,27,100,31,124,0,0,0,0,7,16,7,16,33,136,0,0,0,0,0,6,6,15,6,20,0,0,0,0,3,3,3,3,7,28,0,4,98,267
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,0,0,7,14
SSC51037,567,1102,15,81,89,388,23,96,485,1899,607,2462,58,240,89,292,162,517,313,1048,919,3511,0,4,11,43,3,11,51,129,68,187,8,33,26,57,68,135,99,227,170,416,18,35,1672,5061
SSC51038,21,44,0,5,0,6,0,0,7,26,10,39,0,6,0,3,0,3,3,7,9,47,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,4,3,5,0,0,35,101
SSC51039,40,81,0,0,3,13,3,20,21,77,27,106,0,0,0,0,7,14,4,20,29,128,0,0,0,0,3,17,15,55,21,74,0,0,0,0,3,10,3,10,28,90,0,0,99,298
SSC51040,29,55,3,13,0,6,3,13,28,99,31,122,0,0,0,4,7,15,7,20,39,140,0,0,0,5,0,0,5,12,8,16,0,0,0,0,3,3,4,7,10,26,0,3,76,225
SSC51041,18,38,0,0,0,0,0,0,12,51,12,51,0,0,0,4,4,12,7,12,15,69,0,0,3,14,0,0,3,12,8,25,0,0,0,0,4,5,3,13,11,29,0,0,44,140
SSC51042,13,30,0,0,3,7,0,0,5,20,10,25,0,0,0,0,0,7,0,7,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,28,64
SSC51043,14,21,0,0,0,0,0,5,3,20,8,23,0,0,0,0,3,6,3,8,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55
SSC51044,3,4,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SSC51045,392,782,9,54,42,185,16,69,164,627,231,934,20,75,25,89,86,257,132,419,363,1354,6,12,10,30,0,3,34,97,53,145,6,19,11,35,33,69,48,118,100,262,4,13,864,2415
SSC51046,132,262,7,21,14,66,11,38,72,308,102,432,5,33,10,38,40,116,60,189,158,620,0,0,0,0,3,12,12,29,10,38,3,12,4,9,22,45,30,67,44,102,0,0,334,984
SSC51047,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51048,3,5,0,4,0,0,0,3,0,9,3,20,0,0,0,5,3,6,3,14,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32
SSC51049,12,26,0,0,0,0,0,0,9,42,9,42,0,0,0,0,3,9,3,9,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,3,9,0,0,33,82
SSC51050,414,821,11,59,48,219,23,101,327,1253,412,1625,35,145,55,178,141,443,229,767,638,2391,4,13,10,34,0,9,62,156,80,216,12,31,18,40,51,108,77,178,159,393,16,37,1225,3639
SSC51051,6,7,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,5,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31
SSC51052,25,40,0,0,0,8,3,11,5,17,9,37,0,0,0,0,0,3,0,3,12,34,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,33,89
SSC51053,5,14,0,0,0,0,0,5,0,0,3,6,0,0,0,0,3,9,3,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28
SSC51054,335,673,3,19,28,109,3,7,101,382,132,520,27,109,45,158,88,277,163,539,294,1059,0,3,4,27,0,0,14,29,15,63,9,33,7,17,25,52,46,99,62,163,23,48,712,1945
SSC51055,3,8,0,0,0,0,0,0,3,19,3,19,0,3,0,0,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24
SSC51056,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC51057,43,84,0,7,0,0,0,0,18,63,17,72,0,5,3,6,7,37,16,45,27,117,0,0,0,5,0,0,3,11,6,19,0,0,0,3,0,7,6,11,8,25,0,3,80,230
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,172,340,4,13,16,78,3,13,138,524,160,636,14,40,22,81,25,61,59,190,217,818,0,4,8,30,0,5,25,77,40,115,3,14,9,23,33,69,48,105,85,220,8,16,482,1392
SSC51060,69,136,3,8,8,26,3,16,24,91,34,144,3,9,3,12,10,32,16,48,48,192,0,0,0,3,0,0,3,15,7,16,0,0,0,3,5,17,8,14,16,31,3,3,133,366
SSC51061,17,32,0,0,3,7,0,3,8,33,10,43,0,0,0,0,3,4,3,4,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,11,0,0,36,93
SSC51062,3,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,12
SSC51063,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC51064,5,3,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
SSC51065,6,9,0,0,0,0,0,0,5,15,5,15,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28
SSC51066,32,66,0,0,10,32,3,7,20,69,29,116,3,26,3,15,6,18,17,59,46,169,0,0,0,0,0,0,3,15,3,15,0,0,0,0,0,0,0,0,7,14,0,0,83,246
SSC51067,5,11,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,25
SSC51068,6,13,0,0,3,11,0,0,0,3,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
SSC51069,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,13,27,0,0,0,0,0,0,7,24,7,24,0,3,0,0,0,0,0,3,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54
SSC51072,0,3,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
SSC51073,140,267,0,6,9,30,3,9,45,169,54,218,0,5,0,3,19,60,22,75,76,290,0,0,0,4,0,3,19,56,22,60,0,0,0,3,10,23,14,28,35,90,3,9,247,650
SSC51074,13,28,0,0,0,0,0,0,8,26,8,26,0,9,0,4,0,0,3,13,12,36,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,4,7,0,0,26,74
SSC51075,4,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,9,4,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21
SSC51076,47,97,0,0,5,24,0,0,12,56,20,80,0,4,5,13,8,16,11,35,33,116,0,4,0,3,0,0,0,0,3,11,0,5,0,0,0,3,3,4,3,13,3,7,86,233
SSC51077,5,7,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SSC51078,71,141,0,0,0,5,0,11,25,100,27,116,5,8,0,0,7,16,10,22,37,145,0,3,0,3,0,8,4,19,11,31,0,0,0,0,0,3,0,3,7,35,0,3,123,314
