SSC_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SSC50030,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,4,16,3,27,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,3,0,21
SSC50031,0,0,3,7,7,37,16,59,0,134,5,4,4,7,20,35,16,32,3,131,9,7,5,13,23,42,19,51,3,168,4,0,3,4,8,6,6,3,3,39,0,3,4,0,12,13,9,11,0,50,0,9,0,3,3,9,3,9,0,44,3,9,0,6,8,15,7,16,3,64,5,8,11,11,4,7,3,8,3,52,3,0,0,0,3,6,0,5,0,13,29,41,35,46,99,159,83,192,19,705,3,3,8,3,13,17,14,23,0,91,9,12,22,20,40,36,10,19,0,167,0,3,3,7,11,6,3,8,0,40,3,21,13,11,11,10,5,6,0,82,4,26,15,21,34,43,6,9,3,174,7,24,10,12,8,4,4,11,0,70,0,0,0,0,3,0,0,3,0,11,3,15,7,3,3,3,0,8,0,44,0,0,0,0,4,0,0,0,3,6,27,97,79,80,132,126,38,81,6,677
SSC50032,0,0,0,3,14,15,14,23,0,68,0,3,6,5,28,29,12,26,0,109,5,3,12,15,46,42,18,41,7,185,0,7,3,0,3,15,3,9,0,42,0,3,3,3,12,11,11,6,0,41,0,14,7,6,5,4,3,3,0,39,4,0,3,10,12,11,4,24,5,75,0,8,11,8,7,18,8,10,0,74,0,0,0,0,0,3,0,3,4,10,19,38,40,49,128,146,65,137,16,639,0,0,3,0,17,12,5,8,0,45,5,12,9,16,29,28,7,14,0,121,0,5,3,9,8,4,0,0,0,27,4,13,15,22,16,10,6,3,0,89,8,16,25,26,39,16,16,8,0,150,0,20,15,14,4,5,3,0,0,59,0,0,3,0,6,0,0,4,0,11,3,15,6,7,3,3,3,3,0,37,0,0,0,0,0,0,0,0,0,5,19,85,82,89,130,78,37,33,6,557
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,3,3,3,8,5,11,0,34,3,3,3,4,8,15,8,11,0,60,0,6,7,15,17,14,3,16,0,79,0,0,3,5,0,0,3,0,0,13,0,0,0,3,0,5,3,3,0,19,0,3,3,3,0,7,0,4,0,17,0,0,4,3,9,6,4,9,0,36,3,12,7,4,4,3,3,9,0,42,0,0,0,0,0,0,0,0,0,4,9,22,33,38,41,60,31,60,9,304,0,0,3,0,3,4,3,10,0,20,6,9,5,14,9,13,8,8,0,73,0,10,3,3,3,0,0,3,0,18,0,9,12,5,5,3,0,0,0,41,0,8,10,10,20,9,3,7,0,61,0,10,0,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,5,7,0,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,9,46,43,37,51,34,13,30,3,265
SSC50035,6,11,11,12,31,99,58,187,4,417,14,27,19,33,52,107,72,103,0,426,13,14,13,14,45,59,18,45,0,217,3,27,3,6,7,12,7,19,0,89,0,8,7,3,16,11,11,20,0,77,3,32,6,13,14,12,4,33,0,118,4,4,3,4,8,10,6,21,0,58,3,34,8,4,10,20,4,11,0,99,3,0,7,0,0,4,0,8,10,30,47,157,77,87,190,341,187,437,12,1537,4,13,12,21,18,28,20,38,0,166,27,63,72,75,59,89,43,51,3,470,0,11,7,6,8,5,6,3,0,51,9,60,29,26,14,19,7,10,3,176,12,76,74,55,61,53,18,8,8,359,10,72,35,16,16,6,0,7,0,163,0,3,0,0,3,0,0,0,0,6,0,27,8,0,8,4,0,3,0,57,0,6,3,0,0,3,0,0,11,23,63,332,251,207,183,210,96,119,20,1471
SSC50036,5,0,8,10,48,84,57,148,6,368,14,16,7,18,97,155,80,84,3,468,18,14,22,28,107,186,103,143,10,626,3,15,15,10,12,25,5,17,0,109,0,10,7,6,37,49,20,32,0,156,3,28,21,5,19,21,18,17,0,127,3,13,11,21,54,49,29,66,7,255,14,57,24,29,43,35,18,28,5,239,0,3,0,3,4,15,9,15,9,48,66,155,103,128,423,621,337,544,32,2408,11,9,13,16,40,38,23,24,0,191,36,55,96,80,104,109,45,45,4,564,3,12,22,25,27,9,9,8,0,105,15,87,74,80,57,33,18,12,9,375,20,66,113,101,144,99,27,18,4,592,11,132,59,49,36,14,4,8,3,324,0,5,3,11,3,3,0,3,0,30,3,41,19,18,14,15,6,3,0,125,0,5,0,5,4,3,3,0,4,27,86,412,397,381,435,319,135,118,29,2325
SSC50037,7,0,9,9,38,72,38,88,0,260,9,9,10,15,64,127,48,69,0,355,15,12,7,17,88,110,64,106,7,435,5,12,7,11,3,14,14,11,7,86,4,0,3,5,22,24,9,25,0,101,0,8,6,7,11,18,9,14,0,78,5,3,7,18,33,26,19,45,0,161,3,32,15,10,25,25,21,31,3,162,0,0,0,0,8,0,0,5,8,25,53,75,65,90,293,421,236,396,33,1660,3,8,12,15,27,24,20,19,3,128,32,41,67,65,78,65,37,34,0,423,3,11,12,21,19,21,3,3,0,85,6,38,41,42,28,25,9,4,4,210,11,61,70,67,86,56,30,10,7,388,6,62,28,18,14,9,0,3,0,149,0,0,4,0,3,0,0,3,0,11,0,23,8,9,8,7,0,9,3,71,0,0,3,0,0,0,0,0,7,12,75,247,250,240,271,203,100,82,20,1481
SSC50038,5,3,3,4,0,4,0,18,0,38,0,3,3,0,3,3,0,3,0,21,6,8,0,11,9,17,4,9,0,69,0,0,0,0,0,3,0,0,0,17,0,3,0,3,0,0,0,0,0,6,3,6,3,0,7,3,3,3,0,21,3,3,3,3,3,3,3,9,0,27,3,15,7,10,9,4,0,7,0,53,0,0,0,0,0,0,0,0,0,3,25,38,17,34,25,48,17,43,4,249,3,4,3,0,3,7,5,3,0,29,3,3,8,5,0,0,3,3,0,30,0,0,4,3,3,0,0,4,0,17,7,9,10,12,4,0,5,3,3,51,0,13,4,12,11,0,3,5,0,42,0,16,3,12,4,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,4,10,8,0,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,20,56,37,48,25,16,14,23,5,243
SSC50039,12,11,8,15,31,69,55,121,4,319,9,8,6,14,50,93,66,79,0,329,51,19,22,31,160,250,209,325,18,1096,9,17,10,15,14,33,19,21,0,124,0,7,5,3,40,15,23,32,3,124,10,44,22,12,29,32,11,34,0,200,43,15,10,15,68,93,128,235,7,628,19,80,37,32,84,66,60,94,7,477,0,0,0,3,12,10,8,16,16,69,159,207,122,139,485,658,575,970,51,3368,3,10,11,33,55,37,19,37,3,215,26,70,70,94,79,85,47,61,3,538,8,20,47,20,34,19,7,17,4,178,21,117,112,130,83,40,16,30,8,559,23,92,105,109,156,81,35,17,3,627,23,179,80,92,77,25,15,21,9,515,4,0,10,8,3,0,17,10,0,59,21,90,45,60,30,7,13,15,4,286,3,0,3,0,3,3,0,3,13,36,131,577,492,540,529,304,169,202,54,3005
SSC50040,10,7,3,14,41,93,80,111,3,362,3,4,9,14,60,94,48,69,0,302,25,14,11,28,164,189,102,201,4,740,7,26,6,15,21,55,30,36,0,199,5,3,3,3,53,52,26,36,3,193,9,33,12,19,37,39,21,37,3,203,23,9,16,26,84,53,54,171,4,427,3,32,18,31,36,46,25,53,3,256,0,3,0,3,7,10,4,10,8,45,91,128,78,145,515,635,387,725,35,2732,9,8,15,28,41,47,23,42,0,210,17,38,45,68,105,81,30,48,0,448,7,13,15,15,24,30,9,9,0,122,19,82,78,113,103,58,12,35,3,500,30,70,77,90,183,138,48,31,3,664,8,83,59,66,55,28,13,3,7,321,0,3,0,6,12,6,3,12,3,51,9,59,23,35,17,16,0,7,0,166,3,0,5,8,3,3,0,3,3,29,98,359,314,416,547,410,142,188,28,2511
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50043,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,12
SSC50044,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8
SSC50045,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5
SSC50046,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7
SSC50047,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50048,3,0,0,0,0,4,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,3,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,9,7,37,0,74,0,0,0,3,0,4,0,13,0,26,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,11,3,23,0,62
SSC50049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SSC50051,0,3,0,3,0,5,4,13,0,31,3,0,0,0,4,3,3,3,0,17,8,0,0,8,13,16,13,15,0,78,0,3,3,0,0,3,3,0,0,21,0,0,0,0,4,4,3,0,0,6,0,0,0,3,0,0,0,0,0,5,3,4,7,0,10,9,9,19,0,58,0,3,4,3,7,7,3,4,0,36,0,0,0,0,0,0,0,0,3,3,18,14,12,18,41,52,38,63,7,257,0,0,0,3,3,4,3,3,0,15,0,3,6,4,12,7,5,0,0,39,0,0,0,0,3,3,3,3,0,13,0,9,4,7,13,5,5,0,3,53,0,6,3,4,17,11,4,4,0,60,4,8,4,9,5,7,0,0,0,28,3,0,3,0,0,0,3,0,0,8,4,7,4,0,0,3,0,3,0,27,0,0,0,0,0,0,0,0,3,3,11,38,26,30,55,41,22,17,3,251
SSC50052,0,0,0,3,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,14,8,9,0,46,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,9,6,4,14,7,6,0,48
SSC50053,9,9,12,17,45,77,48,85,0,297,5,20,18,26,78,132,72,79,4,434,23,23,24,50,133,194,82,128,11,678,3,29,17,13,20,20,17,17,7,135,0,4,7,0,44,34,25,23,3,146,5,35,29,18,27,22,23,26,3,190,13,17,19,31,56,50,33,61,0,281,8,59,50,26,64,61,21,29,3,335,0,0,4,0,10,11,3,8,14,45,75,198,165,178,478,614,326,455,44,2529,10,3,17,21,37,39,25,28,0,181,31,47,70,58,148,97,42,40,7,542,8,12,19,26,28,16,13,14,0,127,11,61,81,62,68,26,6,8,7,331,19,57,84,79,147,108,26,23,5,554,5,92,53,59,39,27,9,15,3,302,0,0,0,6,3,0,0,7,0,21,8,43,35,35,18,14,3,8,7,168,5,3,3,6,3,0,3,3,14,36,100,328,359,348,488,333,131,137,34,2259
SSC50054,25,5,11,24,113,185,157,345,4,867,30,29,28,47,175,228,127,182,7,845,123,45,53,76,475,617,396,753,27,2572,23,27,32,16,53,159,62,119,13,496,13,10,5,14,83,121,64,75,8,380,13,82,34,33,69,65,47,55,3,400,75,42,34,53,225,208,147,453,14,1252,36,136,71,77,129,133,104,202,11,894,10,6,0,3,21,28,17,35,28,150,354,388,278,344,1334,1737,1115,2210,110,7862,15,21,34,51,133,120,66,75,4,516,84,109,165,202,267,245,102,121,7,1297,19,75,56,64,85,56,25,29,3,429,76,230,210,285,226,127,77,86,21,1342,71,160,228,216,468,290,97,89,12,1630,40,289,176,177,141,79,34,24,3,961,14,14,12,18,19,17,10,28,3,128,23,136,88,73,47,30,13,30,8,448,8,8,4,4,10,11,3,5,29,87,348,1039,967,1096,1390,978,423,501,94,6843
SSC50055,5,3,11,11,53,50,43,50,3,229,10,13,3,12,85,82,31,40,5,270,22,32,36,55,206,189,87,105,10,744,9,25,44,29,47,42,18,24,4,256,3,11,11,6,42,35,20,20,0,147,3,35,32,22,24,36,13,17,0,181,8,33,33,50,127,95,58,102,17,531,10,74,86,48,132,102,25,47,14,528,3,8,10,0,18,14,5,7,23,91,70,232,264,237,733,644,318,410,78,2985,3,10,10,13,38,31,16,22,0,149,16,22,38,51,93,55,32,27,3,341,6,20,12,17,52,13,13,5,3,150,27,83,110,103,97,47,27,50,10,547,16,39,39,46,150,85,16,12,7,410,13,57,51,54,48,21,11,8,5,272,3,3,4,5,14,10,10,3,0,50,9,94,54,61,42,36,7,20,9,323,0,6,4,3,3,0,0,0,18,31,85,339,323,344,530,310,123,158,53,2270
SSC50056,3,7,0,4,0,3,3,12,0,27,0,0,0,0,3,3,0,0,0,13,0,3,0,3,6,4,3,7,0,27,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,7,3,20,0,3,3,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,9,10,4,11,10,17,13,26,5,112,0,3,3,3,5,3,3,8,0,21,0,3,7,3,3,0,3,0,0,18,0,0,3,4,0,0,4,3,0,8,0,5,3,4,3,0,0,0,0,22,0,0,3,3,3,0,0,0,0,13,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,0,3,4,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,10,31,20,21,12,4,5,13,4,124
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
