SSC_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,9,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0
SSC50031,3,5,4,0,3,0,3,0,25,3,6,5,5,6,0,0,0,27,9,34,25,44,43,37,15,0,212,4,13,6,10,10,4,3,0,58,0,3,3,6,3,0,0,0,20,0,3,3,7,3,6,0,0,31,0,0,3,9,5,3,3,0,20,4,19,31,29,21,14,7,0,120,3,10,11,10,4,9,0,0,43,0,6,5,4,0,0,0,0,15,0,5,4,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,16,30,23,23,19,14,7,0,142,56,142,129,157,131,94,41,3,747,4,5,3,8,0,0,0,0,15,0,0,3,6,0,0,0,0,11,0,4,3,0,0,0,0,0,14,0,3,0,5,3,0,0,0,13,0,3,3,0,4,0,0,0,12,13,20,15,20,26,13,4,0,100,3,15,14,10,22,4,3,0,69,12,31
SSC50032,0,3,4,0,0,0,0,0,5,3,11,10,7,0,4,0,0,34,18,35,41,32,21,17,16,8,199,3,24,18,15,3,13,13,0,90,0,4,4,4,0,0,3,0,15,0,4,8,3,3,3,0,0,23,0,0,0,3,0,0,0,0,14,6,18,17,18,7,0,3,0,81,7,6,8,3,3,4,0,0,38,3,3,3,0,0,0,0,0,9,0,3,7,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,9,18,15,9,12,8,7,3,80,49,149,141,102,63,55,49,15,619,0,3,3,0,0,0,0,0,7,0,5,4,0,0,0,0,0,9,0,5,4,3,0,0,3,0,15,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,9,0,26,22,21,15,17,8,0,110,4,22,23,8,9,10,3,0,70,13,39
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,3,3,3,0,0,0,0,8,0,7,3,3,0,0,0,0,14,0,24,24,22,14,15,8,6,111,0,8,3,4,0,6,5,0,23,0,0,6,0,0,0,0,0,9,0,7,7,0,0,3,0,0,20,0,0,0,0,5,0,0,0,7,3,15,12,3,6,0,3,0,38,6,6,3,0,0,3,0,0,15,0,0,3,0,3,0,0,0,11,0,3,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,8,9,8,11,7,3,0,60,14,91,75,45,39,34,17,8,329,0,6,3,0,3,0,0,0,14,0,3,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,12,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,5,8,8,10,5,4,5,3,0,40,0,6,9,4,4,3,3,0,29,3,20
SSC50035,3,7,17,21,17,12,8,7,94,3,4,6,15,7,0,0,0,37,16,47,76,133,76,63,34,19,480,3,23,33,39,25,16,14,4,159,0,4,10,11,9,6,4,0,38,6,11,22,36,15,12,4,6,117,0,10,8,11,19,18,9,0,70,17,55,74,93,77,33,16,3,365,12,20,15,27,18,4,7,3,107,4,15,7,5,8,7,0,0,44,0,13,10,3,5,0,0,0,31,0,0,0,0,0,3,0,0,0,0,3,0,7,3,0,3,0,19,20,24,20,25,16,13,9,10,139,91,242,298,414,294,196,125,53,1713,11,12,18,17,7,5,5,0,67,0,4,3,4,0,0,0,0,14,4,3,12,3,3,4,7,0,39,3,5,7,4,6,0,0,0,28,3,6,6,3,0,0,0,0,17,22,53,56,87,62,24,24,10,339,9,18,39,77,49,39,20,4,258,27,68
SSC50036,3,6,15,17,3,3,0,0,49,6,26,54,21,8,3,0,0,110,52,149,236,179,82,46,14,0,760,22,39,67,58,29,9,3,0,231,7,13,9,6,3,0,0,0,42,3,16,45,29,5,4,0,0,110,5,11,9,18,8,7,0,0,61,20,69,95,67,19,13,0,0,290,21,29,28,27,12,12,4,0,127,15,11,13,3,0,0,0,0,44,9,17,27,20,3,4,0,0,71,0,0,0,0,0,0,0,0,7,0,3,8,4,4,0,0,0,24,24,24,40,41,19,11,3,3,167,187,413,650,488,194,112,34,6,2087,8,25,30,15,9,3,0,0,84,0,5,16,3,0,0,0,0,29,6,11,23,13,5,0,0,0,59,3,4,9,3,0,0,0,0,20,3,8,10,5,0,3,0,0,28,21,81,96,60,24,15,3,0,305,16,40,109,93,18,3,3,0,277,41,130
SSC50037,0,11,19,11,4,3,3,0,51,12,42,45,11,0,0,0,0,103,31,158,182,84,44,11,7,0,524,10,35,40,16,12,3,4,0,122,3,3,8,4,3,0,0,0,20,0,16,24,12,4,0,0,0,66,7,9,19,3,5,4,0,0,46,11,67,91,43,15,7,3,0,245,10,21,26,12,6,0,3,0,80,3,8,15,3,0,0,0,0,30,3,14,18,7,5,0,0,0,46,0,0,0,0,0,0,0,0,0,3,9,10,3,0,0,0,0,20,17,34,29,13,10,5,5,8,129,100,433,530,228,112,39,29,6,1477,8,30,28,6,3,3,0,0,73,7,8,12,0,4,0,0,0,23,3,9,25,8,3,0,0,0,54,0,7,3,3,0,0,0,0,14,0,6,10,3,0,0,0,0,15,25,83,71,32,19,4,3,4,240,5,57,56,22,11,5,3,7,173,26,161
SSC50038,0,0,0,3,4,5,0,0,13,0,0,0,0,0,0,0,0,0,5,7,6,16,29,27,21,3,114,0,5,13,12,10,13,5,0,57,0,0,0,3,4,3,0,0,18,0,0,3,0,3,5,0,0,10,0,0,0,0,3,3,3,0,13,4,0,3,4,5,14,6,0,27,3,3,3,0,3,3,0,3,12,0,0,0,0,0,0,4,0,8,0,7,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,10,4,3,8,9,3,11,57,21,33,32,46,77,83,49,18,361,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,0,4,5,11,12,24,7,3,65,3,4,9,3,7,7,8,4,50,8,3
SSC50039,4,7,8,9,11,8,3,0,51,13,16,17,10,4,0,0,0,57,109,303,289,253,191,127,41,11,1321,43,96,77,54,47,21,13,0,361,3,22,24,24,27,13,4,0,120,3,23,27,23,20,9,0,0,102,3,15,25,25,34,23,4,0,132,14,37,68,65,38,32,6,3,262,13,14,23,23,26,10,3,0,118,4,11,10,3,3,3,3,3,40,10,22,38,23,9,7,4,0,106,0,0,0,0,0,0,0,0,3,0,9,8,7,10,3,0,0,42,64,85,93,91,75,62,39,4,519,277,665,708,619,494,323,119,29,3240,3,19,16,19,8,3,0,0,64,0,8,4,4,0,0,0,0,19,5,21,22,14,4,8,0,0,73,0,11,4,4,3,0,0,0,28,0,11,9,9,4,0,0,0,41,26,100,95,69,81,49,25,3,445,14,96,120,93,77,42,13,8,468,58,198
SSC50040,3,14,13,9,0,3,0,0,44,3,40,34,6,0,0,0,0,82,61,265,201,150,78,42,10,0,802,39,66,46,43,9,9,4,0,222,0,13,6,3,7,0,0,0,31,6,24,15,9,11,4,3,0,64,0,17,27,18,4,0,3,0,74,17,115,111,45,23,9,3,0,322,15,39,50,27,10,10,3,0,149,17,21,12,7,0,0,0,0,53,7,41,39,20,9,4,0,0,120,4,0,0,0,0,0,0,0,3,0,3,7,6,4,3,0,0,31,44,65,60,38,20,15,10,0,253,211,720,614,379,169,102,37,0,2240,4,16,12,3,0,0,0,0,36,0,19,9,0,3,0,0,0,33,5,24,20,5,3,4,0,0,54,3,8,5,0,0,0,0,0,14,0,4,0,0,0,0,0,0,8,22,117,86,46,40,10,9,0,323,14,84,88,53,22,8,3,0,269,46,204
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,8,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,3,0,0,3,0,0,0,6,0,0,0,7,3,3,0,0,12,0,3
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,3,3,0,3,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,3,13,21,22,29,19,5,0,123,4,6,3,3,3,4,3,0,27,0,3,0,0,4,3,0,0,8,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,14,0,0,0,9,0,4,0,0,14,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,3,7,8,0,0,41,20,32,40,51,60,51,15,0,270,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,14,0,7,5,4,8,6,0,0,28,0,3,6,11,7,5,0,0,31,0,14
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,4,3,0,14,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0
SSC50053,12,24,14,6,5,6,3,0,69,9,46,31,20,3,0,0,0,110,41,194,157,126,105,76,65,15,776,20,106,64,46,23,31,22,4,323,0,5,8,8,8,5,0,0,37,4,31,29,3,6,4,3,0,89,3,19,14,14,12,4,4,3,82,22,137,85,36,33,27,12,3,367,9,51,30,29,19,8,9,0,154,3,20,15,10,7,0,3,0,57,5,40,29,28,9,8,0,0,126,3,0,0,0,0,4,0,0,11,0,9,9,3,3,3,7,0,27,52,98,42,50,40,41,54,45,432,201,773,530,387,278,214,189,73,2647,9,19,24,13,4,0,0,0,68,3,15,12,10,0,0,0,0,41,3,19,17,4,8,3,9,3,64,0,13,0,3,3,0,0,0,33,4,11,5,3,0,0,0,0,20,19,128,64,34,34,21,18,0,311,17,69,55,62,39,29,9,0,281,33,197
SSC50054,13,30,35,27,12,3,0,0,120,31,97,76,29,3,4,0,0,241,235,805,670,551,305,170,62,9,2812,97,266,150,133,72,43,31,3,792,14,31,28,27,11,7,4,0,133,6,54,91,55,36,13,3,0,252,9,40,47,38,23,20,3,0,176,46,195,233,130,50,42,11,3,717,37,104,81,56,23,16,6,0,325,23,32,32,15,6,3,3,0,113,41,99,57,53,18,21,3,0,297,0,3,0,0,0,0,0,0,11,10,24,21,23,19,9,3,0,97,193,311,243,173,117,83,45,8,1177,756,2098,1764,1311,704,432,168,27,7256,8,49,42,20,9,0,0,0,127,10,23,25,14,8,3,0,0,78,14,50,35,18,14,6,0,0,134,9,29,10,3,0,3,0,0,53,18,31,10,10,4,0,0,0,69,110,315,249,179,110,52,20,3,1032,62,246,213,168,75,30,15,3,810,162,548
