SSC_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SSC50716,0,0,0,0,0,0,0,0,0,3,0,13,4,3,6,3,3,8,0,43,0,4,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0
SSC50717,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50718,0,4,0,4,0,0,0,0,0,8,13,102,56,36,40,40,12,25,13,348,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,4,0,26,0,3,3,3,3,7,0,6,0,22,0,0,0,0,3,3,0,3,0,11,0,3,3,3,7,12,3,9,0,43,0,0,4,0,3,5,3,0,0,21,3,32,21,13,13,3,4,7,3,91,0,37,25,12,0,6,0,5,7,98,0,9,3,5,3,7,5,4,0,37,0,4,0,0,0,0,0,0,0,3,0,3,3,3,0,3,7,3,0,26,0,4,0,3,0,4,0,0,0,10,0,9,5,4,9,17,4,6,0,64,0,4,4,4,3,7,5,0,0,24,5,0,4,0,6,8,3,8,0,32,4,19,9,11,14,9,3,7,3,82,3,20,16,13,18,16,4,4,0,91,0,6,8,3,7,0,0,4,0,23
SSC50719,4,13,4,14,8,10,0,3,16,76,79,427,349,315,382,289,144,135,32,2160,0,3,3,0,4,3,3,8,0,26,13,4,3,3,13,34,13,66,4,147,3,18,12,21,67,63,45,47,0,271,3,3,3,9,9,9,9,10,0,43,3,19,27,21,56,94,33,90,6,347,8,14,7,10,21,21,12,22,0,128,10,152,86,66,67,47,28,33,12,505,8,122,50,27,28,31,12,22,0,303,4,14,16,16,34,38,25,39,4,192,0,4,3,4,8,13,3,5,0,37,8,4,4,3,27,23,7,15,0,85,0,10,9,13,18,21,7,10,0,79,8,34,28,27,59,94,37,57,3,355,4,26,27,19,22,16,3,10,0,128,10,18,23,26,82,50,29,22,4,259,17,95,66,77,92,89,45,68,3,556,24,60,96,80,108,91,44,44,3,547,0,27,12,13,15,3,4,6,0,77
SSC50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50721,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,10,0,24,0,0,3,0,4,9,4,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50722,0,0,0,0,0,0,0,0,0,0,3,4,6,4,8,3,3,4,0,38,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,6,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,3,3,0,0,10,3,3,3,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0
SSC50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50724,0,0,0,0,0,0,0,0,0,4,5,7,11,18,16,7,3,13,0,81,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,0,9,0,0,22,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,15,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,3,0,12,0,3,0,7,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
SSC50725,0,3,3,3,3,6,0,3,3,20,7,55,45,50,49,37,22,36,3,312,0,3,0,3,0,0,0,4,0,17,3,0,0,3,3,6,3,18,0,39,0,3,4,4,18,14,8,5,0,56,0,0,0,0,0,0,0,0,0,7,7,7,3,3,20,25,13,22,0,102,0,0,0,0,9,3,3,0,0,18,3,13,8,10,14,10,6,4,0,67,0,13,9,0,0,4,4,3,0,34,0,0,3,4,3,0,3,11,0,24,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,3,0,4,0,13,0,0,0,0,3,3,3,3,0,18,0,0,3,3,3,5,0,8,0,16,0,4,0,3,5,3,3,3,0,22,3,0,0,0,8,13,8,15,0,49,0,11,4,4,10,11,3,17,0,56,4,7,13,13,10,8,3,7,0,64,0,5,0,5,6,0,0,3,0,17
SSC50726,0,3,0,0,0,0,0,0,0,5,4,16,17,17,16,17,5,11,0,93,4,0,4,7,4,7,0,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,6,7,8,0,29,0,0,0,0,0,0,0,3,0,7,0,3,4,0,0,3,3,3,0,24,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,3,3,3,3,3,0,21,3,0,3,9,0,3,0,4,0,14,0,3,0,0,0,0,0,0,0,3
SSC50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50728,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,12,3,7,0,36,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4
SSC50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50730,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,15,0,3,0,3,0,3,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50731,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50732,0,0,0,0,0,0,0,3,0,3,0,0,3,6,3,3,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,18,0,27,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,9,0,0,0,0,3,3,0,7,0,17,0,4,0,0,3,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,7,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50733,0,0,0,0,0,0,0,0,0,3,0,7,17,13,6,5,3,7,0,61,0,5,3,0,5,8,3,19,0,39,0,3,0,0,3,0,0,3,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,9,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4
SSC50734,0,19,13,11,9,5,9,4,10,80,89,405,357,326,311,275,137,160,26,2090,0,0,0,0,3,0,3,5,0,9,10,3,4,8,15,45,40,78,3,203,3,15,10,7,13,27,19,27,0,125,4,0,0,3,16,3,11,8,0,46,16,46,25,37,44,119,57,136,9,487,4,6,6,10,10,39,22,17,0,105,13,125,41,48,41,25,11,44,8,341,8,75,39,23,20,16,9,31,4,229,4,9,12,15,23,24,21,24,0,126,4,7,3,3,10,13,4,6,0,55,7,3,10,17,15,33,17,35,0,144,3,5,10,14,11,22,7,36,0,108,12,37,36,48,47,109,72,99,4,462,0,23,17,9,13,27,8,17,0,114,15,19,16,18,67,66,43,35,0,279,21,69,85,80,64,88,35,65,9,504,29,77,105,75,107,62,39,34,3,525,0,32,16,13,18,10,11,17,3,120
SSC50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50736,0,4,6,3,4,0,0,0,6,22,35,86,88,118,133,92,52,52,12,666,12,15,7,12,15,33,14,33,0,142,3,0,0,0,0,0,3,8,0,16,12,3,5,11,32,3,15,16,3,99,5,0,0,0,6,0,9,4,0,24,8,4,3,10,7,14,4,17,0,58,11,12,3,16,99,45,36,29,0,250,8,26,16,25,27,28,15,12,0,161,3,13,5,6,5,4,4,19,0,60,0,6,8,3,4,19,11,15,3,70,0,0,0,0,0,0,0,0,0,7,4,3,4,3,3,9,6,5,0,28,0,0,0,0,0,6,0,0,0,12,0,3,4,3,6,7,3,6,0,35,0,5,3,0,8,4,0,4,0,28,4,3,4,11,34,24,4,11,3,94,8,11,8,20,20,25,18,10,0,124,9,12,26,29,41,26,4,14,3,167,0,0,0,0,0,3,0,0,0,5
SSC50737,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50738,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,10,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50739,0,0,0,0,0,0,0,0,0,3,0,17,24,15,26,7,5,7,3,104,0,0,0,0,0,4,0,0,0,11,3,0,0,0,0,0,0,9,0,13,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,9,0,11,0,37,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,4,0,23,0,8,5,3,5,0,0,3,0,31,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,9,0,0,4,3,0,0,0,3,0,13,0,0,0,5,3,3,0,0,0,20,0,0,0,0,3,0,0,0,0,3
SSC50740,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,3,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50741,0,0,0,0,0,0,0,0,3,7,5,29,30,38,25,10,0,20,7,160,0,3,0,7,7,7,4,16,3,50,3,0,0,0,0,0,0,8,0,13,0,5,3,3,3,8,0,0,0,25,0,0,0,0,0,3,3,3,0,10,0,0,0,3,3,7,0,6,0,16,0,0,0,0,0,3,0,3,0,4,0,7,4,7,4,0,0,3,0,27,0,4,4,3,4,0,0,6,0,21,0,0,0,0,0,0,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,0,11,4,0,0,3,7,0,6,6,0,23,0,6,7,0,3,3,0,10,0,30,3,5,4,12,16,10,0,8,0,58,0,0,0,0,0,0,0,0,0,0
SSC50742,4,17,10,5,15,10,3,7,12,86,92,377,289,332,380,263,126,125,43,2023,0,5,3,4,3,11,7,3,0,29,15,10,3,4,16,24,18,84,5,177,11,17,12,7,94,76,51,32,3,303,5,0,0,0,6,10,10,7,0,39,13,27,24,31,76,123,56,70,10,437,3,7,10,14,38,34,25,21,3,155,21,123,78,68,89,54,32,46,3,517,6,94,30,29,24,24,12,15,6,240,14,8,19,27,58,57,44,66,7,307,3,6,4,7,9,8,0,0,0,33,3,6,7,6,20,11,3,7,3,61,0,7,0,4,13,14,9,14,0,69,9,20,12,23,38,41,24,24,0,194,7,32,16,26,22,22,11,16,4,151,9,16,23,31,104,55,24,33,3,295,7,55,48,60,51,53,30,41,3,358,26,68,85,115,136,76,26,30,4,574,8,14,11,10,13,7,0,3,0,63
SSC50743,0,0,3,0,0,0,0,0,3,9,15,36,30,37,18,13,8,26,7,189,14,4,8,3,9,9,3,30,3,86,4,0,0,0,0,0,3,8,0,13,3,0,3,7,3,3,6,8,0,29,0,0,0,0,0,0,0,0,0,3,0,0,4,6,4,3,3,4,0,18,0,0,0,0,0,6,0,0,0,11,0,3,3,4,8,0,0,6,0,22,0,8,0,3,0,0,0,0,0,12,3,11,5,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,26,4,4,6,5,0,0,0,4,0,26,7,4,5,12,8,5,0,7,0,44,0,3,0,0,0,0,0,0,0,6
