SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC50367,0,0,0,0,6,9,0,0,0,4,0,3,4,4,8,8,3,11,0,0,0,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,19,24,45
SSC50368,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,6,3,12,55,39,90,8,10,15,6,13,21,67,56,121,38,56,94,6,3,12,6,11,20,55,66,127,0,0,0,3,3,9,5,0,5,4,3,8,0,0,0,13,6,16,32,33,66,15,11,26,4,3,9,8,11,20,0,0,0,61,58,120,0,0,0,5,3,14,0,0,0,5,7,11,31,30,60,235,229,466
SSC50371,0,0,0,6,13,21,0,0,0,3,0,3,12,10,22,3,0,3,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,21,25,46
SSC50372,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,7,13,19
SSC50373,29,34,64,135,115,249,24,23,47,93,81,176,254,219,476,29,30,59,16,25,37,190,173,368,239,230,469,3,0,7,0,3,8,3,0,3,4,8,13,0,0,0,11,13,27,149,128,271,22,14,34,14,12,24,21,31,50,0,3,3,200,184,384,0,10,10,4,10,17,0,0,0,5,18,28,95,92,187,844,780,1619
SSC50374,3,6,14,28,29,60,0,0,0,0,0,0,28,34,62,13,11,22,0,0,0,3,0,9,21,10,31,4,0,4,0,0,0,0,4,7,0,4,3,0,0,0,10,4,14,0,0,0,4,3,6,0,0,0,0,0,4,0,0,0,0,3,9,0,0,3,0,4,7,0,0,0,3,3,9,41,35,71,108,92,200
SSC50375,69,56,129,375,381,764,61,68,129,113,95,210,555,548,1105,325,308,630,65,70,136,79,95,180,476,472,945,23,27,43,6,14,22,42,18,57,19,54,70,0,0,0,83,116,201,15,55,70,12,29,48,5,10,20,23,76,97,0,0,0,61,170,228,3,8,16,16,31,50,0,0,0,26,44,70,276,265,547,1544,1674,3218
SSC50376,0,0,0,3,9,9,0,0,0,3,3,9,3,14,20,3,3,7,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,39,36,37,69
SSC50377,8,5,18,79,82,165,4,0,4,0,0,0,85,82,165,27,16,43,28,14,39,0,0,0,52,31,80,0,0,0,0,0,0,0,3,3,6,7,7,0,0,0,6,11,11,0,0,0,0,5,5,0,0,0,3,7,5,0,0,0,3,10,13,0,0,0,0,4,3,0,0,0,0,4,4,50,41,87,199,175,382
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,9,8,20,23,27,55,40,45,87,0,0,0,70,71,140,18,13,37,12,20,29,3,6,12,37,37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,5,6,0,0,0,3,7,11,0,0,5,0,0,0,0,0,0,3,0,6,89,71,163,208,199,413
SSC50380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50381,3,0,6,5,4,11,3,3,5,0,0,0,14,9,18,4,0,4,0,0,0,4,3,9,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,31,43,30,70
SSC50382,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,13,9,14
SSC50383,59,57,112,334,244,575,54,62,125,76,85,161,466,391,861,251,225,476,53,57,104,92,97,194,396,376,770,20,20,41,4,15,20,26,10,31,12,26,39,3,0,3,66,67,134,93,110,209,14,21,37,10,20,27,26,32,58,0,0,0,140,187,324,6,14,24,14,22,29,0,0,0,21,35,50,160,134,294,1312,1243,2553
SSC50384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50385,7,0,7,18,19,36,11,5,14,0,0,0,22,24,46,4,12,19,9,14,18,0,0,0,19,26,43,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,7,10,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,12,5,23,65,70,136
SSC50386,0,4,3,14,22,33,5,9,11,3,3,5,20,31,49,21,15,28,14,17,30,5,4,12,40,28,69,0,6,4,0,0,0,3,0,5,0,3,3,0,0,0,7,8,20,3,6,6,0,0,3,0,0,0,0,4,4,0,0,0,3,12,19,0,6,6,0,0,3,0,0,0,3,9,9,28,22,47,98,116,210
SSC50387,7,4,9,16,20,33,0,0,0,0,0,0,16,20,38,4,5,10,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,15,35,47,48,93
SSC50388,12,9,14,20,22,41,13,7,15,20,27,49,54,54,104,21,14,37,4,8,16,24,34,56,54,55,108,3,0,3,0,3,3,10,4,10,3,4,6,0,0,0,12,12,21,13,20,31,0,0,5,3,0,3,0,13,10,0,0,0,16,34,49,0,0,0,3,4,9,0,0,0,3,4,9,24,20,41,174,177,351
SSC50389,25,23,51,132,121,250,16,12,27,57,49,113,208,181,383,24,31,56,48,20,70,85,81,164,153,139,294,5,3,12,0,3,3,14,4,15,0,11,14,0,0,0,24,20,43,30,40,72,10,19,23,3,3,10,14,31,48,0,0,0,53,94,154,13,7,12,8,11,16,0,0,0,15,17,37,91,100,197,569,580,1152
SSC50390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC50392,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,4,13
SSC50393,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9
SSC50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50395,34,38,72,208,178,386,89,109,201,21,22,42,316,308,624,98,84,179,67,51,116,29,33,65,197,162,357,10,11,17,0,12,8,11,4,19,12,25,32,0,0,0,28,55,80,8,28,38,0,29,28,3,9,13,11,31,41,0,0,0,31,98,122,0,9,9,9,21,31,0,0,0,9,29,33,226,174,401,839,856,1696
SSC50396,32,21,51,83,64,145,30,29,60,16,17,25,124,105,236,25,37,60,9,13,22,16,16,33,52,66,121,11,3,14,4,8,9,8,3,15,14,16,29,0,0,0,42,34,73,15,36,45,15,17,31,4,5,10,16,14,28,0,0,0,50,67,120,6,3,9,9,18,25,0,0,0,12,24,39,85,74,163,401,399,794
SSC50397,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,13,9,21
SSC50398,6,6,8,11,5,16,3,0,6,0,0,0,13,10,17,13,8,18,3,3,6,0,0,0,15,13,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,22,38,49,49,99
SSC50399,8,3,9,16,20,33,17,21,37,3,9,15,42,46,89,17,8,24,24,22,52,11,4,16,54,41,91,0,4,4,0,0,0,5,0,5,0,8,9,0,0,0,3,9,11,0,4,6,0,3,3,0,0,0,0,3,6,0,0,0,3,9,18,0,0,0,3,3,3,0,0,0,3,3,3,32,31,68,147,145,291
SSC50400,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,4,14
SSC50401,0,0,0,6,3,6,0,0,0,0,0,0,6,3,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,8,12,22
SSC50402,0,3,5,33,29,60,0,0,0,0,0,0,33,29,60,12,5,19,0,0,0,0,0,0,12,8,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,41,34,77,90,81,176
SSC50403,20,19,39,85,62,146,0,0,0,26,28,54,111,92,202,99,108,206,0,5,8,7,8,16,102,119,222,0,4,8,0,3,8,7,6,6,5,11,10,0,0,0,13,19,30,3,3,3,0,3,3,0,0,0,3,8,11,0,0,0,10,12,24,0,8,8,0,9,5,0,0,0,0,13,9,128,147,273,392,421,814
SSC50404,32,29,60,109,98,212,42,43,88,3,4,5,159,143,306,68,79,141,0,4,4,5,8,12,78,89,162,3,3,5,3,0,3,8,0,12,16,16,32,0,0,0,26,25,52,0,3,6,3,14,14,0,0,0,8,20,23,0,0,0,13,37,51,0,0,0,3,4,7,0,0,0,3,4,10,378,288,671,682,620,1299
SSC50405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,3
SSC50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC50408,126,109,235,423,375,795,280,275,548,166,158,328,868,807,1669,274,249,522,277,285,567,191,229,421,743,764,1510,60,40,98,50,53,103,37,19,57,55,73,124,3,3,5,201,181,383,358,410,768,114,111,223,33,62,92,95,136,230,3,11,11,603,725,1328,36,25,59,46,89,138,3,0,7,88,114,202,614,676,1291,3242,3382,6621
SSC50409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,9,9,13
SSC50410,0,0,3,9,3,18,5,8,6,0,0,0,16,9,21,7,7,13,5,3,9,0,0,0,6,9,18,0,0,0,0,0,0,5,0,4,0,3,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,32,33,66
SSC50411,0,0,0,3,3,7,7,7,11,0,0,0,12,4,13,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,21
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50413,0,0,0,4,0,4,3,0,3,0,0,0,4,0,7,0,3,3,3,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,14,11,18
SSC50414,28,18,42,161,143,303,17,23,38,5,3,5,175,167,344,60,66,131,7,15,23,3,0,0,76,80,153,0,0,0,0,3,3,4,7,7,7,30,35,0,0,0,16,39,55,3,9,9,6,10,16,0,3,3,8,31,45,0,0,0,19,50,68,0,0,3,0,8,9,0,0,0,5,10,19,128,138,263,439,501,944
SSC50415,9,14,20,55,52,105,3,3,3,3,3,5,57,54,110,29,15,36,18,19,33,4,6,9,46,41,84,0,0,3,0,5,5,4,0,4,0,7,7,0,0,0,4,13,21,0,3,3,0,3,3,0,3,3,7,10,11,0,0,0,7,14,23,0,0,0,0,3,5,0,0,0,0,3,5,68,53,120,187,192,383
SSC50416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,8
SSC50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50418,29,15,42,64,73,144,33,40,77,5,13,22,106,127,234,53,45,97,10,15,32,8,14,22,77,75,149,8,3,8,0,0,0,3,7,5,4,7,14,0,0,0,14,14,26,0,3,3,0,0,7,3,0,6,3,12,15,0,0,0,8,20,22,0,5,9,5,4,5,5,0,3,7,12,22,125,160,288,372,415,786
SSC50419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,6,7,21
SSC50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,10,16
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,49,56,109,233,200,441,94,83,177,22,40,63,353,322,680,159,132,289,59,70,131,55,57,111,275,261,531,16,17,33,9,9,16,16,3,19,31,28,59,0,0,0,66,63,130,96,126,221,31,52,85,10,15,26,47,80,121,0,0,0,184,272,453,11,13,24,7,35,46,0,0,0,23,49,68,319,320,638,1263,1340,2604
SSC50423,3,6,7,16,14,29,3,3,3,0,4,4,14,21,33,3,3,6,3,0,3,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,25,44,49,62,109
SSC50424,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,12,9,15
SSC50425,19,7,28,25,22,45,34,34,71,19,17,34,76,74,150,29,27,49,19,29,40,16,9,23,54,61,117,3,7,5,0,6,6,0,3,7,4,4,8,0,0,0,9,20,27,0,3,3,0,0,3,0,0,0,0,14,16,0,0,0,3,15,20,0,0,0,0,4,5,0,0,0,3,4,9,64,52,113,230,232,463
SSC50426,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5
SSC50428,0,0,3,0,9,12,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15
SSC50429,3,0,3,6,8,13,0,0,0,0,0,0,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,11,10,24
SSC50430,22,25,44,110,95,206,41,50,98,25,29,58,179,176,353,81,82,160,46,59,105,11,27,40,140,169,306,13,11,21,7,12,23,12,8,20,15,27,44,0,0,0,44,59,104,16,31,52,12,16,25,5,6,11,9,27,31,0,0,0,39,82,125,7,5,11,8,22,27,0,0,0,12,21,37,198,200,399,637,729,1367
SSC50431,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC50432,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,7,14
SSC50433,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6
SSC50434,0,0,0,7,3,9,0,0,0,0,0,0,7,7,11,8,5,5,0,0,3,0,0,0,9,5,12,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,5,3,6,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,33,27,56
SSC50435,0,0,0,3,8,8,0,0,4,0,0,0,0,11,10,20,11,29,0,0,0,0,0,0,18,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,47,54,43,93
SSC50436,0,0,0,3,12,17,0,0,0,0,0,0,3,12,17,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,23,18,24,47
SSC50437,122,97,220,666,616,1281,129,97,224,96,108,209,897,825,1717,370,300,672,93,73,171,169,166,341,635,539,1174,20,16,37,4,8,18,47,12,56,41,35,75,0,3,3,116,79,191,205,224,427,36,51,91,21,30,52,68,122,185,4,0,5,329,421,753,6,10,18,15,31,54,0,0,0,26,44,69,285,270,556,2409,2279,4684
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
