SSC_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SSC50226,0,29,26,20,8,0,4,3,87,0,3,3,6,0,4,0,0,17,12,93,50,15,36,9,3,0,217,14,40,34,11,29,20,0,0,143,13,37,17,25,31,20,7,0,161,3,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,10,18,41,20,27,32,25,7,3,177,0,4,0,4,0,0,0,0,11,20,43,24,26,28,11,9,0,165,69,252,163,110,140,66,23,3,830,0,37,22,13,8,11,0,0,94,0,4,5,9,4,0,0,0,23,22,101,45,25,20,16,7,0,226,17,31,19,19,24,13,3,0,128,9,19,9,13,4,3,0,0,64,4,0,0,0,5,0,0,0,9,0,0,0,3,11,0,5,0,18,12,25,10,14,17,8,5,0,87,0,8,0,6,3,0,0,0,11,21,36,23,22,20,10,10,3,139,75,234,126,107,99,56,14,3,720,0,61
SSC50227,0,0,0,0,0,5,0,0,11,0,0,0,0,4,4,0,0,7,0,8,9,7,6,3,3,0,42,0,4,9,8,8,5,6,0,44,19,29,23,26,34,32,22,3,201,0,0,3,0,4,0,0,0,6,0,0,0,4,0,0,0,0,11,24,31,28,32,42,35,26,7,217,0,3,0,0,0,0,0,0,5,9,12,6,8,17,14,11,3,89,30,62,52,57,76,70,45,13,413,0,3,0,4,3,5,0,0,16,0,4,7,3,7,0,0,0,18,3,16,15,15,6,6,5,3,76,5,4,14,8,21,15,4,3,73,5,17,11,19,11,5,3,0,78,4,3,0,0,0,0,0,0,17,3,0,8,3,4,13,0,0,27,14,22,21,29,19,21,6,3,120,0,0,3,0,0,0,0,0,11,11,8,4,16,12,19,29,13,112,31,55,64,73,66,64,46,16,425,0,3
SSC50228,0,21,22,21,9,5,0,0,73,0,4,11,14,4,3,0,0,45,17,105,120,65,18,12,3,0,341,16,88,96,98,35,19,3,3,363,144,335,341,284,105,76,28,0,1309,17,16,12,5,0,0,0,0,56,6,18,23,17,5,8,0,0,73,170,370,376,305,111,81,28,0,1439,0,3,13,17,8,4,0,0,44,128,131,107,83,26,28,19,3,532,330,735,735,609,201,148,61,5,2827,0,29,19,13,7,6,0,0,80,10,24,28,17,6,5,0,0,83,45,195,208,101,17,11,6,0,582,57,173,180,117,43,24,5,0,592,126,210,175,128,46,18,4,0,710,23,24,23,14,4,3,0,3,94,23,41,35,25,19,11,4,0,152,176,277,234,165,68,35,6,3,960,0,10,9,14,3,0,0,0,35,116,124,122,97,58,47,18,4,583,408,829,801,514,203,120,33,8,2924,3,48
SSC50229,0,32,28,14,9,8,0,0,90,0,16,17,5,8,3,0,0,42,15,112,105,53,24,4,5,0,323,14,150,101,53,38,25,9,0,392,232,647,349,298,177,107,23,3,1828,26,22,4,3,0,0,0,0,58,6,20,13,12,12,6,0,0,76,264,695,369,314,189,108,26,9,1967,4,6,13,7,9,0,3,0,43,63,117,75,68,40,20,12,12,402,361,1127,707,513,312,168,48,14,3260,3,53,42,10,8,3,0,0,109,0,35,32,11,8,0,0,0,81,39,282,150,66,35,21,9,3,593,66,256,140,101,70,12,8,3,659,189,370,192,103,71,16,4,0,948,24,50,19,17,10,4,0,0,124,13,42,38,26,11,7,3,0,145,232,468,249,148,96,24,5,0,1221,4,3,5,11,3,0,0,0,32,60,116,77,56,38,30,16,5,392,409,1205,690,386,257,90,41,14,3094,3,88
SSC50230,0,8,22,8,3,3,0,0,44,0,8,10,4,8,0,0,0,25,9,62,49,62,42,9,3,4,239,5,35,35,32,22,11,0,0,150,47,106,120,131,84,34,0,0,523,13,7,10,3,3,0,0,0,30,3,11,4,7,8,9,0,0,35,62,119,132,144,95,39,0,0,588,5,0,3,3,3,0,0,0,15,46,70,67,46,36,30,7,3,310,123,303,318,301,212,93,19,4,1364,0,31,22,13,14,6,3,0,86,3,11,15,16,15,0,0,0,56,10,114,104,65,42,14,4,0,346,10,65,62,68,35,8,4,0,253,31,54,52,52,33,3,0,0,224,18,13,15,3,8,3,0,0,61,6,15,7,10,8,5,0,0,55,58,84,75,63,47,13,3,0,341,0,3,3,3,0,0,0,0,9,42,75,75,58,59,22,13,0,341,126,378,354,284,211,60,23,3,1433,0,38
SSC50231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,3,0,0,12,0,0
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,4,3,5,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,7,4,8,5,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,11,4,6,7,7,9,3,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,12,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,3,0,15,8,6,5,6,7,6,3,0,36,0,0
SSC50234,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,3,0,8,10,12,4,7,0,0,41,3,10,6,7,3,4,5,3,45,12,35,36,39,20,15,35,14,217,3,0,0,0,0,0,0,0,4,0,3,0,4,0,0,4,0,9,16,44,35,47,20,19,39,16,229,0,0,0,0,0,0,0,0,4,14,15,13,17,14,20,13,8,117,42,77,67,79,43,47,68,26,447,0,0,4,0,0,0,0,0,5,0,5,4,0,0,0,0,0,8,6,19,14,9,5,0,3,0,56,3,15,6,11,7,4,0,0,50,15,21,15,15,14,3,8,3,92,7,6,0,3,0,0,0,0,15,0,4,8,3,7,5,5,7,27,26,26,18,16,21,10,10,9,139,3,0,0,0,3,0,0,0,4,14,14,6,14,16,18,27,21,126,49,81,53,55,52,34,38,30,390,0,3
SSC50235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0
SSC50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SSC50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,7,6,13,8,0,7,0,0,0,34,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,4,8,19,7,3,7,0,0,0,49,0,0,0,0,0,0,0,0,0,7,8,0,3,3,0,0,0,32,23,29,17,8,10,3,0,0,91,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,6,4,14,7,3,3,0,0,0,27,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,10,15,3,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,4,5,3,5,3,3,0,0,30,16,29,16,8,9,3,0,0,87,0,3
SSC50238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0
SSC50239,0,4,7,0,0,0,0,0,21,0,0,0,4,0,0,0,0,6,10,21,12,17,12,3,3,0,77,7,21,13,15,12,4,3,0,72,40,128,63,82,94,60,21,7,496,8,9,3,3,0,0,0,0,25,5,4,9,4,8,3,0,0,34,56,138,74,90,104,59,28,7,549,0,0,0,0,0,3,0,0,8,21,35,27,22,22,12,7,4,156,85,220,136,146,150,88,38,14,884,0,8,7,4,0,0,0,0,18,0,3,3,4,10,0,0,0,21,15,52,23,17,12,12,3,0,124,12,41,21,27,21,11,5,3,147,33,59,38,46,48,14,6,0,241,13,3,7,0,0,0,0,0,24,3,9,6,10,12,10,0,0,52,47,73,54,61,63,21,5,0,325,0,3,3,3,3,0,0,0,16,26,21,14,34,23,22,14,17,173,95,194,121,148,135,71,34,24,821,0,7
SSC50240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0
SSC50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,0,10,0,0
SSC50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SSC50244,7,194,280,222,75,50,13,0,839,3,21,56,49,33,11,0,0,176,196,597,599,422,234,105,28,3,2188,97,194,253,274,183,82,25,3,1115,228,402,483,608,414,246,74,10,2469,54,21,13,17,5,3,0,0,122,14,17,30,37,17,17,8,0,138,297,438,519,662,439,269,83,10,2724,14,22,32,20,16,8,0,0,115,330,472,388,214,101,59,39,31,1640,944,1950,2118,1860,1091,587,191,55,8797,18,237,270,125,49,17,3,0,714,10,67,71,86,38,7,4,0,284,249,835,790,449,210,64,17,3,2618,96,206,313,359,200,76,24,5,1284,192,198,275,251,152,50,0,3,1116,47,22,35,35,26,11,3,0,174,17,26,71,73,55,30,8,0,290,254,247,379,363,230,82,11,3,1580,15,26,29,23,19,11,7,0,139,114,90,109,113,93,66,67,45,690,757,1704,1963,1514,839,326,137,63,7310,24,427
SSC50245,4,84,75,18,7,0,0,0,188,0,18,7,3,3,3,0,0,37,47,269,108,41,21,10,3,0,505,64,133,38,18,20,10,0,0,289,58,113,75,59,34,42,18,6,407,9,3,4,3,3,0,0,0,32,3,10,8,0,3,0,0,0,24,69,128,85,60,42,44,21,6,458,3,10,8,3,0,0,0,0,27,56,89,40,21,20,8,11,3,246,244,726,369,166,118,85,33,12,1745,5,124,39,14,3,3,0,0,187,3,30,8,6,3,3,0,0,51,66,304,95,48,32,13,5,0,563,44,88,47,21,28,10,0,0,233,32,63,35,13,20,5,0,0,173,16,5,3,0,0,0,0,0,26,6,10,10,9,8,10,0,0,57,54,79,48,24,34,16,3,0,254,3,15,3,4,3,3,0,0,31,49,84,25,20,33,19,15,11,253,219,713,274,129,136,61,28,13,1573,10,210
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC50247,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,3,0,0,3,0,0,7,3,20,7,13,11,6,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,7,13,12,6,3,0,65,0,0,0,0,0,0,0,0,0,3,0,3,8,10,6,3,0,37,8,18,12,27,27,27,3,0,127,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,3,10,5,0,0,0,20,0,0,3,0,7,5,0,0,15,3,9,4,9,5,0,0,0,35,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,16,7,9,5,0,0,0,40,0,0,0,0,0,0,0,0,3,3,0,0,8,8,3,3,3,37,8,23,18,22,27,9,3,3,115,0,0
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,8,0,0,0,8,0,0
SSC50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
SSC50250,0,0,0,3,0,4,0,0,8,0,0,0,0,4,0,0,0,4,0,9,11,11,7,4,0,3,37,0,9,13,12,6,12,3,3,51,20,45,58,62,40,29,9,0,265,7,3,0,3,0,0,0,0,10,3,0,3,4,7,3,0,0,21,29,48,59,70,49,30,8,0,302,0,0,0,0,0,0,0,0,3,19,8,17,22,13,17,11,3,112,46,77,102,116,78,73,20,9,516,0,0,0,0,3,3,0,0,10,4,6,9,0,3,0,0,0,20,0,21,25,18,11,10,4,0,99,3,16,25,21,12,3,0,0,73,15,33,27,32,16,8,0,0,127,9,8,3,6,0,0,0,0,27,4,3,5,6,5,0,0,0,20,27,47,39,42,22,11,0,0,182,0,0,0,0,0,0,0,0,3,12,9,7,19,19,22,14,3,107,47,99,106,103,63,46,19,3,487,0,4
SSC50251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,0,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,4,6,9,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,5,0,0,0,0,9,3,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,13,9,0,0,0,37,0,0
