SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC51506,21,91,20,40,3,196,21,17,105,45,45,8,238,0,0,3,4,3,0,11,0,0,0,16,35,0,60,0,0,3,6,28,5,48,65,55,321,236,614,46,1339
SSC51507,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,24,0,39
SSC51508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10
SSC51509,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,16,0,30
SSC51510,14,58,19,29,3,135,3,9,32,27,30,9,109,0,0,0,0,0,0,7,0,0,8,8,31,0,48,0,0,4,10,15,7,38,27,26,189,176,474,40,936
SSC51511,32,136,42,59,9,299,30,18,181,100,151,27,512,0,0,8,9,22,0,44,0,0,16,27,147,6,198,0,3,27,18,85,29,165,137,93,777,544,1676,183,3410
SSC51512,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11
SSC51513,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,6,5,24,5,42
SSC51514,0,7,4,4,0,15,0,3,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,6,30,4,63
SSC51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51516,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,14
SSC51517,0,7,0,5,3,13,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,3,6,4,10,0,18,8,43
SSC51518,31,91,36,75,7,267,15,15,84,97,133,11,351,0,0,8,9,25,3,42,0,0,14,11,113,5,148,3,0,8,20,75,16,129,76,66,405,468,1564,135,2719
SSC51519,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,11
SSC51520,8,10,8,27,6,58,0,5,19,11,32,11,80,0,0,0,0,11,0,7,0,0,3,4,30,0,34,0,0,0,3,13,3,15,6,14,66,82,402,50,618
SSC51521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC51522,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,0,24
SSC51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51524,3,17,3,6,3,39,0,0,11,8,3,3,23,0,0,0,0,0,0,3,0,0,0,0,10,0,11,0,0,0,0,0,0,6,3,5,45,38,106,16,220
SSC51525,20,92,17,24,5,181,10,8,76,47,30,12,191,5,0,4,0,7,0,15,3,0,10,7,22,0,42,3,0,5,3,15,4,37,91,65,409,215,399,45,1218
SSC51526,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,18,4,33
SSC51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9
SSC51528,14,42,9,8,3,119,23,5,62,17,4,5,121,0,0,6,0,0,0,17,3,4,11,3,11,0,34,4,0,14,3,9,0,41,156,53,368,99,134,30,835
SSC51529,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,6,19,3,38
SSC51530,5,37,9,7,4,75,9,5,31,7,7,3,61,0,0,4,0,3,0,9,0,0,0,0,9,0,9,0,0,3,0,7,0,13,38,26,196,67,97,16,445
SSC51531,3,10,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,15,4,14,3,38
SSC51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,15
SSC51533,18,75,26,22,9,165,28,16,157,58,55,5,317,0,0,10,5,5,0,33,3,3,20,18,73,0,121,7,0,16,15,33,4,78,199,58,637,390,715,71,2075
SSC51534,0,0,0,5,0,12,0,0,3,4,4,3,15,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,3,0,3,3,4,18,22,72,13,123
SSC51535,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11
SSC51536,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,3,0,3,0,0,8,9,23,3,44
SSC51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
SSC51538,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,8,13,0,27
SSC51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,7,7,32,0,49
SSC51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SSC51541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51542,40,108,26,52,4,270,34,35,218,112,99,15,513,0,0,10,9,10,0,37,11,3,20,18,97,0,156,12,3,25,21,52,16,124,295,134,952,558,1278,108,3328
SSC51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14
SSC51544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51545,0,3,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,8,11,3,44
SSC51546,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,21
SSC51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC51548,83,220,42,34,11,513,137,54,474,102,78,19,866,10,9,41,7,10,3,79,21,5,45,26,41,3,138,30,5,77,24,23,7,169,752,274,2147,591,650,123,4540
SSC51549,60,138,32,25,4,322,46,30,203,46,22,8,348,5,3,27,3,10,3,46,0,7,28,9,19,0,72,19,3,40,10,18,9,98,340,163,1090,314,372,74,2343
SSC51550,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,9
SSC51551,19,33,13,16,3,92,3,5,21,13,11,4,54,0,0,0,0,3,0,7,0,0,3,3,19,0,30,0,0,3,0,11,3,16,24,31,125,77,178,42,479
SSC51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51553,30,94,45,57,8,246,18,13,100,74,117,17,339,0,0,3,8,9,3,24,3,4,12,3,65,3,89,0,0,4,9,46,12,71,64,65,406,335,1096,96,2064
SSC51554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC51556,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,6,0,0,8,10,25,4,46
SSC51557,0,5,0,3,0,8,0,0,0,5,3,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,3,7,3,7,18,20,39,9,99
SSC51558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,8
SSC51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51561,6,20,6,3,0,37,6,0,12,5,9,0,37,0,0,0,0,0,0,6,0,0,0,0,21,0,27,0,0,0,3,10,0,11,23,9,87,65,223,20,419
SSC51562,18,74,18,10,3,181,68,28,171,52,23,8,347,4,4,19,4,6,0,35,4,5,11,10,22,0,52,10,3,28,7,6,0,54,307,110,853,235,221,47,1773
SSC51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
SSC51564,28,79,17,13,3,192,66,16,185,35,19,13,339,4,0,30,6,8,3,51,10,0,30,16,30,3,93,8,5,39,10,14,11,86,414,116,1304,319,349,82,2586
SSC51565,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,5,4,33
SSC51566,0,3,0,8,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,3,0,3,0,0,15,18,55,4,94
SSC51567,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16
SSC51568,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,23
SSC51569,0,6,4,0,0,18,0,0,3,3,9,0,13,0,0,0,0,0,0,7,0,0,0,0,3,0,5,0,0,0,0,4,3,13,3,4,33,23,72,8,149
SSC51570,0,8,3,5,0,20,0,0,7,4,9,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,18,27,64,6,124
SSC51571,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,23
SSC51572,17,48,17,27,3,122,23,5,123,72,74,5,309,3,3,18,7,8,0,36,4,0,17,20,50,6,102,4,0,10,6,40,23,87,152,50,597,408,633,93,1938
SSC51573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,40,4,68
SSC51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11
SSC51576,0,3,4,3,0,6,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,13,19,55,3,101
SSC51577,34,79,19,11,3,189,29,12,91,28,17,12,194,6,3,11,11,3,0,30,0,0,5,3,16,0,32,0,3,14,4,17,0,47,159,80,410,162,265,31,1104
SSC51578,0,6,3,4,0,11,0,4,8,7,3,0,24,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,3,0,6,0,11,0,8,32,29,73,0,146
SSC51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51584,0,6,0,3,0,13,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,3,16,19,42,9,87
SSC51585,4,28,5,17,0,54,0,0,16,11,11,0,46,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,3,9,3,17,7,8,95,91,475,30,707
SSC51586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13
SSC51588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC51590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SSC51593,31,88,22,24,0,210,20,20,121,34,25,7,219,3,0,9,3,13,0,28,0,0,16,14,31,3,64,0,0,14,13,24,3,62,103,87,514,247,466,46,1471
SSC51594,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,20,0,27
SSC51595,104,369,105,94,18,883,128,55,455,177,141,25,983,9,9,36,16,22,0,81,22,4,50,28,93,9,210,23,7,71,25,63,25,222,842,293,2365,911,1381,218,6009
SSC51596,0,6,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,18,5,19,3,38
SSC51597,6,24,6,3,0,36,0,0,17,3,7,0,33,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,5,6,11,71,46,126,14,276
SSC51598,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,25
SSC51599,4,7,4,3,0,20,0,0,4,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,6,0,7,22,24,99,3,149
SSC51600,29,104,24,33,7,256,34,27,142,48,44,12,306,3,0,14,5,10,3,38,11,0,18,9,31,0,65,10,7,38,12,13,12,97,275,93,806,300,481,84,2035
SSC51601,0,3,0,4,0,12,0,0,3,4,5,3,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,7,5,3,51,19,146,6,241
SSC51602,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,22,11,23,4,71
SSC51603,0,0,0,4,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,21,6,45
SSC51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC51605,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,3,11,13,26,3,53
SSC51606,37,137,40,26,4,318,37,18,173,40,42,16,322,5,0,12,3,6,0,28,4,3,19,7,22,0,52,3,0,28,8,14,17,65,274,118,986,313,371,82,2141
SSC51607,0,9,0,0,0,16,0,0,4,3,0,0,11,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,0,0,4,0,0,5,4,3,27,18,36,5,98
SSC51608,15,28,9,17,4,75,7,3,29,22,35,3,88,0,0,3,0,0,0,3,0,0,4,3,21,0,32,0,0,3,3,13,8,29,21,21,117,88,309,34,593
SSC51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7
SSC51611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC51612,3,6,0,0,0,10,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,30,8,60
SSC51613,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,15
SSC51614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,14
SSC51615,4,11,8,11,0,34,3,3,5,10,9,0,30,0,0,0,0,0,0,4,0,0,3,0,13,0,14,0,0,0,0,6,4,16,8,5,42,31,132,13,237
SSC51616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4
SSC51617,0,3,0,3,0,3,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,23,0,45
SSC51618,0,16,7,15,0,36,3,3,11,21,23,3,57,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,0,0,10,0,9,4,3,51,57,225,15,357
SSC51619,0,3,0,4,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,9,3,22,0,36
SSC51620,12,22,10,3,0,55,0,3,22,10,14,0,54,0,0,3,3,3,0,10,0,0,3,0,8,0,18,0,0,0,3,6,0,13,25,27,124,72,142,10,398
SSC51621,26,81,19,21,4,203,29,11,115,23,21,4,216,4,3,11,3,3,0,30,0,0,15,14,17,0,47,8,0,12,9,8,0,30,215,84,578,202,255,24,1355
SSC51622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51623,3,0,3,4,0,8,0,0,4,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,8,0,3,11,21,81,13,126
SSC51624,58,209,82,96,11,497,36,17,194,119,88,16,472,0,0,20,9,9,3,40,3,6,26,32,91,10,152,13,0,23,25,59,5,124,213,154,1021,637,1140,105,3271
SSC51625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,25
SSC51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SSC51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC51629,0,3,0,11,0,23,3,0,9,11,4,0,24,0,0,0,3,0,0,5,0,0,0,4,8,0,13,0,0,0,0,5,8,13,8,3,33,46,118,24,233
SSC51630,7,14,7,14,0,48,0,0,14,15,27,3,59,0,0,0,0,0,0,4,0,0,0,3,21,0,27,0,0,0,7,9,0,22,3,15,56,63,234,14,389
SSC51631,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,5,24
SSC51632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC51633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,14
SSC51634,0,6,4,8,0,19,0,3,3,15,10,0,37,0,0,0,0,0,0,6,0,0,0,3,11,0,14,0,0,0,0,12,4,21,6,6,29,61,195,23,326
SSC51635,3,3,0,3,0,11,0,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,7,21,17,40,4,87
SSC51636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51637,0,4,3,0,0,11,0,0,8,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,33,0,61
SSC51638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC51639,3,18,3,3,0,29,3,3,13,4,21,6,47,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,7,12,6,5,34,19,74,19,152
SSC51640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC51641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SSC51642,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,6,21,0,40
SSC51643,9,25,18,30,0,85,4,3,31,26,34,3,104,0,0,3,3,6,0,9,3,0,7,10,18,3,38,0,0,0,5,10,7,26,26,19,118,127,347,29,671
SSC51644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51645,0,0,0,3,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,22,41,5,97
SSC51646,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11
SSC51647,7,12,4,3,0,34,8,3,24,3,3,0,40,0,0,4,0,0,0,6,0,0,0,0,5,0,6,0,0,3,0,8,0,15,22,19,134,51,124,10,355
SSC51648,0,7,0,0,0,8,0,0,7,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,30,15,42,5,96
SSC51649,11,34,10,24,3,87,3,9,27,29,33,3,104,0,0,3,4,3,0,14,0,0,0,3,28,0,34,0,0,0,3,15,3,22,21,21,130,107,433,38,749
SSC51650,28,71,41,56,5,219,15,11,93,110,119,12,350,0,0,6,11,14,3,38,4,3,7,19,82,0,116,0,0,10,12,53,16,95,65,54,383,453,1287,112,2350
SSC51651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11
SSC51652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51653,34,79,35,53,10,244,14,16,95,77,106,16,326,0,0,12,6,7,0,29,0,3,9,17,110,3,143,4,3,17,15,71,8,118,101,88,492,387,1175,105,2349
SSC51654,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,0,33
SSC51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51657,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,3,9,0,22
