SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC50853,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,3,3,0,3,0,40
SSC50854,11,18,7,9,4,4,5,4,0,59,22,7,13,12,16,0,4,0,0,69,23,14,138,38,28,12,32,38,4,329,0,0,0,0,0,5,0,3,0,10,3,3,3,3,10,0,3,3,0,32,5,0,0,0,4,0,0,0,0,8,9,3,6,3,4,0,4,0,3,31,94,103,173,69,77,28,52,55,9,660
SSC50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
SSC50856,3,16,3,10,6,0,0,0,0,34,11,13,6,13,17,4,0,3,0,62,17,7,76,30,13,11,17,13,6,192,0,3,0,0,4,3,3,0,0,17,4,0,3,3,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,5,4,0,0,3,3,0,0,0,0,18,54,168,95,72,59,22,25,24,8,536
SSC50857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,19,5,5,0,3,0,9,0,50
SSC50858,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,5,0,0,0,4,0,28
SSC50859,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,3,0,3,0,25
SSC50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,17
SSC50862,4,14,10,11,12,4,4,8,0,70,10,6,16,31,18,4,9,10,0,103,16,11,102,36,25,15,27,36,10,285,0,0,0,3,7,3,3,5,0,17,0,0,0,0,3,5,0,3,0,19,0,0,0,0,0,3,0,0,0,12,0,0,3,4,5,4,3,10,7,36,83,262,170,116,117,65,62,92,20,990
SSC50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,0,0,0,0,3,0,10
SSC50864,16,28,36,22,21,8,25,16,0,161,30,31,52,68,44,19,33,32,3,319,54,38,414,121,75,46,105,113,13,968,6,0,10,11,15,12,17,28,3,91,3,3,10,29,23,7,21,16,0,115,8,3,8,3,7,3,4,5,3,37,7,4,19,18,9,5,11,22,9,108,178,387,624,360,279,146,258,276,43,2544
SSC50865,22,38,18,14,26,12,0,5,8,135,42,34,36,38,56,26,4,11,0,247,57,31,231,76,73,42,42,35,8,587,5,4,0,6,7,0,3,4,0,36,4,3,14,10,12,4,3,5,0,60,4,4,0,3,4,7,3,4,0,34,3,16,8,4,11,8,0,5,3,61,280,550,338,214,297,126,73,82,19,1974
SSC50866,15,20,4,9,10,0,4,0,0,73,12,19,11,18,10,3,3,3,3,79,26,19,181,37,39,16,34,25,3,382,5,0,3,3,3,3,0,0,0,22,4,0,0,6,14,4,0,3,0,34,0,0,3,3,0,0,0,0,0,10,0,3,3,4,0,0,0,10,3,27,115,229,220,97,101,35,46,49,7,894
SSC50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9
SSC50870,3,12,3,4,5,0,0,0,0,25,3,5,3,5,4,5,0,0,0,25,10,4,51,5,11,4,0,10,0,104,0,0,0,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,9,34,80,60,30,27,10,7,11,4,272
SSC50871,5,0,0,0,3,0,0,0,0,12,0,3,3,3,0,0,0,3,0,13,4,5,40,16,13,8,6,15,4,115,0,0,0,0,3,0,0,3,0,8,0,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,19,62,54,34,21,14,11,22,3,256
SSC50872,18,20,18,18,12,5,6,3,0,99,28,22,18,18,30,8,0,3,0,130,60,27,252,68,61,27,55,33,8,589,0,4,4,4,13,4,0,3,0,35,3,5,6,15,6,9,8,0,0,61,4,4,0,3,0,3,0,0,0,19,10,7,8,5,9,4,5,3,5,55,196,311,325,158,183,69,75,58,18,1387
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SSC50874,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14
SSC50875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,6
SSC50881,17,29,14,17,8,3,4,11,0,107,25,19,29,32,19,15,6,18,4,164,50,23,262,95,45,40,74,59,13,663,5,0,6,8,3,8,5,8,0,51,0,4,12,22,10,8,5,7,0,81,0,0,0,4,0,4,3,4,0,21,3,4,9,8,5,6,3,11,0,52,142,289,369,256,136,122,125,149,27,1626
SSC50882,11,11,7,6,7,0,0,3,0,57,8,5,7,16,19,12,0,7,0,74,51,17,205,63,52,25,48,50,5,523,3,0,3,3,12,9,5,7,0,37,8,0,4,9,8,0,8,6,0,48,0,0,0,4,0,0,0,0,0,7,0,0,3,4,7,8,10,11,4,50,113,194,237,126,116,63,72,93,9,1016
SSC50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SSC50884,21,37,11,10,16,8,0,5,0,109,19,23,13,14,18,7,7,4,0,101,31,12,103,24,43,17,5,11,5,254,0,3,0,0,7,8,0,0,0,18,4,0,3,7,7,3,0,7,0,36,0,6,0,0,4,0,0,0,0,19,0,7,3,3,0,0,3,7,4,24,246,601,161,90,184,74,36,35,17,1450
SSC50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,5,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,3,9,4,4,3,4,0,0,41
SSC50886,24,30,24,29,20,14,12,16,3,167,32,49,37,60,63,28,12,20,4,305,63,39,412,139,81,64,79,127,15,1017,8,3,4,17,15,12,0,8,0,64,6,14,11,23,20,8,12,11,0,103,3,0,12,8,10,4,0,5,0,49,7,4,20,14,13,15,14,26,14,129,214,528,565,358,306,180,155,255,50,2615
SSC50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0,20
SSC50888,0,3,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,9,15,0,22,8,3,0,4,3,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,17,23,20,9,3,8,10,3,119
SSC50889,4,0,3,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,11,4,0,30,3,4,0,10,19,0,68,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,10,19,21,42,12,11,0,18,19,0,147
SSC50890,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,0,0,3,5,0,0,0,0,17
SSC50891,0,4,3,3,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,9,11,3,17,8,10,3,9,12,0,72,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,10,36,29,29,16,16,3,16,13,4,160
SSC50892,0,3,11,0,0,0,5,0,0,24,3,5,5,6,0,0,9,3,0,36,4,7,199,5,14,0,46,19,0,296,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,29,92,241,8,31,0,74,37,0,520
SSC50893,29,27,16,28,21,13,14,18,0,169,32,37,32,56,29,22,7,26,0,249,111,34,451,87,46,72,63,114,8,978,3,0,9,15,5,8,8,10,0,60,8,6,17,18,13,10,3,6,0,92,3,3,3,3,0,6,5,11,0,33,9,3,15,16,10,16,8,8,11,93,323,568,586,304,194,192,121,287,34,2611
SSC50894,11,3,0,3,3,0,0,0,0,22,4,5,0,3,9,0,0,0,0,26,19,3,54,3,8,3,8,14,3,108,0,0,0,0,4,0,0,0,0,4,3,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,10,43,47,58,20,29,15,9,10,7,253
SSC50895,16,33,11,4,8,4,0,3,0,77,10,11,7,9,5,3,0,0,0,51,29,6,81,22,17,5,9,7,4,187,0,0,0,3,0,0,0,0,0,8,0,0,0,3,10,3,0,3,0,19,5,0,0,0,0,0,0,0,0,9,4,8,3,0,4,0,0,0,3,26,159,326,103,49,93,37,16,25,18,823
SSC50896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,17
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50901,10,4,3,4,4,0,0,0,0,31,8,7,9,14,9,9,3,0,0,54,19,3,78,24,19,16,14,23,0,197,0,0,3,3,0,0,0,4,0,9,0,3,0,3,6,0,0,0,0,20,0,0,3,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,63,91,103,61,54,26,25,36,4,460
SSC50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,17
SSC50903,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,4,3,5,5,3,4,6,0,46
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50906,3,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,33,10,8,5,8,0,0,3,0,64
SSC50907,57,92,47,37,37,8,22,7,0,319,58,66,87,104,86,36,36,33,6,509,101,68,385,134,137,62,70,78,7,1042,9,6,3,14,10,6,5,7,0,60,22,14,8,22,17,7,11,23,0,118,6,7,13,6,7,9,4,3,4,61,9,18,6,14,11,5,7,16,3,99,662,1962,715,585,603,271,222,303,53,5379
SSC50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,14
SSC50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC50910,7,19,3,18,6,0,0,0,0,63,11,10,9,30,18,12,5,9,0,93,36,15,207,106,45,38,34,46,11,537,4,0,3,10,10,7,4,8,0,45,3,3,3,3,10,3,0,10,0,30,3,0,0,0,0,0,0,0,0,12,5,3,6,4,0,3,3,4,3,43,82,144,236,186,109,73,51,87,20,993
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50912,17,40,11,22,18,13,10,10,0,146,22,37,27,64,48,19,11,10,9,237,58,44,404,139,106,62,113,83,15,1020,0,0,9,7,3,15,3,6,0,46,9,7,9,17,14,10,8,10,3,80,3,4,8,3,4,4,0,4,0,24,6,4,11,5,8,9,7,7,8,58,178,465,506,319,235,141,162,154,40,2202
SSC50913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,9,11,4,0,4,0,0,40
SSC50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50915,3,7,3,6,9,0,0,3,0,29,7,8,9,7,6,3,4,3,0,51,21,8,78,35,19,9,19,22,5,216,0,0,3,0,4,0,0,6,0,13,0,0,3,3,3,0,0,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,5,3,3,4,22,38,76,108,81,56,24,36,48,10,474
SSC50916,3,3,3,5,0,0,0,0,0,13,3,6,0,8,0,0,3,0,0,22,3,3,25,3,0,0,12,4,4,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,4,7,9,24,24,55,29,18,9,0,17,11,9,177
SSC50917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50918,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,9,12,3,0,0,0,3,0,54
SSC50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,7
SSC50920,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,3,3,0,0,4,0,27
SSC50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,33,59,17,24,28,4,3,3,6,170,25,43,26,38,27,16,3,9,0,181,81,27,198,41,56,28,26,35,9,495,0,3,6,3,3,4,0,4,0,23,7,7,3,10,16,6,4,3,0,61,3,10,0,0,4,3,0,0,0,26,3,5,5,3,10,0,0,3,4,39,342,769,280,175,239,98,44,66,26,2044
SSC50923,9,22,3,0,10,7,0,0,0,50,5,7,5,8,6,3,0,4,0,36,16,9,29,18,10,10,3,7,0,95,0,3,0,3,0,3,0,0,0,7,0,0,0,0,8,0,0,3,0,15,0,3,0,0,0,0,0,0,0,3,4,3,0,3,3,3,0,0,0,16,124,316,49,45,83,30,8,24,9,697
SSC50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,11
SSC50925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SSC50926,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,3,0,21
SSC50927,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,16
SSC50928,8,14,0,3,6,0,0,0,0,32,3,9,0,13,8,3,4,0,0,44,34,16,131,32,22,22,42,28,3,329,3,0,3,0,8,4,0,3,0,32,4,0,0,3,6,0,5,7,0,23,0,0,3,0,0,0,0,0,0,6,5,4,3,3,3,0,10,5,3,39,86,144,151,68,63,32,64,52,8,662
