SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC50526,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,20
SSC50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50528,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,24
SSC50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,32
SSC50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50531,301,0,0,0,0,300,332,0,0,0,0,333,19,0,3,0,0,20,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,40,3,0,0,0,0,3,21,0,0,0,0,23,701,0,3,0,0,703
SSC50532,411,26,0,0,0,438,357,7,0,3,0,373,182,24,0,0,0,207,80,36,0,0,0,110,60,9,0,0,0,73,0,0,0,0,0,0,10,0,0,0,0,14,4,0,0,0,0,3,336,69,0,0,0,408,3,0,0,0,0,3,18,6,0,0,3,27,1124,112,0,3,4,1251
SSC50533,7,0,0,0,0,7,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC50534,273,76,3,0,0,360,206,14,0,4,0,227,96,98,42,0,3,232,54,68,4,0,0,119,98,28,7,0,0,136,8,15,0,0,0,23,14,15,3,0,0,34,3,6,0,0,0,10,267,225,52,0,9,554,6,4,0,0,0,10,28,14,4,0,5,54,785,342,58,0,12,1201
SSC50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50536,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,21
SSC50537,44,0,0,0,0,44,30,0,0,0,3,34,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,3,8,4,0,0,0,0,4,23,0,0,0,3,27,5,0,0,0,0,3,3,0,0,0,0,6,108,0,0,0,6,113
SSC50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,46,0,0,0,0,50
SSC50539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,20,0,3,0,0,22
SSC50540,320,0,0,3,4,325,456,0,0,4,0,466,23,0,0,0,0,23,0,0,0,0,0,0,40,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,68,6,0,0,0,0,11,11,0,0,0,0,13,867,0,0,11,5,883
SSC50541,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,27
SSC50542,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50543,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50546,86,0,0,0,3,93,121,0,0,0,0,124,20,0,0,0,0,20,10,3,0,0,0,11,31,0,0,0,0,31,0,0,0,0,0,0,15,0,0,0,0,16,4,0,0,0,0,4,71,4,0,0,0,77,0,0,0,0,0,0,11,0,0,0,0,11,289,6,0,0,4,298
SSC50547,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50548,635,83,0,0,0,717,917,288,3,0,0,1211,254,95,0,0,0,350,70,142,0,0,0,212,292,66,0,0,0,356,3,7,0,0,0,8,48,18,0,0,0,59,11,3,0,0,0,12,672,327,0,0,3,1004,15,0,0,0,0,17,64,25,0,0,0,88,2309,728,0,0,3,3036
SSC50549,115,0,0,4,0,124,132,0,0,0,0,130,26,0,0,0,0,21,8,0,0,0,0,8,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,59,0,0,0,0,60,3,0,0,0,0,3,12,0,0,0,0,12,322,3,0,6,0,327
SSC50550,389,6,0,0,0,398,471,0,0,0,0,478,34,3,0,0,0,38,0,0,0,0,0,0,30,0,0,0,0,33,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,72,8,0,0,0,81,3,0,0,0,0,3,6,0,0,0,0,7,950,13,0,3,0,965
SSC50551,208,4,3,0,0,218,460,10,0,0,3,472,129,17,3,0,0,151,32,3,0,0,0,38,66,11,3,0,0,83,5,0,0,0,0,5,17,0,0,0,0,18,3,0,0,0,0,3,250,35,10,0,0,290,3,0,0,0,0,3,21,3,0,0,0,23,941,47,7,0,3,1003
SSC50552,8,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,19
SSC50553,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50554,40,57,53,0,0,149,21,103,130,0,0,253,7,88,228,0,0,323,5,57,57,0,0,125,5,32,89,0,0,124,0,4,5,0,0,6,0,0,15,0,0,16,0,3,0,0,0,7,22,185,395,0,0,602,0,0,3,0,0,3,3,11,14,0,0,27,82,352,601,0,0,1038
SSC50555,79,0,0,0,0,81,118,0,0,0,0,118,65,3,0,0,0,72,11,0,0,0,0,11,22,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,15,3,0,0,0,0,3,106,3,0,0,0,116,0,0,0,0,0,0,4,0,0,0,0,4,307,3,0,0,0,322
SSC50556,20,0,0,0,0,20,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,41
SSC50557,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC50558,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,15
SSC50559,219,0,0,0,0,218,134,0,0,0,0,138,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,22,3,0,0,0,25,6,0,0,0,0,6,5,0,0,0,0,5,381,5,0,0,0,388
SSC50560,31,0,0,0,0,31,75,0,0,0,0,75,16,0,0,0,0,16,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,148
SSC50561,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC50562,67,0,0,0,0,64,54,0,0,0,0,57,10,4,0,0,0,9,13,0,0,0,0,14,29,0,0,0,0,25,3,3,0,0,0,6,15,0,0,0,0,18,6,0,0,0,0,6,67,8,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,4,196,8,0,0,0,209
SSC50563,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC50564,193,4,0,0,0,203,673,51,0,0,6,728,149,39,0,0,0,187,5,0,0,0,0,5,66,7,0,0,0,73,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,232,43,0,0,0,277,0,0,0,0,0,0,22,4,0,0,0,28,1126,102,0,0,3,1231
SSC50565,50,0,0,0,0,50,28,0,0,0,0,28,11,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,92,0,0,0,0,92
SSC50566,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50567,85,0,0,7,4,97,50,0,0,0,0,50,7,0,0,0,0,7,18,0,0,0,0,15,22,0,0,0,0,22,6,0,0,0,0,7,12,0,0,0,0,18,4,0,0,0,0,6,65,7,0,0,4,70,0,0,0,0,0,0,7,0,0,0,4,5,206,7,0,8,7,228
SSC50568,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50569,601,18,0,0,5,622,463,3,0,3,0,465,39,0,0,0,0,42,0,0,0,0,0,0,31,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,8,0,0,0,82,7,0,0,0,0,7,15,3,0,0,0,20,1164,29,0,3,4,1200
SSC50570,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50572,1663,193,19,0,4,1876,2641,265,31,0,9,2945,598,244,38,0,0,883,190,143,14,0,0,346,509,84,19,0,0,616,18,48,3,0,0,72,83,16,4,0,0,106,29,12,0,0,0,43,1426,554,81,3,3,2067,74,52,0,0,0,127,158,59,3,0,4,215,5961,1121,131,7,17,7229
SSC50573,25,0,0,3,0,31,20,0,0,0,0,24,12,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,25,3,0,6,0,30,3,0,0,0,0,3,0,0,0,0,0,0,75,0,0,9,0,84
SSC50574,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,9
SSC50575,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,4,0,0,0,0,4,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,39
SSC50576,24,0,0,0,0,24,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
SSC50577,66,4,0,0,0,70,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,25,3,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,7,119,6,0,0,0,125
SSC50578,6,0,0,0,0,6,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,21
SSC50579,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC50580,63,0,0,0,0,63,41,0,0,0,0,44,17,0,0,0,0,17,4,3,0,0,0,11,17,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,46,3,0,0,0,52,0,0,0,0,0,0,6,0,0,0,0,9,155,6,0,0,0,164
SSC50581,877,233,3,0,3,1110,1305,45,5,0,0,1354,373,39,12,0,0,428,58,75,0,0,0,129,256,30,0,0,0,291,8,21,0,0,0,33,16,9,0,0,0,29,12,3,0,0,0,11,732,176,16,0,0,917,99,229,0,0,0,330,90,41,0,0,0,133,3101,720,22,0,3,3849
SSC50582,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC50583,336,29,0,0,0,365,431,14,0,0,0,443,45,3,0,0,0,49,0,11,0,0,0,14,37,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,0,6,93,20,0,0,0,114,3,0,0,0,0,3,20,0,0,0,0,24,883,60,0,0,0,946
SSC50584,41,0,0,3,0,46,45,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,3,0,108
SSC50585,1213,72,0,0,0,1286,1545,95,0,0,0,1639,263,32,0,0,0,295,28,3,0,0,0,35,161,35,0,0,0,194,0,0,0,0,0,3,11,0,0,0,0,13,7,0,0,0,0,7,469,68,3,0,0,549,10,0,0,0,0,10,54,7,0,0,0,67,3294,251,3,0,0,3548
SSC50586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50587,8,0,0,14,0,19,8,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,32
SSC50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50589,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,35,4,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,0,47
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50591,34,0,0,0,0,33,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,69
SSC50592,185,16,0,3,0,208,252,22,0,4,0,278,34,21,0,0,0,54,0,9,3,0,0,9,24,13,0,0,0,40,0,3,0,0,0,3,6,0,0,0,0,11,3,0,0,0,0,6,67,41,3,0,0,121,0,0,0,0,0,4,13,3,0,0,0,14,521,83,3,6,3,616
SSC50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50594,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50595,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC50596,14,0,0,0,0,14,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,34
SSC50597,438,119,0,29,0,578,614,102,0,0,0,714,70,30,0,0,0,104,0,0,0,0,0,0,22,13,0,0,0,33,0,3,0,0,0,3,12,0,0,5,0,15,3,0,0,0,0,3,110,43,0,5,0,163,0,49,0,0,0,55,13,10,0,0,0,24,1170,322,0,27,5,1529
SSC50598,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC50599,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC50600,18,0,0,5,0,28,7,0,0,0,0,7,0,0,0,0,0,0,138,55,5,4,0,202,7,0,0,0,0,15,11,7,0,0,0,18,35,29,7,3,0,68,3,0,0,3,0,10,197,88,15,14,4,315,0,0,0,0,0,8,5,8,0,6,0,20,225,98,13,26,5,367
SSC50601,1405,187,11,0,3,1604,1927,56,9,0,3,2000,595,89,12,4,5,706,5,4,0,0,0,11,275,43,10,3,0,324,5,0,0,0,0,4,13,7,0,0,0,21,8,3,0,0,0,12,901,138,24,3,3,1077,12,14,0,0,0,28,76,29,3,0,0,113,4321,431,41,11,12,4817
SSC50602,30,0,0,0,0,30,33,0,0,7,0,42,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,6,18,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,84,0,0,7,0,91
SSC50603,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50604,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16
SSC50605,701,46,0,0,0,751,693,67,0,0,0,761,128,21,0,0,0,152,3,0,0,0,0,3,114,21,0,0,0,135,0,0,0,0,0,0,5,3,0,0,0,9,6,3,0,0,0,10,258,55,0,0,0,313,8,3,0,0,0,9,31,6,0,0,0,38,1699,171,0,0,0,1876
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50607,1017,149,32,0,0,1204,975,273,55,0,14,1318,324,195,85,0,0,606,178,157,19,0,0,354,270,117,35,0,0,429,21,7,3,0,0,36,11,19,3,0,0,32,17,7,0,0,0,23,829,509,141,0,0,1481,13,9,0,0,0,18,80,24,7,0,0,114,2920,965,232,0,20,4136
SSC50608,115,28,0,0,0,139,874,159,0,0,0,1035,159,137,0,0,0,294,0,11,0,0,0,11,44,22,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,7,211,167,0,0,0,379,0,0,0,0,0,0,22,4,0,0,0,30,1222,360,0,0,0,1588
